date,fuerte,generator,n_confirmers,fuerte_hit,first_day_offset,outcome_bucket,closest_distance,closest_number
2021-02-09,50,42,1,True,6,FUERTE_EXACTO,0,50
2021-02-09,62,39,1,True,3,FUERTE_EXACTO,0,62
2021-02-09,71,42,1,True,2,FUERTE_EXACTO,0,71
2021-02-10,9,39,1,False,,COMPANERO_TABLA1,1,46
2021-02-10,41,39,1,True,1,FUERTE_EXACTO,0,41
2021-02-10,69,45,1,False,,COMPANERO_TABLA1,1,80
2021-02-12,9,39,1,True,6,FUERTE_EXACTO,0,9
2021-02-12,14,39,1,False,,COMPANERO_TABLA1,1,78
2021-02-13,27,26,1,True,5,FUERTE_EXACTO,0,27
2021-02-15,44,43,1,False,,COMPANERO_TABLA1,1,81
2021-02-15,81,43,1,True,1,FUERTE_EXACTO,0,81
2021-02-15,90,46,1,True,6,FUERTE_EXACTO,0,90
2021-02-16,58,46,2,False,,COMPANERO_TABLA1,1,90
2021-02-16,73,48,1,False,,COMPANERO_TABLA1,1,89
2021-02-17,88,31,1,True,5,FUERTE_EXACTO,0,88
2021-02-18,7,42,1,True,3,FUERTE_EXACTO,0,7
2021-02-18,32,36,1,False,,COMPANERO_TABLA1,1,64
2021-02-18,48,36,1,True,2,FUERTE_EXACTO,0,48
2021-02-19,20,38,1,True,4,FUERTE_EXACTO,0,20
2021-02-20,53,28,1,True,4,FUERTE_EXACTO,0,53
2021-02-20,63,38,1,True,3,FUERTE_EXACTO,0,63
2021-02-22,27,26,1,False,,VECINO_TABLA2,3,92
2021-02-22,34,51,1,True,2,FUERTE_EXACTO,0,34
2021-02-22,51,40,1,True,3,FUERTE_EXACTO,0,51
2021-02-22,72,40,1,True,3,FUERTE_EXACTO,0,72
2021-02-27,65,52,1,True,4,FUERTE_EXACTO,0,65
2021-03-03,37,46,1,False,,COMPANERO_TABLA1,1,74
2021-03-04,22,44,1,True,4,FUERTE_EXACTO,0,22
2021-03-07,67,40,1,True,1,FUERTE_EXACTO,0,67
2021-03-09,72,40,1,True,5,FUERTE_EXACTO,0,72
2021-03-09,76,34,1,False,,COMPANERO_TABLA1,1,17
2021-03-12,23,42,1,False,,COMPANERO_TABLA1,1,71
2021-03-12,37,46,1,True,3,FUERTE_EXACTO,0,37
2021-03-12,71,42,1,True,1,FUERTE_EXACTO,0,71
2021-03-12,90,46,1,False,,COMPANERO_TABLA1,1,37
2021-03-13,32,36,1,False,,COMPANERO_TABLA1,1,85
2021-03-13,48,36,1,True,1,FUERTE_EXACTO,0,48
2021-03-14,90,46,3,True,7,FUERTE_EXACTO,0,90
2021-03-14,70,44,2,False,,COMPANERO_TABLA1,1,22
2021-03-14,22,44,1,True,1,FUERTE_EXACTO,0,22
2021-03-14,91,44,1,True,1,FUERTE_EXACTO,0,91
2021-03-15,9,39,1,True,5,FUERTE_EXACTO,0,9
2021-03-15,32,36,1,False,,COMPANERO_TABLA1,1,85
2021-03-18,29,41,2,True,7,FUERTE_EXACTO,0,29
2021-03-18,7,42,1,False,,COMPANERO_TABLA1,1,55
2021-03-18,71,42,1,True,1,FUERTE_EXACTO,0,71
2021-03-19,42,37,1,False,,COMPANERO_TABLA1,1,10
2021-03-20,13,41,1,True,3,FUERTE_EXACTO,0,13
2021-03-21,44,43,1,True,1,FUERTE_EXACTO,0,44
2021-03-21,92,43,1,True,2,FUERTE_EXACTO,0,92
2021-03-22,29,41,1,True,3,FUERTE_EXACTO,0,29
2021-03-22,53,28,1,True,2,FUERTE_EXACTO,0,53
2021-03-22,73,48,1,True,1,FUERTE_EXACTO,0,73
2021-03-22,89,48,1,True,6,FUERTE_EXACTO,0,89
2021-03-22,93,41,1,True,2,FUERTE_EXACTO,0,93
2021-03-23,53,28,1,True,1,FUERTE_EXACTO,0,53
2021-03-23,73,48,1,True,3,FUERTE_EXACTO,0,73
2021-03-24,48,36,1,False,,COMPANERO_TABLA1,1,85
2021-03-25,35,49,1,True,4,FUERTE_EXACTO,0,35
2021-03-27,44,43,1,True,5,FUERTE_EXACTO,0,44
2021-03-31,100,38,1,False,,COMPANERO_TABLA1,1,47
2021-04-01,90,46,1,False,,COMPANERO_TABLA1,1,74
2021-04-02,51,40,1,False,,COMPANERO_TABLA1,1,67
2021-04-03,1,34,1,False,,COMPANERO_TABLA1,1,33
2021-04-04,28,43,1,True,6,FUERTE_EXACTO,0,28
2021-04-04,77,32,1,False,,VECINO_TABLA2,3,87
2021-04-05,9,39,3,True,6,FUERTE_EXACTO,0,9
2021-04-06,77,32,1,False,,VECINO_TABLA2,3,28
2021-04-12,70,44,1,True,7,FUERTE_EXACTO,0,70
2021-04-13,3,31,1,True,6,FUERTE_EXACTO,0,3
2021-04-13,56,40,1,True,4,FUERTE_EXACTO,0,56
2021-04-14,7,42,1,False,,COMPANERO_TABLA1,1,71
2021-04-17,53,28,2,True,6,FUERTE_EXACTO,0,53
2021-04-17,90,46,2,True,1,FUERTE_EXACTO,0,90
2021-04-17,7,42,1,True,5,FUERTE_EXACTO,0,7
2021-04-17,23,42,1,True,3,FUERTE_EXACTO,0,23
2021-04-17,26,28,1,True,4,FUERTE_EXACTO,0,26
2021-04-20,29,41,2,True,2,FUERTE_EXACTO,0,29
2021-04-20,6,35,1,True,7,FUERTE_EXACTO,0,6
2021-04-20,22,44,1,True,4,FUERTE_EXACTO,0,22
2021-04-20,70,44,1,True,5,FUERTE_EXACTO,0,70
2021-04-20,89,48,1,True,4,FUERTE_EXACTO,0,89
2021-04-20,93,41,1,True,2,FUERTE_EXACTO,0,93
2021-04-23,12,43,1,False,,COMPANERO_TABLA1,1,60
2021-04-23,44,43,1,False,,COMPANERO_TABLA1,1,60
2021-04-23,63,38,1,True,6,FUERTE_EXACTO,0,63
2021-04-24,9,39,1,True,2,FUERTE_EXACTO,0,9
2021-04-24,41,39,1,False,,COMPANERO_TABLA1,1,14
2021-04-28,44,43,1,True,5,FUERTE_EXACTO,0,44
2021-04-29,9,39,2,True,4,FUERTE_EXACTO,0,9
2021-04-29,20,38,1,True,1,FUERTE_EXACTO,0,20
2021-04-29,63,38,1,True,2,FUERTE_EXACTO,0,63
2021-04-30,9,39,1,True,3,FUERTE_EXACTO,0,9
2021-04-30,42,37,1,True,6,FUERTE_EXACTO,0,42
2021-04-30,82,33,1,False,,COMPANERO_TABLA1,1,39
2021-05-01,27,26,1,True,4,FUERTE_EXACTO,0,27
2021-05-03,35,49,1,False,,COMPANERO_TABLA1,1,40
2021-05-03,56,40,1,False,,COMPANERO_TABLA1,1,67
2021-05-03,69,45,1,True,2,FUERTE_EXACTO,0,69
2021-05-07,34,51,1,True,3,FUERTE_EXACTO,0,34
2021-05-08,35,49,1,True,3,FUERTE_EXACTO,0,35
2021-05-10,31,38,1,True,4,FUERTE_EXACTO,0,31
2021-05-10,76,34,1,False,,COMPANERO_TABLA1,1,1
2021-05-11,12,43,1,True,5,FUERTE_EXACTO,0,12
2021-05-11,29,41,1,True,6,FUERTE_EXACTO,0,29
2021-05-11,44,43,1,True,4,FUERTE_EXACTO,0,44
2021-05-11,81,43,1,True,1,FUERTE_EXACTO,0,81
2021-05-12,82,33,1,True,4,FUERTE_EXACTO,0,82
2021-05-13,1,34,1,True,5,FUERTE_EXACTO,0,1
2021-05-13,76,34,1,True,5,FUERTE_EXACTO,0,76
2021-05-14,7,42,1,True,2,FUERTE_EXACTO,0,7
2021-05-15,35,49,1,True,1,FUERTE_EXACTO,0,35
2021-05-15,53,28,1,False,,COMPANERO_TABLA1,1,26
2021-05-21,25,30,1,True,1,FUERTE_EXACTO,0,25
2021-05-21,35,49,1,True,5,FUERTE_EXACTO,0,35
2021-05-21,83,49,1,True,2,FUERTE_EXACTO,0,83
2021-05-23,34,51,1,True,1,FUERTE_EXACTO,0,34
2021-05-25,17,34,1,True,4,FUERTE_EXACTO,0,17
2021-05-25,26,28,1,True,7,FUERTE_EXACTO,0,26
2021-05-25,53,28,1,True,6,FUERTE_EXACTO,0,53
2021-05-25,76,34,1,True,3,FUERTE_EXACTO,0,76
2021-05-27,4,47,1,True,4,FUERTE_EXACTO,0,4
2021-05-28,35,49,2,True,3,FUERTE_EXACTO,0,35
2021-05-29,28,43,1,True,6,FUERTE_EXACTO,0,28
2021-06-02,9,39,1,True,5,FUERTE_EXACTO,0,9
2021-06-02,62,39,1,False,,COMPANERO_TABLA1,1,30
2021-06-03,88,31,1,True,4,FUERTE_EXACTO,0,88
2021-06-04,22,44,2,False,,COMPANERO_TABLA1,1,91
2021-06-04,70,44,2,False,,COMPANERO_TABLA1,1,91
2021-06-07,42,37,2,True,3,FUERTE_EXACTO,0,42
2021-06-07,9,39,1,False,,COMPANERO_TABLA1,1,41
2021-06-07,65,52,1,True,1,FUERTE_EXACTO,0,65
2021-06-08,30,39,1,False,,COMPANERO_TABLA1,1,41
2021-06-10,35,49,1,True,3,FUERTE_EXACTO,0,35
2021-06-10,89,48,1,True,5,FUERTE_EXACTO,0,89
2021-06-12,9,39,1,False,,COMPANERO_TABLA1,1,14
2021-06-13,35,49,1,True,1,FUERTE_EXACTO,0,35
2021-06-16,52,38,1,True,3,FUERTE_EXACTO,0,52
2021-06-19,69,45,1,False,,COMPANERO_TABLA1,1,80
2021-06-21,52,38,1,True,1,FUERTE_EXACTO,0,52
2021-06-21,100,38,1,False,,COMPANERO_TABLA1,1,52
2021-06-25,44,43,2,True,2,FUERTE_EXACTO,0,44
2021-06-25,7,42,1,True,2,FUERTE_EXACTO,0,7
2021-06-27,91,44,1,True,1,FUERTE_EXACTO,0,91
2021-06-29,42,37,1,False,,COMPANERO_TABLA1,1,10
2021-06-29,53,28,1,False,,COMPANERO_TABLA1,1,21
2021-06-30,68,47,1,True,5,FUERTE_EXACTO,0,68
2021-06-30,91,44,1,True,4,FUERTE_EXACTO,0,91
2021-07-01,35,49,1,False,,COMPANERO_TABLA1,1,40
2021-07-02,53,28,3,False,,COMPANERO_TABLA1,1,26
2021-07-03,9,39,1,True,3,FUERTE_EXACTO,0,9
2021-07-03,42,37,1,True,4,FUERTE_EXACTO,0,42
2021-07-03,46,39,1,True,2,FUERTE_EXACTO,0,46
2021-07-07,29,41,2,True,5,FUERTE_EXACTO,0,29
2021-07-07,71,42,2,True,2,FUERTE_EXACTO,0,71
2021-07-07,7,42,1,True,2,FUERTE_EXACTO,0,7
2021-07-07,68,47,1,False,,COMPANERO_TABLA1,1,84
2021-07-08,9,39,1,False,,COMPANERO_TABLA1,1,30
2021-07-12,63,38,2,False,,COMPANERO_TABLA1,1,20
2021-07-12,90,46,2,True,6,FUERTE_EXACTO,0,90
2021-07-13,7,42,2,True,5,FUERTE_EXACTO,0,7
2021-07-14,29,41,1,True,3,FUERTE_EXACTO,0,29
2021-07-16,23,42,1,False,,COMPANERO_TABLA1,1,66
2021-07-17,7,42,1,True,1,FUERTE_EXACTO,0,7
2021-07-17,50,42,1,True,6,FUERTE_EXACTO,0,50
2021-07-18,69,45,1,True,2,FUERTE_EXACTO,0,69
2021-07-19,92,43,1,True,6,FUERTE_EXACTO,0,92
2021-07-20,52,38,1,False,,COMPANERO_TABLA1,1,31
2021-07-22,58,46,1,False,,COMPANERO_TABLA1,1,90
2021-07-27,90,46,1,True,7,FUERTE_EXACTO,0,90
2021-07-30,35,49,1,True,3,FUERTE_EXACTO,0,35
2021-07-30,90,46,1,True,4,FUERTE_EXACTO,0,90
2021-08-03,90,46,2,True,4,FUERTE_EXACTO,0,90
2021-08-04,35,49,1,True,2,FUERTE_EXACTO,0,35
2021-08-08,76,34,1,True,7,FUERTE_EXACTO,0,76
2021-08-09,84,47,1,False,,COMPANERO_TABLA1,1,4
2021-08-10,29,41,2,False,,COMPANERO_TABLA1,1,13
2021-08-10,53,28,2,True,6,FUERTE_EXACTO,0,53
2021-08-10,7,42,1,True,1,FUERTE_EXACTO,0,7
2021-08-10,23,42,1,True,6,FUERTE_EXACTO,0,23
2021-08-10,71,42,1,True,1,FUERTE_EXACTO,0,71
2021-08-11,35,49,1,True,5,FUERTE_EXACTO,0,35
2021-08-13,44,43,2,False,,COMPANERO_TABLA1,1,12
2021-08-13,32,36,1,True,1,FUERTE_EXACTO,0,32
2021-08-16,76,34,1,True,4,FUERTE_EXACTO,0,76
2021-08-17,9,39,1,True,4,FUERTE_EXACTO,0,9
2021-08-22,29,41,1,True,4,FUERTE_EXACTO,0,29
2021-08-23,89,48,1,True,1,FUERTE_EXACTO,0,89
2021-08-23,93,41,1,True,3,FUERTE_EXACTO,0,93
2021-08-24,46,39,1,False,,COMPANERO_TABLA1,1,62
2021-08-26,8,40,1,True,2,FUERTE_EXACTO,0,8
2021-08-26,42,37,1,False,,VECINO_TABLA2,3,29
2021-08-26,72,40,1,True,1,FUERTE_EXACTO,0,72
2021-08-27,89,48,1,True,1,FUERTE_EXACTO,0,89
2021-08-28,26,28,1,True,5,FUERTE_EXACTO,0,26
2021-08-28,73,48,1,True,7,FUERTE_EXACTO,0,73
2021-08-29,79,47,1,True,2,FUERTE_EXACTO,0,79
2021-08-30,34,51,1,True,2,FUERTE_EXACTO,0,34
2021-08-31,9,39,2,True,1,FUERTE_EXACTO,0,9
2021-08-31,30,39,1,True,7,FUERTE_EXACTO,0,30
2021-09-06,35,49,2,True,1,FUERTE_EXACTO,0,35
2021-09-06,22,44,1,False,,COMPANERO_TABLA1,1,70
2021-09-06,59,44,1,True,2,FUERTE_EXACTO,0,59
2021-09-06,70,44,1,True,1,FUERTE_EXACTO,0,70
2021-09-08,44,43,1,False,,COMPANERO_TABLA1,1,60
2021-09-08,92,43,1,False,,COMPANERO_TABLA1,1,60
2021-09-12,7,42,1,True,6,FUERTE_EXACTO,0,7
2021-09-12,23,42,1,True,6,FUERTE_EXACTO,0,23
2021-09-12,73,48,1,False,,VECINO_TABLA2,3,77
2021-09-15,29,41,1,True,1,FUERTE_EXACTO,0,29
2021-09-15,71,42,1,True,2,FUERTE_EXACTO,0,71
2021-09-18,63,38,1,True,4,FUERTE_EXACTO,0,63
2021-09-18,97,52,1,False,,COMPANERO_TABLA1,1,65
2021-09-18,100,38,1,False,,COMPANERO_TABLA1,1,47
2021-09-19,13,41,1,False,,COMPANERO_TABLA1,1,93
2021-09-19,29,41,1,True,6,FUERTE_EXACTO,0,29
2021-09-21,27,26,1,True,2,FUERTE_EXACTO,0,27
2021-09-23,53,28,1,True,5,FUERTE_EXACTO,0,53
2021-09-23,84,47,1,True,3,FUERTE_EXACTO,0,84
2021-09-25,90,46,1,False,,COMPANERO_TABLA1,1,74
2021-09-26,35,49,1,False,,COMPANERO_TABLA1,1,40
2021-09-28,67,40,2,True,1,FUERTE_EXACTO,0,67
2021-09-28,8,40,1,True,1,FUERTE_EXACTO,0,8
2021-09-29,29,41,1,False,,COMPANERO_TABLA1,1,13
2021-09-30,56,40,1,True,1,FUERTE_EXACTO,0,56
2021-10-01,28,43,1,True,3,FUERTE_EXACTO,0,28
2021-10-01,44,43,1,True,5,FUERTE_EXACTO,0,44
2021-10-02,29,41,1,True,5,FUERTE_EXACTO,0,29
2021-10-02,35,49,1,True,2,FUERTE_EXACTO,0,35
2021-10-02,63,38,1,True,2,FUERTE_EXACTO,0,63
2021-10-03,97,52,1,True,3,FUERTE_EXACTO,0,97
2021-10-04,9,39,2,True,2,FUERTE_EXACTO,0,9
2021-10-04,11,35,1,True,7,FUERTE_EXACTO,0,11
2021-10-10,65,52,1,False,,COMPANERO_TABLA1,1,97
2021-10-13,63,38,1,True,2,FUERTE_EXACTO,0,63
2021-10-14,6,35,1,False,,COMPANERO_TABLA1,1,86
2021-10-15,94,39,1,True,4,FUERTE_EXACTO,0,94
2021-10-16,26,28,1,True,1,FUERTE_EXACTO,0,26
2021-10-16,53,28,1,True,6,FUERTE_EXACTO,0,53
2021-10-16,69,45,1,True,4,FUERTE_EXACTO,0,69
2021-10-16,77,32,1,True,6,FUERTE_EXACTO,0,77
2021-10-17,21,28,1,True,2,FUERTE_EXACTO,0,21
2021-10-17,34,51,1,True,5,FUERTE_EXACTO,0,34
2021-10-17,37,46,1,False,,COMPANERO_TABLA1,1,74
2021-10-18,12,43,1,True,3,FUERTE_EXACTO,0,12
2021-10-18,30,39,1,False,,COMPANERO_TABLA1,1,94
2021-10-18,41,39,1,True,3,FUERTE_EXACTO,0,41
2021-10-18,94,39,1,True,1,FUERTE_EXACTO,0,94
2021-10-20,67,40,1,True,5,FUERTE_EXACTO,0,67
2021-10-21,68,47,2,True,2,FUERTE_EXACTO,0,68
2021-10-25,71,42,1,True,1,FUERTE_EXACTO,0,71
2021-10-28,87,33,2,True,2,FUERTE_EXACTO,0,87
2021-10-28,51,40,1,True,5,FUERTE_EXACTO,0,51
2021-10-29,12,43,2,False,,COMPANERO_TABLA1,1,81
2021-10-29,91,44,1,True,1,FUERTE_EXACTO,0,91
2021-10-31,44,43,2,True,1,FUERTE_EXACTO,0,44
2021-11-01,14,39,1,True,3,FUERTE_EXACTO,0,14
2021-11-01,30,39,1,True,3,FUERTE_EXACTO,0,30
2021-11-01,41,39,1,True,4,FUERTE_EXACTO,0,41
2021-11-04,57,30,1,True,4,FUERTE_EXACTO,0,57
2021-11-05,32,36,1,True,1,FUERTE_EXACTO,0,32
2021-11-08,73,48,1,True,1,FUERTE_EXACTO,0,73
2021-11-09,42,37,1,True,3,FUERTE_EXACTO,0,42
2021-11-11,70,44,2,False,,COMPANERO_TABLA1,1,59
2021-11-11,22,44,1,True,3,FUERTE_EXACTO,0,22
2021-11-13,9,39,1,False,,COMPANERO_TABLA1,1,14
2021-11-13,42,37,1,True,2,FUERTE_EXACTO,0,42
2021-11-14,1,34,1,True,3,FUERTE_EXACTO,0,1
2021-11-18,53,28,1,False,,COMPANERO_TABLA1,1,21
2021-11-21,54,35,1,True,1,FUERTE_EXACTO,0,54
2021-11-24,28,43,1,False,,COMPANERO_TABLA1,1,60
2021-11-25,29,41,2,True,6,FUERTE_EXACTO,0,29
2021-11-26,81,43,1,True,3,FUERTE_EXACTO,0,81
2021-11-27,42,37,1,True,2,FUERTE_EXACTO,0,42
2021-11-27,44,43,1,False,,COMPANERO_TABLA1,1,60
2021-11-27,72,40,1,True,1,FUERTE_EXACTO,0,72
2021-12-01,41,39,1,True,2,FUERTE_EXACTO,0,41
2021-12-02,32,36,1,True,3,FUERTE_EXACTO,0,32
2021-12-04,30,39,1,True,6,FUERTE_EXACTO,0,30
2021-12-06,9,39,1,True,1,FUERTE_EXACTO,0,9
2021-12-06,41,39,1,False,,COMPANERO_TABLA1,1,14
2021-12-07,28,43,1,False,,COMPANERO_TABLA1,1,12
2021-12-08,30,39,1,True,2,FUERTE_EXACTO,0,30
2021-12-08,41,39,1,False,,COMPANERO_TABLA1,1,46
2021-12-09,63,38,1,True,5,FUERTE_EXACTO,0,63
2021-12-13,42,37,1,False,,COMPANERO_TABLA1,1,5
2021-12-13,72,40,1,True,7,FUERTE_EXACTO,0,72
2021-12-16,35,49,1,True,5,FUERTE_EXACTO,0,35
2021-12-17,35,49,1,True,4,FUERTE_EXACTO,0,35
2021-12-21,44,43,2,True,5,FUERTE_EXACTO,0,44
2021-12-21,7,42,1,False,,COMPANERO_TABLA1,1,55
2021-12-22,42,37,1,False,,COMPANERO_TABLA1,1,10
2021-12-23,67,40,1,True,3,FUERTE_EXACTO,0,67
2021-12-23,77,32,1,True,5,FUERTE_EXACTO,0,77
2021-12-27,10,37,1,False,,COMPANERO_TABLA1,1,42
2021-12-31,26,28,1,True,6,FUERTE_EXACTO,0,26
2022-01-02,7,42,1,False,,COMPANERO_TABLA1,1,66
2022-01-06,1,34,1,True,2,FUERTE_EXACTO,0,1
2022-01-06,76,34,1,False,,COMPANERO_TABLA1,1,1
2022-01-08,7,42,1,True,3,FUERTE_EXACTO,0,7
2022-01-08,23,42,1,True,3,FUERTE_EXACTO,0,23
2022-01-08,71,42,1,True,3,FUERTE_EXACTO,0,71
2022-01-12,7,42,2,True,6,FUERTE_EXACTO,0,7
2022-01-13,34,51,1,True,1,FUERTE_EXACTO,0,34
2022-01-20,35,49,2,True,1,FUERTE_EXACTO,0,35
2022-01-21,42,37,1,True,1,FUERTE_EXACTO,0,42
2022-01-21,44,43,1,True,1,FUERTE_EXACTO,0,44
2022-01-21,54,35,1,True,4,FUERTE_EXACTO,0,54
2022-01-22,23,42,2,True,2,FUERTE_EXACTO,0,23
2022-01-25,22,44,1,True,5,FUERTE_EXACTO,0,22
2022-01-25,70,44,1,True,4,FUERTE_EXACTO,0,70
2022-01-26,87,33,1,True,3,FUERTE_EXACTO,0,87
2022-01-27,68,47,2,True,5,FUERTE_EXACTO,0,68
2022-01-27,9,39,1,True,7,FUERTE_EXACTO,0,9
2022-01-29,89,48,2,True,5,FUERTE_EXACTO,0,89
2022-01-29,73,48,1,True,1,FUERTE_EXACTO,0,73
2022-01-29,93,41,1,True,4,FUERTE_EXACTO,0,93
2022-01-31,26,28,1,False,,COMPANERO_TABLA1,1,21
2022-02-02,73,48,1,False,,COMPANERO_TABLA1,1,89
2022-02-02,89,48,1,True,1,FUERTE_EXACTO,0,89
2022-02-05,85,36,1,False,,COMPANERO_TABLA1,1,64
2022-02-07,82,33,1,True,2,FUERTE_EXACTO,0,82
2022-02-08,44,43,2,True,5,FUERTE_EXACTO,0,44
2022-02-08,27,26,1,True,3,FUERTE_EXACTO,0,27
2022-02-15,92,43,2,True,1,FUERTE_EXACTO,0,92
2022-02-16,9,39,1,True,3,FUERTE_EXACTO,0,9
2022-02-16,46,39,1,True,7,FUERTE_EXACTO,0,46
2022-02-22,40,49,1,True,3,FUERTE_EXACTO,0,40
2022-02-22,48,36,1,True,3,FUERTE_EXACTO,0,48
2022-02-24,44,43,2,True,3,FUERTE_EXACTO,0,44
2022-02-24,12,43,1,False,,COMPANERO_TABLA1,1,81
2022-02-24,92,43,1,False,,COMPANERO_TABLA1,1,81
2022-02-25,13,41,1,True,4,FUERTE_EXACTO,0,13
2022-02-25,56,40,1,False,,COMPANERO_TABLA1,1,19
2022-02-25,89,48,1,True,3,FUERTE_EXACTO,0,89
2022-02-25,93,41,1,True,1,FUERTE_EXACTO,0,93
2022-02-26,29,41,1,True,4,FUERTE_EXACTO,0,29
2022-02-28,53,28,2,True,1,FUERTE_EXACTO,0,53
2022-02-28,59,44,2,False,,COMPANERO_TABLA1,1,22
2022-02-28,63,38,2,True,5,FUERTE_EXACTO,0,63
2022-02-28,26,28,1,True,7,FUERTE_EXACTO,0,26
2022-02-28,70,44,1,True,1,FUERTE_EXACTO,0,70
2022-03-01,70,44,1,True,2,FUERTE_EXACTO,0,70
2022-03-01,75,44,1,False,,COMPANERO_TABLA1,1,70
2022-03-03,44,43,1,True,2,FUERTE_EXACTO,0,44
2022-03-03,81,43,1,True,2,FUERTE_EXACTO,0,81
2022-03-05,90,46,2,True,5,FUERTE_EXACTO,0,90
2022-03-05,22,44,1,True,4,FUERTE_EXACTO,0,22
2022-03-05,70,44,1,True,2,FUERTE_EXACTO,0,70
2022-03-05,74,46,1,False,,COMPANERO_TABLA1,1,90
2022-03-06,11,35,1,True,4,FUERTE_EXACTO,0,11
2022-03-06,53,28,1,False,,COMPANERO_TABLA1,1,26
2022-03-07,3,31,1,True,1,FUERTE_EXACTO,0,3
2022-03-08,20,38,1,False,,COMPANERO_TABLA1,1,52
2022-03-09,48,36,1,False,,COMPANERO_TABLA1,1,85
2022-03-11,70,44,2,True,1,FUERTE_EXACTO,0,70
2022-03-11,22,44,1,True,3,FUERTE_EXACTO,0,22
2022-03-12,69,45,1,True,6,FUERTE_EXACTO,0,69
2022-03-14,41,39,1,True,3,FUERTE_EXACTO,0,41
2022-03-14,82,33,1,True,3,FUERTE_EXACTO,0,82
2022-03-16,39,33,1,False,,COMPANERO_TABLA1,1,82
2022-03-16,56,40,1,True,5,FUERTE_EXACTO,0,56
2022-03-17,7,42,1,True,3,FUERTE_EXACTO,0,7
2022-03-17,50,42,1,False,,COMPANERO_TABLA1,1,71
2022-03-22,21,28,1,True,2,FUERTE_EXACTO,0,21
2022-03-22,96,54,1,False,,SIN_RELACION,5,
2022-03-23,50,42,1,True,6,FUERTE_EXACTO,0,50
2022-03-24,89,48,1,False,,COMPANERO_TABLA1,1,73
2022-03-25,27,26,1,False,,COMPANERO_TABLA1,1,38
2022-03-25,68,47,1,True,3,FUERTE_EXACTO,0,68
2022-03-25,69,45,1,True,7,FUERTE_EXACTO,0,69
2022-03-27,29,41,2,True,5,FUERTE_EXACTO,0,29
2022-03-27,63,38,2,False,,COMPANERO_TABLA1,1,31
2022-03-27,20,38,1,False,,COMPANERO_TABLA1,1,31
2022-03-27,70,44,1,False,,COMPANERO_TABLA1,1,22
2022-03-28,44,43,1,True,1,FUERTE_EXACTO,0,44
2022-03-28,90,46,1,True,1,FUERTE_EXACTO,0,90
2022-03-29,80,45,1,True,1,FUERTE_EXACTO,0,80
2022-03-31,29,41,2,True,1,FUERTE_EXACTO,0,29
2022-03-31,89,48,2,False,,COMPANERO_TABLA1,1,73
2022-03-31,22,44,1,True,5,FUERTE_EXACTO,0,22
2022-03-31,70,44,1,True,4,FUERTE_EXACTO,0,70
2022-03-31,93,41,1,True,3,FUERTE_EXACTO,0,93
2022-04-01,90,46,1,True,1,FUERTE_EXACTO,0,90
2022-04-02,8,40,1,True,2,FUERTE_EXACTO,0,8
2022-04-04,93,41,2,True,7,FUERTE_EXACTO,0,93
2022-04-04,89,48,1,True,5,FUERTE_EXACTO,0,89
2022-04-06,29,41,1,True,2,FUERTE_EXACTO,0,29
2022-04-06,89,48,1,True,3,FUERTE_EXACTO,0,89
2022-04-06,93,41,1,True,5,FUERTE_EXACTO,0,93
2022-04-07,57,30,1,False,,COMPANERO_TABLA1,1,25
2022-04-10,42,37,1,False,,VECINO_TABLA2,3,22
2022-04-11,88,31,1,True,7,FUERTE_EXACTO,0,88
2022-04-17,22,44,1,False,,COMPANERO_TABLA1,1,91
2022-04-17,45,50,1,False,,VECINO_TABLA2,3,32
2022-04-17,70,44,1,True,4,FUERTE_EXACTO,0,70
2022-04-21,71,42,1,False,,COMPANERO_TABLA1,1,7
2022-04-22,7,42,1,False,,COMPANERO_TABLA1,1,18
2022-04-22,50,42,1,False,,COMPANERO_TABLA1,1,18
2022-04-22,73,48,1,False,,COMPANERO_TABLA1,1,89
2022-04-23,58,46,1,True,1,FUERTE_EXACTO,0,58
2022-04-23,90,46,1,True,1,FUERTE_EXACTO,0,90
2022-04-24,7,42,1,False,,COMPANERO_TABLA1,1,18
2022-04-24,84,47,1,True,4,FUERTE_EXACTO,0,84
2022-04-27,21,28,1,True,5,FUERTE_EXACTO,0,21
2022-04-27,34,51,1,True,6,FUERTE_EXACTO,0,34
2022-04-29,7,42,2,False,,COMPANERO_TABLA1,1,55
2022-04-29,22,44,2,True,1,FUERTE_EXACTO,0,22
2022-04-29,70,44,1,True,4,FUERTE_EXACTO,0,70
2022-04-30,52,38,1,True,3,FUERTE_EXACTO,0,52
2022-04-30,63,38,1,True,2,FUERTE_EXACTO,0,63
2022-04-30,85,36,1,True,2,FUERTE_EXACTO,0,85
2022-05-01,58,46,1,True,3,FUERTE_EXACTO,0,58
2022-05-04,77,32,1,True,7,FUERTE_EXACTO,0,77
2022-05-04,83,49,1,True,2,FUERTE_EXACTO,0,83
2022-05-05,20,38,1,False,,COMPANERO_TABLA1,1,31
2022-05-06,35,49,2,False,,COMPANERO_TABLA1,1,83
2022-05-06,44,43,2,True,3,FUERTE_EXACTO,0,44
2022-05-07,94,39,1,False,,COMPANERO_TABLA1,1,14
2022-05-10,68,47,2,False,,COMPANERO_TABLA1,1,84
2022-05-13,63,38,1,True,6,FUERTE_EXACTO,0,63
2022-05-13,91,44,1,True,1,FUERTE_EXACTO,0,91
2022-05-16,60,43,1,True,1,FUERTE_EXACTO,0,60
