case_date,fuerte,result,day_offset,t1_pos_fuerte,t1_pos_result,t1_dist,t1_direction,lottery,draw_position,labels
2022-10-14,65,97,3,1,2,1,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,65,65,5,1,1,0,misma,New York 10:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,65,65,7,1,1,0,misma,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,82,2,1,3,1,-2,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,82,82,2,3,3,0,misma,Quiniela Leidsa,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,82,87,4,3,4,1,despues,Loteria Nacional,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,82,82,6,3,3,0,misma,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,82,39,7,3,2,-1,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,82,39,7,3,2,-1,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,82,82,7,3,3,0,misma,Quiniela Real,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,87,2,1,4,1,-3,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,87,82,2,4,3,-1,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,87,87,4,4,4,0,misma,Loteria Nacional,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,87,82,6,4,3,-1,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,87,39,7,4,2,-2,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,87,39,7,4,2,-2,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-14,87,82,7,4,3,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,97,97,1,2,2,0,misma,Quiniela Leidsa,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,97,97,2,2,2,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,97,97,3,2,2,0,misma,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-14,97,65,5,2,1,-1,antes,New York 10:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-14,97,65,7,2,1,-1,antes,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-16,28,28,1,2,2,0,misma,New York 10:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-16,28,81,2,2,5,3,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,12,2,2,1,-1,antes,Quiniela Leidsa,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,81,3,2,5,3,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,60,3,2,4,2,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,92,3,2,6,4,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,81,5,2,5,3,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,12,5,2,1,-1,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,28,92,7,2,6,4,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,28,1,3,2,-1,antes,New York 10:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-16,44,81,2,3,5,2,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,12,2,3,1,-2,antes,Quiniela Leidsa,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,81,3,3,5,2,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,60,3,3,4,1,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,92,3,3,6,3,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,81,5,3,5,2,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,12,5,3,1,-2,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-16,44,92,7,3,6,3,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-17,5,10,1,1,2,1,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-17,5,10,3,1,2,1,despues,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-17,5,5,4,1,1,0,misma,Quiniela Loteka,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-17,5,5,5,1,1,0,misma,Loteria Nacional,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-17,5,10,5,1,2,1,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-17,5,10,6,1,2,1,despues,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-17,5,10,7,1,2,1,despues,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-18,56,72,2,4,6,2,despues,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-18,56,8,5,4,1,-3,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-18,56,72,6,4,6,2,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-18,56,56,7,4,4,0,misma,Gana Mas,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-18,56,72,7,4,6,2,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-18,56,67,7,4,5,1,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,47,2,5,3,-2,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,3,5,1,-4,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,3,5,1,-4,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,47,4,5,3,-2,antes,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,5,5,1,-4,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,63,6,5,5,0,misma,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-22,63,52,7,5,4,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,47,2,5,3,-2,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,3,5,1,-4,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,3,5,1,-4,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,47,4,5,3,-2,antes,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,20,5,5,1,-4,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-22,63,63,6,5,5,0,misma,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-22,63,52,7,5,4,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-23,42,10,1,3,2,-1,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-23,42,42,3,3,3,0,misma,Quiniela Loteka,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-23,42,42,4,3,3,0,misma,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-23,42,10,4,3,2,-1,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-23,42,42,6,3,3,0,misma,New York 2:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-23,42,42,7,3,3,0,misma,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-23,42,5,7,3,1,-2,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-26,44,12,2,3,1,-2,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-26,44,44,3,3,3,0,misma,Loteria Nacional,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-26,44,81,5,3,5,2,despues,Loteria Nacional,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-26,44,60,7,3,4,1,despues,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-26,69,69,1,1,1,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,23,23,3,3,3,0,misma,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,23,55,6,3,5,2,despues,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,23,66,6,3,6,3,despues,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,23,55,7,3,5,2,despues,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,71,23,3,7,3,-4,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-10-27,71,55,6,7,5,-2,antes,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,71,66,6,7,6,-1,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,71,55,7,7,5,-2,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,89,89,2,2,2,0,misma,Loteria Nacional,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,89,2,2,2,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,89,6,2,2,0,misma,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,73,7,2,1,-1,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,89,89,2,2,2,0,misma,Loteria Nacional,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,89,2,2,2,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,89,6,2,2,0,misma,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,89,73,7,2,1,-1,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,90,58,1,4,2,-2,antes,New York 10:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,90,58,2,4,2,-2,antes,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,90,90,3,4,4,0,misma,Quiniela Leidsa,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-27,90,37,3,4,1,-3,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-27,90,58,5,4,2,-2,antes,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,72,1,3,6,3,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,19,1,3,2,-1,antes,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,67,1,3,5,2,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,8,2,3,1,-2,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,8,2,3,1,-2,antes,Quiniela Leidsa,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,51,3,3,3,0,misma,Gana Mas,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-28,51,8,4,3,1,-2,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,56,4,3,4,1,despues,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,19,4,3,2,-1,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,72,4,3,6,3,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,51,5,3,3,0,misma,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-28,51,8,5,3,1,-2,antes,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,8,6,3,1,-2,antes,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,67,6,3,5,2,despues,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-28,51,8,7,3,1,-2,antes,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,47,1,5,3,-2,antes,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,20,1,5,1,-4,antes,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,31,1,5,2,-3,antes,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,47,1,5,3,-2,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,20,2,5,1,-4,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,47,2,5,3,-2,antes,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,47,5,5,3,-2,antes,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,63,63,7,5,5,0,misma,Quiniela Leidsa,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-29,75,70,2,4,3,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,75,75,3,4,4,0,misma,Quiniela Loteka,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-10-29,75,22,4,4,1,-3,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,75,22,4,4,1,-3,antes,Loteria Nacional,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,75,59,4,4,2,-2,antes,New York 10:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2022-10-29,75,59,4,4,2,-2,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
