case_date,fuerte,result,day_offset,t1_pos_fuerte,t1_pos_result,t1_dist,t1_direction,lottery,draw_position,labels
2019-07-24,7,23,1,1,3,2,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,55,2,1,5,4,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,23,2,1,3,2,despues,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,7,2,1,1,0,misma,Quiniela Leidsa,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-24,7,18,2,1,2,1,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,3,1,7,6,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,18,3,1,2,1,despues,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,4,1,7,6,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,18,5,1,2,1,despues,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,50,5,1,4,3,despues,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-24,7,23,5,1,3,2,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,6,1,7,6,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,55,6,1,5,4,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,7,7,1,1,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-24,7,23,1,1,3,2,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,55,2,1,5,4,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,23,2,1,3,2,despues,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,7,2,1,1,0,misma,Quiniela Leidsa,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-24,7,18,2,1,2,1,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,3,1,7,6,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,18,3,1,2,1,despues,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,4,1,7,6,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,18,5,1,2,1,despues,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,50,5,1,4,3,despues,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-24,7,23,5,1,3,2,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,71,6,1,7,6,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,55,6,1,5,4,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,7,7,7,1,1,0,misma,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-24,50,23,1,4,3,-1,antes,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,55,2,4,5,1,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,23,2,4,3,-1,antes,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,7,2,4,1,-3,antes,Quiniela Leidsa,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-24,50,18,2,4,2,-2,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,71,3,4,7,3,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,18,3,4,2,-2,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,71,4,4,7,3,despues,Gana Mas,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,18,5,4,2,-2,antes,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,50,5,4,4,0,misma,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-24,50,23,5,4,3,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,71,6,4,7,3,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,55,6,4,5,1,despues,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-24,50,7,7,4,1,-3,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-27,11,11,1,2,2,0,misma,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-27,11,11,2,2,2,0,misma,New York 2:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-27,11,43,4,2,3,1,despues,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,11,54,5,2,4,2,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,11,11,6,2,2,0,misma,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-27,11,6,6,2,1,-1,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,11,43,7,2,3,1,despues,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,11,11,7,2,2,0,misma,Quiniela Loteka,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-27,86,11,1,5,2,-3,antes,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-27,86,11,2,5,2,-3,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-27,86,43,4,5,3,-2,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,86,54,5,5,4,-1,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,86,11,6,5,2,-3,antes,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-27,86,6,6,5,1,-4,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,86,43,7,5,3,-2,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,86,11,7,5,2,-3,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-27,90,37,2,4,1,-3,antes,Quiniela Loteka,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,90,37,2,4,1,-3,antes,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,90,58,3,4,2,-2,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,90,74,4,4,3,-1,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-27,90,90,5,4,4,0,misma,Quiniela Leidsa,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-27,90,90,7,4,4,0,misma,New York 2:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-29,5,10,2,1,2,1,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-29,5,42,3,1,3,2,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-29,5,10,4,1,2,1,despues,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-07-29,5,42,5,1,3,2,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-29,10,10,2,2,2,0,misma,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-29,10,42,3,2,3,1,despues,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-29,10,10,4,2,2,0,misma,Gana Mas,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-29,10,42,5,2,3,1,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-30,93,29,1,3,2,-1,antes,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-30,93,29,2,3,2,-1,antes,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-30,93,13,3,3,1,-2,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-30,93,29,6,3,2,-1,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-07-30,93,93,6,3,3,0,misma,Quiniela Real,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-07-30,93,29,7,3,2,-1,antes,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,23,71,1,3,7,4,despues,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-01,23,23,2,3,3,0,misma,Quiniela Leidsa,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-01,23,50,3,3,4,1,despues,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,23,7,3,3,1,-2,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,23,71,3,3,7,4,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-01,23,55,4,3,5,2,despues,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,23,71,6,3,7,4,despues,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-01,23,50,6,3,4,1,despues,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,23,55,7,3,5,2,despues,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,71,71,1,7,7,0,misma,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-01,71,23,2,7,3,-4,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-01,71,50,3,7,4,-3,antes,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,71,7,3,7,1,-6,antes,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,71,71,3,7,7,0,misma,Quiniela Real,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-01,71,55,4,7,5,-2,antes,Quiniela Loteka,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,71,71,6,7,7,0,misma,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-01,71,50,6,7,4,-3,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-01,71,55,7,7,5,-2,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,26,21,1,2,1,-1,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,26,53,3,2,3,1,despues,New York 2:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,26,53,4,2,3,1,despues,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,100,63,1,6,5,-1,antes,Loteria Nacional,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,100,52,2,6,4,-2,antes,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-02,100,52,7,6,4,-2,antes,New York 10:30,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,60,1,1,4,3,despues,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-04,12,28,1,1,2,1,despues,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,12,1,1,1,0,misma,Quiniela Real,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-04,12,28,3,1,2,1,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,28,3,1,2,1,despues,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,81,3,1,5,4,despues,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,44,4,1,3,2,despues,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,28,5,1,2,1,despues,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,60,6,1,4,3,despues,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-04,12,28,7,1,2,1,despues,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,12,92,7,1,6,5,despues,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_LEJANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,60,1,4,4,0,misma,Gana Mas,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-04,60,28,1,4,2,-2,antes,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,12,1,4,1,-3,antes,Quiniela Real,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-04,60,28,3,4,2,-2,antes,Loteria Nacional,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,28,3,4,2,-2,antes,New York 2:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,81,3,4,5,1,despues,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,44,4,4,3,-1,antes,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,28,5,4,2,-2,antes,Quiniela Real,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,60,6,4,4,0,misma,Loteria Nacional,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2019-08-04,60,28,7,4,2,-2,antes,New York 2:30,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-04,60,92,7,4,6,2,despues,Quiniela Leidsa,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-06,56,72,1,4,6,2,despues,Gana Mas,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2019-08-06,56,51,1,4,3,-1,antes,New York 10:30,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-06,56,67,1,4,5,1,despues,Quiniela Leidsa,1,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-06,56,51,2,4,3,-1,antes,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-06,56,51,3,4,3,-1,antes,Quiniela Loteka,3,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_ADYACENTE|CANDIDATO_ORIGINAL_ALTERNATIVO
2019-08-06,56,72,5,4,6,2,despues,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
