origin,fuerte,confirmer,result,count,consistency
43,28,87,8,15,NIVEL_3_REPETICION_MODERADA
29,15,96,14,15,NIVEL_3_REPETICION_MODERADA
29,15,96,30,15,NIVEL_3_REPETICION_MODERADA
38,63,29,64,15,NIVEL_3_REPETICION_MODERADA
38,63,29,86,15,NIVEL_3_REPETICION_MODERADA
38,63,29,52,15,NIVEL_3_REPETICION_MODERADA
38,63,29,65,15,NIVEL_3_REPETICION_MODERADA
38,63,29,60,15,NIVEL_3_REPETICION_MODERADA
38,63,29,12,15,NIVEL_3_REPETICION_MODERADA
38,63,29,11,15,NIVEL_3_REPETICION_MODERADA
38,63,42,38,15,NIVEL_3_REPETICION_MODERADA
38,63,42,86,15,NIVEL_3_REPETICION_MODERADA
38,63,42,52,15,NIVEL_3_REPETICION_MODERADA
38,63,42,28,15,NIVEL_3_REPETICION_MODERADA
38,63,42,35,15,NIVEL_3_REPETICION_MODERADA
38,63,42,68,15,NIVEL_3_REPETICION_MODERADA
38,63,42,87,15,NIVEL_3_REPETICION_MODERADA
43,44,70,29,15,NIVEL_3_REPETICION_MODERADA
43,44,70,83,15,NIVEL_3_REPETICION_MODERADA
43,44,70,23,15,NIVEL_3_REPETICION_MODERADA
43,44,70,15,15,NIVEL_3_REPETICION_MODERADA
43,44,70,88,15,NIVEL_3_REPETICION_MODERADA
43,44,70,9,15,NIVEL_3_REPETICION_MODERADA
43,44,70,60,15,NIVEL_3_REPETICION_MODERADA
36,85,52,6,15,NIVEL_3_REPETICION_MODERADA
43,92,68,90,15,NIVEL_3_REPETICION_MODERADA
43,44,9,77,15,NIVEL_3_REPETICION_MODERADA
43,44,9,9,15,NIVEL_3_REPETICION_MODERADA
43,44,9,33,15,NIVEL_3_REPETICION_MODERADA
43,44,9,71,15,NIVEL_3_REPETICION_MODERADA
44,22,9,51,15,NIVEL_3_REPETICION_MODERADA
44,22,9,75,15,NIVEL_3_REPETICION_MODERADA
44,22,9,92,15,NIVEL_3_REPETICION_MODERADA
44,22,9,10,15,NIVEL_3_REPETICION_MODERADA
44,22,9,23,15,NIVEL_3_REPETICION_MODERADA
44,70,9,51,15,NIVEL_3_REPETICION_MODERADA
44,70,9,75,15,NIVEL_3_REPETICION_MODERADA
44,70,9,92,15,NIVEL_3_REPETICION_MODERADA
44,70,9,10,15,NIVEL_3_REPETICION_MODERADA
44,70,9,23,15,NIVEL_3_REPETICION_MODERADA
39,94,58,39,15,NIVEL_3_REPETICION_MODERADA
26,27,68,67,15,NIVEL_3_REPETICION_MODERADA
26,27,68,69,15,NIVEL_3_REPETICION_MODERADA
26,27,68,53,15,NIVEL_3_REPETICION_MODERADA
33,82,65,3,15,NIVEL_3_REPETICION_MODERADA
33,82,65,69,15,NIVEL_3_REPETICION_MODERADA
33,82,65,50,15,NIVEL_3_REPETICION_MODERADA
33,82,65,68,15,NIVEL_3_REPETICION_MODERADA
33,82,65,77,15,NIVEL_3_REPETICION_MODERADA
33,82,65,64,15,NIVEL_3_REPETICION_MODERADA
33,82,65,62,15,NIVEL_3_REPETICION_MODERADA
33,82,65,20,15,NIVEL_3_REPETICION_MODERADA
34,76,68,84,15,NIVEL_3_REPETICION_MODERADA
41,29,7,99,15,NIVEL_3_REPETICION_MODERADA
41,29,7,64,15,NIVEL_3_REPETICION_MODERADA
41,29,7,43,15,NIVEL_3_REPETICION_MODERADA
41,29,7,24,15,NIVEL_3_REPETICION_MODERADA
41,29,7,63,15,NIVEL_3_REPETICION_MODERADA
41,29,7,94,15,NIVEL_3_REPETICION_MODERADA
44,59,26,79,15,NIVEL_3_REPETICION_MODERADA
44,59,26,32,15,NIVEL_3_REPETICION_MODERADA
44,59,26,26,15,NIVEL_3_REPETICION_MODERADA
44,59,26,53,15,NIVEL_3_REPETICION_MODERADA
44,59,26,20,15,NIVEL_3_REPETICION_MODERADA
44,75,62,16,15,NIVEL_3_REPETICION_MODERADA
44,75,62,59,15,NIVEL_3_REPETICION_MODERADA
44,75,62,28,15,NIVEL_3_REPETICION_MODERADA
43,12,41,28,15,NIVEL_3_REPETICION_MODERADA
43,28,73,95,15,NIVEL_3_REPETICION_MODERADA
43,12,89,8,15,NIVEL_3_REPETICION_MODERADA
43,44,42,97,15,NIVEL_3_REPETICION_MODERADA
43,44,42,37,15,NIVEL_3_REPETICION_MODERADA
43,44,42,92,15,NIVEL_3_REPETICION_MODERADA
43,44,42,95,15,NIVEL_3_REPETICION_MODERADA
43,44,42,8,15,NIVEL_3_REPETICION_MODERADA
47,68,92,83,15,NIVEL_3_REPETICION_MODERADA
37,42,44,26,15,NIVEL_3_REPETICION_MODERADA
44,91,57,83,15,NIVEL_3_REPETICION_MODERADA
44,91,57,10,15,NIVEL_3_REPETICION_MODERADA
44,91,57,65,15,NIVEL_3_REPETICION_MODERADA
47,84,94,97,15,NIVEL_3_REPETICION_MODERADA
37,42,35,96,15,NIVEL_3_REPETICION_MODERADA
37,42,35,7,15,NIVEL_3_REPETICION_MODERADA
37,42,70,36,15,NIVEL_3_REPETICION_MODERADA
37,42,70,52,15,NIVEL_3_REPETICION_MODERADA
37,42,70,26,15,NIVEL_3_REPETICION_MODERADA
37,42,70,54,15,NIVEL_3_REPETICION_MODERADA
37,42,70,33,15,NIVEL_3_REPETICION_MODERADA
37,42,70,6,15,NIVEL_3_REPETICION_MODERADA
37,42,70,32,15,NIVEL_3_REPETICION_MODERADA
37,42,70,44,15,NIVEL_3_REPETICION_MODERADA
43,28,23,54,15,NIVEL_3_REPETICION_MODERADA
43,28,23,62,15,NIVEL_3_REPETICION_MODERADA
43,28,23,61,15,NIVEL_3_REPETICION_MODERADA
43,28,23,86,15,NIVEL_3_REPETICION_MODERADA
43,28,23,35,15,NIVEL_3_REPETICION_MODERADA
49,35,44,30,15,NIVEL_3_REPETICION_MODERADA
49,35,44,18,15,NIVEL_3_REPETICION_MODERADA
49,35,44,9,15,NIVEL_3_REPETICION_MODERADA
49,35,44,34,15,NIVEL_3_REPETICION_MODERADA
49,35,44,35,15,NIVEL_3_REPETICION_MODERADA
49,35,44,83,15,NIVEL_3_REPETICION_MODERADA
37,42,63,3,15,NIVEL_3_REPETICION_MODERADA
37,42,63,85,15,NIVEL_3_REPETICION_MODERADA
41,29,9,91,15,NIVEL_3_REPETICION_MODERADA
41,13,17,27,15,NIVEL_3_REPETICION_MODERADA
41,13,17,46,15,NIVEL_3_REPETICION_MODERADA
41,13,17,43,15,NIVEL_3_REPETICION_MODERADA
41,13,17,48,15,NIVEL_3_REPETICION_MODERADA
41,13,17,39,15,NIVEL_3_REPETICION_MODERADA
41,13,17,21,15,NIVEL_3_REPETICION_MODERADA
43,44,29,75,15,NIVEL_3_REPETICION_MODERADA
43,44,29,15,15,NIVEL_3_REPETICION_MODERADA
43,44,29,56,15,NIVEL_3_REPETICION_MODERADA
46,74,31,14,15,NIVEL_3_REPETICION_MODERADA
46,74,31,52,15,NIVEL_3_REPETICION_MODERADA
46,74,31,74,15,NIVEL_3_REPETICION_MODERADA
34,1,10,7,15,NIVEL_3_REPETICION_MODERADA
34,1,10,98,15,NIVEL_3_REPETICION_MODERADA
34,1,10,13,15,NIVEL_3_REPETICION_MODERADA
32,77,87,12,15,NIVEL_3_REPETICION_MODERADA
32,77,87,16,15,NIVEL_3_REPETICION_MODERADA
32,77,87,26,15,NIVEL_3_REPETICION_MODERADA
32,77,87,57,15,NIVEL_3_REPETICION_MODERADA
32,77,87,49,15,NIVEL_3_REPETICION_MODERADA
45,69,91,76,15,NIVEL_3_REPETICION_MODERADA
38,63,7,44,15,NIVEL_3_REPETICION_MODERADA
38,63,7,54,15,NIVEL_3_REPETICION_MODERADA
38,63,7,89,15,NIVEL_3_REPETICION_MODERADA
38,63,7,53,15,NIVEL_3_REPETICION_MODERADA
38,63,7,24,15,NIVEL_3_REPETICION_MODERADA
38,63,7,34,15,NIVEL_3_REPETICION_MODERADA
38,63,7,9,15,NIVEL_3_REPETICION_MODERADA
38,63,7,78,15,NIVEL_3_REPETICION_MODERADA
38,63,7,19,15,NIVEL_3_REPETICION_MODERADA
43,44,9,52,15,NIVEL_3_REPETICION_MODERADA
43,44,9,48,15,NIVEL_3_REPETICION_MODERADA
43,44,9,99,15,NIVEL_3_REPETICION_MODERADA
43,92,27,19,15,NIVEL_3_REPETICION_MODERADA
28,53,63,39,15,NIVEL_3_REPETICION_MODERADA
28,53,63,12,15,NIVEL_3_REPETICION_MODERADA
26,27,76,28,15,NIVEL_3_REPETICION_MODERADA
39,9,29,57,15,NIVEL_3_REPETICION_MODERADA
39,9,29,56,15,NIVEL_3_REPETICION_MODERADA
41,29,70,67,15,NIVEL_3_REPETICION_MODERADA
42,7,53,95,15,NIVEL_3_REPETICION_MODERADA
42,7,53,70,15,NIVEL_3_REPETICION_MODERADA
42,7,63,36,15,NIVEL_3_REPETICION_MODERADA
42,7,63,69,15,NIVEL_3_REPETICION_MODERADA
42,7,63,39,15,NIVEL_3_REPETICION_MODERADA
42,7,63,60,15,NIVEL_3_REPETICION_MODERADA
42,7,63,20,15,NIVEL_3_REPETICION_MODERADA
42,7,63,87,15,NIVEL_3_REPETICION_MODERADA
39,9,90,30,15,NIVEL_3_REPETICION_MODERADA
39,9,90,67,15,NIVEL_3_REPETICION_MODERADA
39,9,90,10,15,NIVEL_3_REPETICION_MODERADA
39,9,90,17,15,NIVEL_3_REPETICION_MODERADA
39,14,54,13,15,NIVEL_3_REPETICION_MODERADA
39,14,54,45,15,NIVEL_3_REPETICION_MODERADA
39,14,54,73,15,NIVEL_3_REPETICION_MODERADA
39,14,54,10,15,NIVEL_3_REPETICION_MODERADA
39,14,54,93,15,NIVEL_3_REPETICION_MODERADA
39,14,54,95,15,NIVEL_3_REPETICION_MODERADA
39,14,54,18,15,NIVEL_3_REPETICION_MODERADA
49,83,30,35,15,NIVEL_3_REPETICION_MODERADA
49,83,30,55,15,NIVEL_3_REPETICION_MODERADA
49,83,30,47,15,NIVEL_3_REPETICION_MODERADA
44,59,34,25,15,NIVEL_3_REPETICION_MODERADA
44,59,34,95,15,NIVEL_3_REPETICION_MODERADA
44,59,34,53,15,NIVEL_3_REPETICION_MODERADA
46,90,53,34,15,NIVEL_3_REPETICION_MODERADA
46,90,53,13,15,NIVEL_3_REPETICION_MODERADA
46,90,53,80,15,NIVEL_3_REPETICION_MODERADA
46,90,53,61,15,NIVEL_3_REPETICION_MODERADA
46,90,53,78,15,NIVEL_3_REPETICION_MODERADA
46,90,53,43,15,NIVEL_3_REPETICION_MODERADA
46,90,53,84,15,NIVEL_3_REPETICION_MODERADA
46,90,53,2,15,NIVEL_3_REPETICION_MODERADA
46,90,53,82,15,NIVEL_3_REPETICION_MODERADA
46,90,53,47,15,NIVEL_3_REPETICION_MODERADA
46,90,53,24,15,NIVEL_3_REPETICION_MODERADA
46,90,53,51,15,NIVEL_3_REPETICION_MODERADA
46,90,53,56,15,NIVEL_3_REPETICION_MODERADA
43,44,70,10,15,NIVEL_3_REPETICION_MODERADA
43,44,70,53,15,NIVEL_3_REPETICION_MODERADA
43,44,70,48,15,NIVEL_3_REPETICION_MODERADA
43,92,76,4,15,NIVEL_3_REPETICION_MODERADA
28,53,35,45,15,NIVEL_3_REPETICION_MODERADA
28,53,35,47,15,NIVEL_3_REPETICION_MODERADA
28,53,35,90,15,NIVEL_3_REPETICION_MODERADA
39,46,86,58,15,NIVEL_3_REPETICION_MODERADA
42,7,44,74,15,NIVEL_3_REPETICION_MODERADA
42,7,44,66,15,NIVEL_3_REPETICION_MODERADA
42,7,44,36,15,NIVEL_3_REPETICION_MODERADA
42,7,44,49,15,NIVEL_3_REPETICION_MODERADA
42,7,44,37,15,NIVEL_3_REPETICION_MODERADA
42,7,44,1,15,NIVEL_3_REPETICION_MODERADA
42,7,44,43,15,NIVEL_3_REPETICION_MODERADA
42,7,44,73,15,NIVEL_3_REPETICION_MODERADA
42,7,44,86,15,NIVEL_3_REPETICION_MODERADA
42,7,44,89,15,NIVEL_3_REPETICION_MODERADA
42,7,44,90,15,NIVEL_3_REPETICION_MODERADA
42,7,90,85,15,NIVEL_3_REPETICION_MODERADA
42,7,90,20,15,NIVEL_3_REPETICION_MODERADA
42,7,90,14,15,NIVEL_3_REPETICION_MODERADA
42,7,90,46,15,NIVEL_3_REPETICION_MODERADA
42,7,90,73,15,NIVEL_3_REPETICION_MODERADA
42,7,90,87,15,NIVEL_3_REPETICION_MODERADA
44,22,42,74,15,NIVEL_3_REPETICION_MODERADA
44,22,42,66,15,NIVEL_3_REPETICION_MODERADA
44,22,42,36,15,NIVEL_3_REPETICION_MODERADA
44,22,42,49,15,NIVEL_3_REPETICION_MODERADA
44,22,42,37,15,NIVEL_3_REPETICION_MODERADA
44,22,42,1,15,NIVEL_3_REPETICION_MODERADA
44,22,42,43,15,NIVEL_3_REPETICION_MODERADA
44,22,42,73,15,NIVEL_3_REPETICION_MODERADA
44,22,42,86,15,NIVEL_3_REPETICION_MODERADA
44,22,42,89,15,NIVEL_3_REPETICION_MODERADA
44,22,42,90,15,NIVEL_3_REPETICION_MODERADA
44,22,90,49,15,NIVEL_3_REPETICION_MODERADA
44,22,90,38,15,NIVEL_3_REPETICION_MODERADA
44,22,90,78,15,NIVEL_3_REPETICION_MODERADA
36,48,93,96,15,NIVEL_3_REPETICION_MODERADA
44,70,42,74,15,NIVEL_3_REPETICION_MODERADA
44,70,42,66,15,NIVEL_3_REPETICION_MODERADA
44,70,42,36,15,NIVEL_3_REPETICION_MODERADA
44,70,42,49,15,NIVEL_3_REPETICION_MODERADA
44,70,42,37,15,NIVEL_3_REPETICION_MODERADA
44,70,42,1,15,NIVEL_3_REPETICION_MODERADA
44,70,42,43,15,NIVEL_3_REPETICION_MODERADA
44,70,42,73,15,NIVEL_3_REPETICION_MODERADA
44,70,42,86,15,NIVEL_3_REPETICION_MODERADA
44,70,42,89,15,NIVEL_3_REPETICION_MODERADA
44,70,42,90,15,NIVEL_3_REPETICION_MODERADA
44,70,90,49,15,NIVEL_3_REPETICION_MODERADA
44,70,90,38,15,NIVEL_3_REPETICION_MODERADA
44,70,90,78,15,NIVEL_3_REPETICION_MODERADA
30,57,91,40,15,NIVEL_3_REPETICION_MODERADA
46,90,42,31,15,NIVEL_3_REPETICION_MODERADA
46,90,42,52,15,NIVEL_3_REPETICION_MODERADA
46,90,70,41,15,NIVEL_3_REPETICION_MODERADA
46,90,70,18,15,NIVEL_3_REPETICION_MODERADA
46,90,70,53,15,NIVEL_3_REPETICION_MODERADA
39,41,89,39,15,NIVEL_3_REPETICION_MODERADA
39,41,89,26,15,NIVEL_3_REPETICION_MODERADA
39,41,89,31,15,NIVEL_3_REPETICION_MODERADA
43,28,73,48,15,NIVEL_3_REPETICION_MODERADA
38,52,81,6,15,NIVEL_3_REPETICION_MODERADA
38,52,81,4,15,NIVEL_3_REPETICION_MODERADA
38,52,81,99,15,NIVEL_3_REPETICION_MODERADA
47,79,88,70,15,NIVEL_3_REPETICION_MODERADA
47,79,88,75,15,NIVEL_3_REPETICION_MODERADA
42,23,87,9,15,NIVEL_3_REPETICION_MODERADA
42,23,87,74,15,NIVEL_3_REPETICION_MODERADA
42,23,87,69,15,NIVEL_3_REPETICION_MODERADA
42,23,87,66,15,NIVEL_3_REPETICION_MODERADA
42,23,87,67,15,NIVEL_3_REPETICION_MODERADA
42,23,87,47,15,NIVEL_3_REPETICION_MODERADA
42,23,87,39,15,NIVEL_3_REPETICION_MODERADA
38,63,42,53,15,NIVEL_3_REPETICION_MODERADA
47,68,76,76,15,NIVEL_3_REPETICION_MODERADA
47,68,76,59,15,NIVEL_3_REPETICION_MODERADA
40,56,41,87,15,NIVEL_3_REPETICION_MODERADA
28,53,63,90,15,NIVEL_3_REPETICION_MODERADA
37,42,90,60,15,NIVEL_3_REPETICION_MODERADA
37,42,90,94,15,NIVEL_3_REPETICION_MODERADA
37,42,90,66,15,NIVEL_3_REPETICION_MODERADA
37,42,90,3,15,NIVEL_3_REPETICION_MODERADA
37,42,90,99,15,NIVEL_3_REPETICION_MODERADA
37,42,90,57,15,NIVEL_3_REPETICION_MODERADA
37,42,90,97,15,NIVEL_3_REPETICION_MODERADA
39,46,19,3,15,NIVEL_3_REPETICION_MODERADA
39,46,19,10,15,NIVEL_3_REPETICION_MODERADA
39,46,19,69,15,NIVEL_3_REPETICION_MODERADA
39,46,19,31,15,NIVEL_3_REPETICION_MODERADA
39,46,19,21,15,NIVEL_3_REPETICION_MODERADA
39,46,19,8,15,NIVEL_3_REPETICION_MODERADA
39,46,19,76,15,NIVEL_3_REPETICION_MODERADA
39,46,19,92,15,NIVEL_3_REPETICION_MODERADA
39,46,19,44,15,NIVEL_3_REPETICION_MODERADA
39,46,19,59,15,NIVEL_3_REPETICION_MODERADA
39,46,19,60,15,NIVEL_3_REPETICION_MODERADA
52,65,82,85,15,NIVEL_3_REPETICION_MODERADA
52,65,82,59,15,NIVEL_3_REPETICION_MODERADA
52,65,82,7,15,NIVEL_3_REPETICION_MODERADA
52,65,82,60,15,NIVEL_3_REPETICION_MODERADA
52,65,82,78,15,NIVEL_3_REPETICION_MODERADA
52,65,82,23,15,NIVEL_3_REPETICION_MODERADA
52,65,82,58,15,NIVEL_3_REPETICION_MODERADA
52,65,82,73,15,NIVEL_3_REPETICION_MODERADA
38,63,9,76,15,NIVEL_3_REPETICION_MODERADA
38,63,9,71,15,NIVEL_3_REPETICION_MODERADA
38,63,9,59,15,NIVEL_3_REPETICION_MODERADA
38,63,9,63,15,NIVEL_3_REPETICION_MODERADA
38,63,9,35,15,NIVEL_3_REPETICION_MODERADA
38,63,9,90,15,NIVEL_3_REPETICION_MODERADA
38,63,9,69,15,NIVEL_3_REPETICION_MODERADA
38,63,9,73,15,NIVEL_3_REPETICION_MODERADA
36,48,97,1,15,NIVEL_3_REPETICION_MODERADA
42,7,63,86,15,NIVEL_3_REPETICION_MODERADA
39,41,12,47,15,NIVEL_3_REPETICION_MODERADA
48,73,28,49,15,NIVEL_3_REPETICION_MODERADA
48,73,28,99,15,NIVEL_3_REPETICION_MODERADA
48,73,28,25,15,NIVEL_3_REPETICION_MODERADA
48,73,28,30,15,NIVEL_3_REPETICION_MODERADA
48,73,28,26,15,NIVEL_3_REPETICION_MODERADA
48,73,28,13,15,NIVEL_3_REPETICION_MODERADA
48,73,28,8,15,NIVEL_3_REPETICION_MODERADA
48,73,28,63,15,NIVEL_3_REPETICION_MODERADA
48,89,12,32,15,NIVEL_3_REPETICION_MODERADA
48,89,12,36,15,NIVEL_3_REPETICION_MODERADA
48,89,12,95,15,NIVEL_3_REPETICION_MODERADA
43,44,35,77,15,NIVEL_3_REPETICION_MODERADA
43,44,90,9,15,NIVEL_3_REPETICION_MODERADA
43,44,90,43,15,NIVEL_3_REPETICION_MODERADA
43,44,90,83,15,NIVEL_3_REPETICION_MODERADA
43,44,90,87,15,NIVEL_3_REPETICION_MODERADA
43,81,85,81,15,NIVEL_3_REPETICION_MODERADA
43,81,85,55,15,NIVEL_3_REPETICION_MODERADA
43,81,85,43,15,NIVEL_3_REPETICION_MODERADA
43,81,85,41,15,NIVEL_3_REPETICION_MODERADA
43,81,85,2,15,NIVEL_3_REPETICION_MODERADA
43,81,85,56,15,NIVEL_3_REPETICION_MODERADA
43,81,85,53,15,NIVEL_3_REPETICION_MODERADA
33,82,37,83,15,NIVEL_3_REPETICION_MODERADA
33,82,37,26,15,NIVEL_3_REPETICION_MODERADA
33,82,37,40,15,NIVEL_3_REPETICION_MODERADA
33,82,37,50,15,NIVEL_3_REPETICION_MODERADA
33,82,37,42,15,NIVEL_3_REPETICION_MODERADA
33,82,37,30,15,NIVEL_3_REPETICION_MODERADA
33,82,37,58,15,NIVEL_3_REPETICION_MODERADA
33,82,37,46,15,NIVEL_3_REPETICION_MODERADA
34,76,92,50,15,NIVEL_3_REPETICION_MODERADA
34,76,92,55,15,NIVEL_3_REPETICION_MODERADA
34,76,92,56,15,NIVEL_3_REPETICION_MODERADA
34,76,92,35,15,NIVEL_3_REPETICION_MODERADA
34,76,92,77,15,NIVEL_3_REPETICION_MODERADA
34,76,92,67,15,NIVEL_3_REPETICION_MODERADA
34,76,92,48,15,NIVEL_3_REPETICION_MODERADA
34,76,92,39,15,NIVEL_3_REPETICION_MODERADA
34,76,92,17,15,NIVEL_3_REPETICION_MODERADA
34,76,92,79,15,NIVEL_3_REPETICION_MODERADA
34,76,92,71,15,NIVEL_3_REPETICION_MODERADA
34,76,92,47,15,NIVEL_3_REPETICION_MODERADA
34,76,92,45,15,NIVEL_3_REPETICION_MODERADA
49,35,7,49,15,NIVEL_3_REPETICION_MODERADA
49,35,7,69,15,NIVEL_3_REPETICION_MODERADA
49,35,7,52,15,NIVEL_3_REPETICION_MODERADA
49,35,7,68,15,NIVEL_3_REPETICION_MODERADA
49,35,7,71,15,NIVEL_3_REPETICION_MODERADA
49,35,7,32,15,NIVEL_3_REPETICION_MODERADA
49,35,7,61,15,NIVEL_3_REPETICION_MODERADA
49,35,7,25,15,NIVEL_3_REPETICION_MODERADA
49,35,7,98,15,NIVEL_3_REPETICION_MODERADA
49,35,42,89,15,NIVEL_3_REPETICION_MODERADA
49,35,42,92,15,NIVEL_3_REPETICION_MODERADA
49,35,42,8,15,NIVEL_3_REPETICION_MODERADA
49,35,42,70,15,NIVEL_3_REPETICION_MODERADA
49,35,42,59,15,NIVEL_3_REPETICION_MODERADA
49,35,42,11,15,NIVEL_3_REPETICION_MODERADA
49,35,42,67,15,NIVEL_3_REPETICION_MODERADA
49,35,42,32,15,NIVEL_3_REPETICION_MODERADA
26,27,68,82,15,NIVEL_3_REPETICION_MODERADA
48,73,28,89,15,NIVEL_3_REPETICION_MODERADA
38,63,35,88,15,NIVEL_3_REPETICION_MODERADA
38,63,35,70,15,NIVEL_3_REPETICION_MODERADA
38,63,35,46,15,NIVEL_3_REPETICION_MODERADA
38,63,35,24,15,NIVEL_3_REPETICION_MODERADA
38,63,35,48,15,NIVEL_3_REPETICION_MODERADA
38,63,35,95,15,NIVEL_3_REPETICION_MODERADA
38,63,35,7,15,NIVEL_3_REPETICION_MODERADA
38,63,35,8,15,NIVEL_3_REPETICION_MODERADA
38,63,35,16,15,NIVEL_3_REPETICION_MODERADA
38,63,35,31,15,NIVEL_3_REPETICION_MODERADA
48,73,87,76,15,NIVEL_3_REPETICION_MODERADA
48,73,87,84,15,NIVEL_3_REPETICION_MODERADA
48,73,87,29,15,NIVEL_3_REPETICION_MODERADA
48,73,87,16,15,NIVEL_3_REPETICION_MODERADA
48,73,87,36,15,NIVEL_3_REPETICION_MODERADA
48,73,87,41,15,NIVEL_3_REPETICION_MODERADA
48,73,87,56,15,NIVEL_3_REPETICION_MODERADA
48,73,87,73,15,NIVEL_3_REPETICION_MODERADA
48,73,87,87,15,NIVEL_3_REPETICION_MODERADA
46,58,84,22,15,NIVEL_3_REPETICION_MODERADA
46,58,84,52,15,NIVEL_3_REPETICION_MODERADA
46,58,84,95,15,NIVEL_3_REPETICION_MODERADA
46,90,70,62,15,NIVEL_3_REPETICION_MODERADA
26,27,76,73,15,NIVEL_3_REPETICION_MODERADA
39,41,89,16,15,NIVEL_3_REPETICION_MODERADA
41,29,35,29,15,NIVEL_3_REPETICION_MODERADA
41,29,35,86,15,NIVEL_3_REPETICION_MODERADA
41,29,35,55,15,NIVEL_3_REPETICION_MODERADA
41,29,35,82,15,NIVEL_3_REPETICION_MODERADA
41,29,35,19,15,NIVEL_3_REPETICION_MODERADA
39,9,42,97,15,NIVEL_3_REPETICION_MODERADA
39,9,42,57,15,NIVEL_3_REPETICION_MODERADA
39,9,42,15,15,NIVEL_3_REPETICION_MODERADA
39,9,42,92,15,NIVEL_3_REPETICION_MODERADA
39,9,42,67,15,NIVEL_3_REPETICION_MODERADA
39,9,42,4,15,NIVEL_3_REPETICION_MODERADA
39,9,42,30,15,NIVEL_3_REPETICION_MODERADA
39,9,42,16,15,NIVEL_3_REPETICION_MODERADA
39,9,42,17,15,NIVEL_3_REPETICION_MODERADA
39,9,42,8,15,NIVEL_3_REPETICION_MODERADA
39,62,75,39,15,NIVEL_3_REPETICION_MODERADA
39,62,75,54,15,NIVEL_3_REPETICION_MODERADA
39,14,54,40,15,NIVEL_3_REPETICION_MODERADA
46,90,29,48,15,NIVEL_3_REPETICION_MODERADA
46,90,29,22,15,NIVEL_3_REPETICION_MODERADA
46,90,29,46,15,NIVEL_3_REPETICION_MODERADA
46,90,29,70,15,NIVEL_3_REPETICION_MODERADA
46,90,29,40,15,NIVEL_3_REPETICION_MODERADA
46,90,29,3,15,NIVEL_3_REPETICION_MODERADA
46,90,29,61,15,NIVEL_3_REPETICION_MODERADA
46,90,29,28,15,NIVEL_3_REPETICION_MODERADA
46,58,84,47,15,NIVEL_3_REPETICION_MODERADA
42,7,9,20,15,NIVEL_3_REPETICION_MODERADA
42,7,9,38,15,NIVEL_3_REPETICION_MODERADA
42,7,9,15,15,NIVEL_3_REPETICION_MODERADA
42,7,9,9,15,NIVEL_3_REPETICION_MODERADA
36,32,45,20,15,NIVEL_3_REPETICION_MODERADA
36,32,45,84,15,NIVEL_3_REPETICION_MODERADA
36,32,45,96,15,NIVEL_3_REPETICION_MODERADA
36,32,45,7,15,NIVEL_3_REPETICION_MODERADA
36,32,45,67,15,NIVEL_3_REPETICION_MODERADA
28,53,29,65,15,NIVEL_3_REPETICION_MODERADA
51,34,26,94,15,NIVEL_3_REPETICION_MODERADA
51,34,26,26,15,NIVEL_3_REPETICION_MODERADA
51,34,26,66,15,NIVEL_3_REPETICION_MODERADA
40,51,21,97,15,NIVEL_3_REPETICION_MODERADA
40,51,21,67,15,NIVEL_3_REPETICION_MODERADA
40,51,21,6,15,NIVEL_3_REPETICION_MODERADA
40,51,21,7,15,NIVEL_3_REPETICION_MODERADA
40,51,21,66,15,NIVEL_3_REPETICION_MODERADA
40,51,21,32,15,NIVEL_3_REPETICION_MODERADA
40,51,21,3,15,NIVEL_3_REPETICION_MODERADA
40,51,21,88,15,NIVEL_3_REPETICION_MODERADA
44,22,70,64,15,NIVEL_3_REPETICION_MODERADA
44,22,70,81,15,NIVEL_3_REPETICION_MODERADA
44,22,70,83,15,NIVEL_3_REPETICION_MODERADA
44,22,70,61,15,NIVEL_3_REPETICION_MODERADA
44,22,70,62,15,NIVEL_3_REPETICION_MODERADA
44,22,70,6,15,NIVEL_3_REPETICION_MODERADA
44,22,70,41,15,NIVEL_3_REPETICION_MODERADA
44,22,70,31,15,NIVEL_3_REPETICION_MODERADA
44,22,70,14,15,NIVEL_3_REPETICION_MODERADA
42,23,77,25,15,NIVEL_3_REPETICION_MODERADA
42,23,77,97,15,NIVEL_3_REPETICION_MODERADA
42,23,77,17,15,NIVEL_3_REPETICION_MODERADA
42,23,77,68,15,NIVEL_3_REPETICION_MODERADA
46,37,82,49,15,NIVEL_3_REPETICION_MODERADA
36,32,45,1,15,NIVEL_3_REPETICION_MODERADA
46,90,7,60,15,NIVEL_3_REPETICION_MODERADA
46,90,7,26,15,NIVEL_3_REPETICION_MODERADA
46,90,7,59,15,NIVEL_3_REPETICION_MODERADA
46,90,7,10,15,NIVEL_3_REPETICION_MODERADA
46,90,7,41,15,NIVEL_3_REPETICION_MODERADA
46,90,7,5,15,NIVEL_3_REPETICION_MODERADA
46,90,7,83,15,NIVEL_3_REPETICION_MODERADA
46,90,7,71,15,NIVEL_3_REPETICION_MODERADA
46,90,7,21,15,NIVEL_3_REPETICION_MODERADA
42,7,63,89,15,NIVEL_3_REPETICION_MODERADA
41,29,42,55,15,NIVEL_3_REPETICION_MODERADA
41,29,42,41,15,NIVEL_3_REPETICION_MODERADA
41,29,42,80,15,NIVEL_3_REPETICION_MODERADA
