origin,fuerte,confirmer,result,count,consistency
52,65,37,75,22,NIVEL_3_REPETICION_MODERADA
52,65,37,4,22,NIVEL_3_REPETICION_MODERADA
51,34,59,53,22,NIVEL_3_REPETICION_MODERADA
51,34,59,55,22,NIVEL_3_REPETICION_MODERADA
51,34,59,63,22,NIVEL_3_REPETICION_MODERADA
51,34,59,99,22,NIVEL_3_REPETICION_MODERADA
51,34,59,80,22,NIVEL_3_REPETICION_MODERADA
51,34,59,25,22,NIVEL_3_REPETICION_MODERADA
28,53,35,8,22,NIVEL_3_REPETICION_MODERADA
28,53,35,22,22,NIVEL_3_REPETICION_MODERADA
28,53,35,42,22,NIVEL_3_REPETICION_MODERADA
37,42,22,68,22,NIVEL_3_REPETICION_MODERADA
37,42,22,50,22,NIVEL_3_REPETICION_MODERADA
37,42,22,14,22,NIVEL_3_REPETICION_MODERADA
37,42,22,53,22,NIVEL_3_REPETICION_MODERADA
37,42,22,85,22,NIVEL_3_REPETICION_MODERADA
52,65,37,85,22,NIVEL_3_REPETICION_MODERADA
34,76,68,80,22,NIVEL_3_REPETICION_MODERADA
43,92,68,36,22,NIVEL_3_REPETICION_MODERADA
43,92,68,53,22,NIVEL_3_REPETICION_MODERADA
43,92,68,72,22,NIVEL_3_REPETICION_MODERADA
43,92,68,66,22,NIVEL_3_REPETICION_MODERADA
43,92,68,95,22,NIVEL_3_REPETICION_MODERADA
39,9,70,21,22,NIVEL_3_REPETICION_MODERADA
39,9,70,9,22,NIVEL_3_REPETICION_MODERADA
39,9,70,32,22,NIVEL_3_REPETICION_MODERADA
39,9,70,74,22,NIVEL_3_REPETICION_MODERADA
30,25,16,68,22,NIVEL_3_REPETICION_MODERADA
35,11,57,91,22,NIVEL_3_REPETICION_MODERADA
35,11,57,84,22,NIVEL_3_REPETICION_MODERADA
30,57,91,6,22,NIVEL_3_REPETICION_MODERADA
30,57,91,4,22,NIVEL_3_REPETICION_MODERADA
30,57,91,82,22,NIVEL_3_REPETICION_MODERADA
30,57,91,26,22,NIVEL_3_REPETICION_MODERADA
33,87,23,9,22,NIVEL_3_REPETICION_MODERADA
33,87,23,89,22,NIVEL_3_REPETICION_MODERADA
33,87,23,51,22,NIVEL_3_REPETICION_MODERADA
33,87,23,27,22,NIVEL_3_REPETICION_MODERADA
45,69,11,72,22,NIVEL_3_REPETICION_MODERADA
45,80,8,32,22,NIVEL_3_REPETICION_MODERADA
45,80,8,31,22,NIVEL_3_REPETICION_MODERADA
28,26,59,82,22,NIVEL_3_REPETICION_MODERADA
28,26,59,43,22,NIVEL_3_REPETICION_MODERADA
28,26,59,24,22,NIVEL_3_REPETICION_MODERADA
45,69,57,52,22,NIVEL_3_REPETICION_MODERADA
45,69,57,88,22,NIVEL_3_REPETICION_MODERADA
45,69,57,69,22,NIVEL_3_REPETICION_MODERADA
45,69,91,26,22,NIVEL_3_REPETICION_MODERADA
26,27,92,11,22,NIVEL_3_REPETICION_MODERADA
40,56,71,9,22,NIVEL_3_REPETICION_MODERADA
43,12,89,70,22,NIVEL_3_REPETICION_MODERADA
40,72,26,70,22,NIVEL_3_REPETICION_MODERADA
40,72,26,94,22,NIVEL_3_REPETICION_MODERADA
40,72,26,95,22,NIVEL_3_REPETICION_MODERADA
40,72,26,67,22,NIVEL_3_REPETICION_MODERADA
40,72,26,65,22,NIVEL_3_REPETICION_MODERADA
40,72,26,91,22,NIVEL_3_REPETICION_MODERADA
40,72,26,29,22,NIVEL_3_REPETICION_MODERADA
40,72,26,55,22,NIVEL_3_REPETICION_MODERADA
40,72,26,11,22,NIVEL_3_REPETICION_MODERADA
38,63,22,84,22,NIVEL_3_REPETICION_MODERADA
38,63,22,93,22,NIVEL_3_REPETICION_MODERADA
38,63,22,48,22,NIVEL_3_REPETICION_MODERADA
38,63,22,43,22,NIVEL_3_REPETICION_MODERADA
38,63,22,13,22,NIVEL_3_REPETICION_MODERADA
38,63,22,65,22,NIVEL_3_REPETICION_MODERADA
38,63,22,1,22,NIVEL_3_REPETICION_MODERADA
38,63,22,20,22,NIVEL_3_REPETICION_MODERADA
38,63,22,74,22,NIVEL_3_REPETICION_MODERADA
38,63,22,4,22,NIVEL_3_REPETICION_MODERADA
38,63,70,46,22,NIVEL_3_REPETICION_MODERADA
38,63,70,33,22,NIVEL_3_REPETICION_MODERADA
30,57,91,39,22,NIVEL_3_REPETICION_MODERADA
31,3,30,83,22,NIVEL_3_REPETICION_MODERADA
31,3,30,10,22,NIVEL_3_REPETICION_MODERADA
31,3,30,67,22,NIVEL_3_REPETICION_MODERADA
31,3,30,52,22,NIVEL_3_REPETICION_MODERADA
44,91,69,82,22,NIVEL_3_REPETICION_MODERADA
44,91,69,89,22,NIVEL_3_REPETICION_MODERADA
44,91,69,34,22,NIVEL_3_REPETICION_MODERADA
48,89,71,82,22,NIVEL_3_REPETICION_MODERADA
48,89,71,23,22,NIVEL_3_REPETICION_MODERADA
48,89,71,1,22,NIVEL_3_REPETICION_MODERADA
48,89,71,98,22,NIVEL_3_REPETICION_MODERADA
48,89,71,97,22,NIVEL_3_REPETICION_MODERADA
26,27,76,89,22,NIVEL_3_REPETICION_MODERADA
26,27,76,53,22,NIVEL_3_REPETICION_MODERADA
26,27,76,9,22,NIVEL_3_REPETICION_MODERADA
26,27,76,1,22,NIVEL_3_REPETICION_MODERADA
26,27,76,26,22,NIVEL_3_REPETICION_MODERADA
26,27,76,75,22,NIVEL_3_REPETICION_MODERADA
26,27,76,82,22,NIVEL_3_REPETICION_MODERADA
26,27,76,45,22,NIVEL_3_REPETICION_MODERADA
26,27,76,50,22,NIVEL_3_REPETICION_MODERADA
26,27,76,65,22,NIVEL_3_REPETICION_MODERADA
38,63,53,12,22,NIVEL_3_REPETICION_MODERADA
51,34,59,10,22,NIVEL_3_REPETICION_MODERADA
43,28,87,74,22,NIVEL_3_REPETICION_MODERADA
43,28,87,99,22,NIVEL_3_REPETICION_MODERADA
43,28,87,47,22,NIVEL_3_REPETICION_MODERADA
43,28,87,24,22,NIVEL_3_REPETICION_MODERADA
43,28,87,67,22,NIVEL_3_REPETICION_MODERADA
43,44,29,85,22,NIVEL_3_REPETICION_MODERADA
43,44,29,44,22,NIVEL_3_REPETICION_MODERADA
43,44,29,58,22,NIVEL_3_REPETICION_MODERADA
43,44,29,79,22,NIVEL_3_REPETICION_MODERADA
43,44,29,3,22,NIVEL_3_REPETICION_MODERADA
43,44,29,94,22,NIVEL_3_REPETICION_MODERADA
43,44,29,86,22,NIVEL_3_REPETICION_MODERADA
43,44,29,77,22,NIVEL_3_REPETICION_MODERADA
42,7,29,62,22,NIVEL_3_REPETICION_MODERADA
42,7,29,18,22,NIVEL_3_REPETICION_MODERADA
42,7,29,47,22,NIVEL_3_REPETICION_MODERADA
42,7,29,63,22,NIVEL_3_REPETICION_MODERADA
42,7,29,32,22,NIVEL_3_REPETICION_MODERADA
42,7,29,57,22,NIVEL_3_REPETICION_MODERADA
42,7,29,52,22,NIVEL_3_REPETICION_MODERADA
42,7,29,40,22,NIVEL_3_REPETICION_MODERADA
41,29,63,35,22,NIVEL_3_REPETICION_MODERADA
31,88,79,84,22,NIVEL_3_REPETICION_MODERADA
41,29,63,8,22,NIVEL_3_REPETICION_MODERADA
40,56,41,88,22,NIVEL_3_REPETICION_MODERADA
30,57,69,12,22,NIVEL_3_REPETICION_MODERADA
30,57,69,5,22,NIVEL_3_REPETICION_MODERADA
30,57,69,78,22,NIVEL_3_REPETICION_MODERADA
30,57,69,36,22,NIVEL_3_REPETICION_MODERADA
42,23,77,34,22,NIVEL_3_REPETICION_MODERADA
42,23,77,15,22,NIVEL_3_REPETICION_MODERADA
38,20,2,55,22,NIVEL_3_REPETICION_MODERADA
38,20,2,18,22,NIVEL_3_REPETICION_MODERADA
38,20,2,8,22,NIVEL_3_REPETICION_MODERADA
38,20,2,82,22,NIVEL_3_REPETICION_MODERADA
38,20,2,64,22,NIVEL_3_REPETICION_MODERADA
28,53,22,82,22,NIVEL_3_REPETICION_MODERADA
28,53,22,91,22,NIVEL_3_REPETICION_MODERADA
28,53,22,1,22,NIVEL_3_REPETICION_MODERADA
39,94,58,88,22,NIVEL_3_REPETICION_MODERADA
40,72,26,77,22,NIVEL_3_REPETICION_MODERADA
47,79,67,85,22,NIVEL_3_REPETICION_MODERADA
47,79,67,96,22,NIVEL_3_REPETICION_MODERADA
47,79,67,95,22,NIVEL_3_REPETICION_MODERADA
47,79,67,75,22,NIVEL_3_REPETICION_MODERADA
47,79,67,54,22,NIVEL_3_REPETICION_MODERADA
47,79,67,10,22,NIVEL_3_REPETICION_MODERADA
47,79,67,28,22,NIVEL_3_REPETICION_MODERADA
47,79,67,93,22,NIVEL_3_REPETICION_MODERADA
39,9,22,59,22,NIVEL_3_REPETICION_MODERADA
39,9,22,48,22,NIVEL_3_REPETICION_MODERADA
39,9,22,31,22,NIVEL_3_REPETICION_MODERADA
39,9,22,19,22,NIVEL_3_REPETICION_MODERADA
39,9,53,75,22,NIVEL_3_REPETICION_MODERADA
39,94,84,36,22,NIVEL_3_REPETICION_MODERADA
39,94,84,32,22,NIVEL_3_REPETICION_MODERADA
48,89,41,59,22,NIVEL_3_REPETICION_MODERADA
41,93,48,59,22,NIVEL_3_REPETICION_MODERADA
42,7,29,76,22,NIVEL_3_REPETICION_MODERADA
42,7,53,84,22,NIVEL_3_REPETICION_MODERADA
42,7,53,67,22,NIVEL_3_REPETICION_MODERADA
42,7,53,14,22,NIVEL_3_REPETICION_MODERADA
42,7,53,68,22,NIVEL_3_REPETICION_MODERADA
42,7,53,32,22,NIVEL_3_REPETICION_MODERADA
42,7,53,1,22,NIVEL_3_REPETICION_MODERADA
26,27,68,36,22,NIVEL_3_REPETICION_MODERADA
26,27,68,93,22,NIVEL_3_REPETICION_MODERADA
26,27,68,16,22,NIVEL_3_REPETICION_MODERADA
39,41,56,25,22,NIVEL_3_REPETICION_MODERADA
43,44,35,25,22,NIVEL_3_REPETICION_MODERADA
43,92,27,8,22,NIVEL_3_REPETICION_MODERADA
43,92,27,86,22,NIVEL_3_REPETICION_MODERADA
36,48,93,45,22,NIVEL_3_REPETICION_MODERADA
36,48,93,15,22,NIVEL_3_REPETICION_MODERADA
36,48,93,80,22,NIVEL_3_REPETICION_MODERADA
36,48,93,33,22,NIVEL_3_REPETICION_MODERADA
36,48,93,81,22,NIVEL_3_REPETICION_MODERADA
48,89,12,81,22,NIVEL_3_REPETICION_MODERADA
47,79,88,63,22,NIVEL_3_REPETICION_MODERADA
28,26,72,90,22,NIVEL_3_REPETICION_MODERADA
28,26,72,61,22,NIVEL_3_REPETICION_MODERADA
28,26,72,56,22,NIVEL_3_REPETICION_MODERADA
28,26,72,86,22,NIVEL_3_REPETICION_MODERADA
28,26,72,91,22,NIVEL_3_REPETICION_MODERADA
34,1,10,35,22,NIVEL_3_REPETICION_MODERADA
34,1,10,29,22,NIVEL_3_REPETICION_MODERADA
34,1,10,42,22,NIVEL_3_REPETICION_MODERADA
34,1,10,17,22,NIVEL_3_REPETICION_MODERADA
34,1,10,63,22,NIVEL_3_REPETICION_MODERADA
34,1,10,51,22,NIVEL_3_REPETICION_MODERADA
34,1,10,12,22,NIVEL_3_REPETICION_MODERADA
34,1,10,72,22,NIVEL_3_REPETICION_MODERADA
34,1,10,70,22,NIVEL_3_REPETICION_MODERADA
35,54,14,80,22,NIVEL_3_REPETICION_MODERADA
35,54,14,23,22,NIVEL_3_REPETICION_MODERADA
35,54,14,48,22,NIVEL_3_REPETICION_MODERADA
35,54,14,71,22,NIVEL_3_REPETICION_MODERADA
35,54,14,40,22,NIVEL_3_REPETICION_MODERADA
48,73,23,58,22,NIVEL_3_REPETICION_MODERADA
48,73,23,68,22,NIVEL_3_REPETICION_MODERADA
48,73,23,84,22,NIVEL_3_REPETICION_MODERADA
48,73,23,7,22,NIVEL_3_REPETICION_MODERADA
48,73,23,80,22,NIVEL_3_REPETICION_MODERADA
48,73,23,82,22,NIVEL_3_REPETICION_MODERADA
48,73,23,99,22,NIVEL_3_REPETICION_MODERADA
28,26,72,72,22,NIVEL_3_REPETICION_MODERADA
28,26,72,82,22,NIVEL_3_REPETICION_MODERADA
44,91,69,75,22,NIVEL_3_REPETICION_MODERADA
44,91,69,77,22,NIVEL_3_REPETICION_MODERADA
28,53,90,91,22,NIVEL_3_REPETICION_MODERADA
28,53,90,61,22,NIVEL_3_REPETICION_MODERADA
40,8,80,55,22,NIVEL_3_REPETICION_MODERADA
32,77,23,58,22,NIVEL_3_REPETICION_MODERADA
32,77,23,31,22,NIVEL_3_REPETICION_MODERADA
32,77,23,85,22,NIVEL_3_REPETICION_MODERADA
38,63,44,20,22,NIVEL_3_REPETICION_MODERADA
38,63,44,41,22,NIVEL_3_REPETICION_MODERADA
38,63,70,72,22,NIVEL_3_REPETICION_MODERADA
44,22,7,50,22,NIVEL_3_REPETICION_MODERADA
44,22,7,51,22,NIVEL_3_REPETICION_MODERADA
44,59,34,57,22,NIVEL_3_REPETICION_MODERADA
44,59,34,93,22,NIVEL_3_REPETICION_MODERADA
44,59,34,86,22,NIVEL_3_REPETICION_MODERADA
44,59,34,20,22,NIVEL_3_REPETICION_MODERADA
44,59,34,76,22,NIVEL_3_REPETICION_MODERADA
44,70,7,50,22,NIVEL_3_REPETICION_MODERADA
44,70,7,51,22,NIVEL_3_REPETICION_MODERADA
44,75,62,20,22,NIVEL_3_REPETICION_MODERADA
35,54,14,69,22,NIVEL_3_REPETICION_MODERADA
35,54,14,19,22,NIVEL_3_REPETICION_MODERADA
35,54,14,66,22,NIVEL_3_REPETICION_MODERADA
35,54,14,59,22,NIVEL_3_REPETICION_MODERADA
43,92,27,6,22,NIVEL_3_REPETICION_MODERADA
43,92,27,10,22,NIVEL_3_REPETICION_MODERADA
36,48,97,26,22,NIVEL_3_REPETICION_MODERADA
36,48,97,19,22,NIVEL_3_REPETICION_MODERADA
44,22,90,46,22,NIVEL_3_REPETICION_MODERADA
44,22,90,51,22,NIVEL_3_REPETICION_MODERADA
44,22,90,63,22,NIVEL_3_REPETICION_MODERADA
44,70,90,46,22,NIVEL_3_REPETICION_MODERADA
44,70,90,51,22,NIVEL_3_REPETICION_MODERADA
44,70,90,63,22,NIVEL_3_REPETICION_MODERADA
41,29,70,24,22,NIVEL_3_REPETICION_MODERADA
41,29,70,6,22,NIVEL_3_REPETICION_MODERADA
41,29,70,70,22,NIVEL_3_REPETICION_MODERADA
41,29,70,59,22,NIVEL_3_REPETICION_MODERADA
41,29,70,91,22,NIVEL_3_REPETICION_MODERADA
41,29,70,58,22,NIVEL_3_REPETICION_MODERADA
41,29,70,78,22,NIVEL_3_REPETICION_MODERADA
41,29,70,82,22,NIVEL_3_REPETICION_MODERADA
41,29,70,49,22,NIVEL_3_REPETICION_MODERADA
40,8,80,70,22,NIVEL_3_REPETICION_MODERADA
40,19,86,49,22,NIVEL_3_REPETICION_MODERADA
40,19,86,24,22,NIVEL_3_REPETICION_MODERADA
40,19,86,31,22,NIVEL_3_REPETICION_MODERADA
39,9,29,21,22,NIVEL_3_REPETICION_MODERADA
39,46,86,82,22,NIVEL_3_REPETICION_MODERADA
47,68,92,1,22,NIVEL_3_REPETICION_MODERADA
47,68,92,14,22,NIVEL_3_REPETICION_MODERADA
37,42,44,70,22,NIVEL_3_REPETICION_MODERADA
37,42,44,35,22,NIVEL_3_REPETICION_MODERADA
37,42,44,66,22,NIVEL_3_REPETICION_MODERADA
37,42,44,99,22,NIVEL_3_REPETICION_MODERADA
37,42,44,98,22,NIVEL_3_REPETICION_MODERADA
32,77,28,98,22,NIVEL_3_REPETICION_MODERADA
32,77,28,59,22,NIVEL_3_REPETICION_MODERADA
32,77,28,84,22,NIVEL_3_REPETICION_MODERADA
39,30,3,45,22,NIVEL_3_REPETICION_MODERADA
39,30,3,25,22,NIVEL_3_REPETICION_MODERADA
46,90,70,55,22,NIVEL_3_REPETICION_MODERADA
46,90,70,97,22,NIVEL_3_REPETICION_MODERADA
46,90,70,51,22,NIVEL_3_REPETICION_MODERADA
39,94,84,83,22,NIVEL_3_REPETICION_MODERADA
43,44,70,94,22,NIVEL_3_REPETICION_MODERADA
43,44,70,76,22,NIVEL_3_REPETICION_MODERADA
43,92,68,15,22,NIVEL_3_REPETICION_MODERADA
43,44,9,25,22,NIVEL_3_REPETICION_MODERADA
43,44,9,94,22,NIVEL_3_REPETICION_MODERADA
43,44,9,12,22,NIVEL_3_REPETICION_MODERADA
43,44,9,90,22,NIVEL_3_REPETICION_MODERADA
43,44,9,35,22,NIVEL_3_REPETICION_MODERADA
43,44,9,37,22,NIVEL_3_REPETICION_MODERADA
26,27,68,66,22,NIVEL_3_REPETICION_MODERADA
33,82,65,40,22,NIVEL_3_REPETICION_MODERADA
33,82,65,29,22,NIVEL_3_REPETICION_MODERADA
40,19,86,25,22,NIVEL_3_REPETICION_MODERADA
40,19,86,83,22,NIVEL_3_REPETICION_MODERADA
41,29,7,52,22,NIVEL_3_REPETICION_MODERADA
44,59,26,52,22,NIVEL_3_REPETICION_MODERADA
44,59,26,83,22,NIVEL_3_REPETICION_MODERADA
44,59,26,19,22,NIVEL_3_REPETICION_MODERADA
47,79,67,24,22,NIVEL_3_REPETICION_MODERADA
43,28,73,88,22,NIVEL_3_REPETICION_MODERADA
37,42,44,71,22,NIVEL_3_REPETICION_MODERADA
37,42,44,76,22,NIVEL_3_REPETICION_MODERADA
37,42,44,34,22,NIVEL_3_REPETICION_MODERADA
37,42,70,59,22,NIVEL_3_REPETICION_MODERADA
37,42,70,8,22,NIVEL_3_REPETICION_MODERADA
43,28,23,80,22,NIVEL_3_REPETICION_MODERADA
43,28,23,72,22,NIVEL_3_REPETICION_MODERADA
43,28,23,58,22,NIVEL_3_REPETICION_MODERADA
49,35,44,26,22,NIVEL_3_REPETICION_MODERADA
49,35,44,50,22,NIVEL_3_REPETICION_MODERADA
49,35,44,45,22,NIVEL_3_REPETICION_MODERADA
49,35,44,77,22,NIVEL_3_REPETICION_MODERADA
49,35,44,38,22,NIVEL_3_REPETICION_MODERADA
49,35,44,63,22,NIVEL_3_REPETICION_MODERADA
49,35,44,82,22,NIVEL_3_REPETICION_MODERADA
43,44,29,16,22,NIVEL_3_REPETICION_MODERADA
44,70,22,6,22,NIVEL_3_REPETICION_MODERADA
44,70,22,91,22,NIVEL_3_REPETICION_MODERADA
44,70,22,39,22,NIVEL_3_REPETICION_MODERADA
44,70,22,56,22,NIVEL_3_REPETICION_MODERADA
44,70,22,48,22,NIVEL_3_REPETICION_MODERADA
46,74,31,40,22,NIVEL_3_REPETICION_MODERADA
46,74,31,89,22,NIVEL_3_REPETICION_MODERADA
46,74,31,68,22,NIVEL_3_REPETICION_MODERADA
46,74,31,64,22,NIVEL_3_REPETICION_MODERADA
46,74,31,93,22,NIVEL_3_REPETICION_MODERADA
46,74,31,96,22,NIVEL_3_REPETICION_MODERADA
34,1,10,69,22,NIVEL_3_REPETICION_MODERADA
34,1,10,92,22,NIVEL_3_REPETICION_MODERADA
43,44,9,15,22,NIVEL_3_REPETICION_MODERADA
26,27,76,49,22,NIVEL_3_REPETICION_MODERADA
41,29,70,12,22,NIVEL_3_REPETICION_MODERADA
41,29,70,7,22,NIVEL_3_REPETICION_MODERADA
42,7,53,10,22,NIVEL_3_REPETICION_MODERADA
42,7,53,29,22,NIVEL_3_REPETICION_MODERADA
42,7,63,95,22,NIVEL_3_REPETICION_MODERADA
42,7,63,28,22,NIVEL_3_REPETICION_MODERADA
42,7,63,31,22,NIVEL_3_REPETICION_MODERADA
42,7,63,81,22,NIVEL_3_REPETICION_MODERADA
42,7,63,2,22,NIVEL_3_REPETICION_MODERADA
39,9,90,25,22,NIVEL_3_REPETICION_MODERADA
39,9,90,31,22,NIVEL_3_REPETICION_MODERADA
39,9,90,22,22,NIVEL_3_REPETICION_MODERADA
39,9,90,95,22,NIVEL_3_REPETICION_MODERADA
39,9,90,50,22,NIVEL_3_REPETICION_MODERADA
49,83,30,91,22,NIVEL_3_REPETICION_MODERADA
49,83,30,90,22,NIVEL_3_REPETICION_MODERADA
49,83,30,67,22,NIVEL_3_REPETICION_MODERADA
33,82,65,70,22,NIVEL_3_REPETICION_MODERADA
40,19,86,6,22,NIVEL_3_REPETICION_MODERADA
44,22,90,73,22,NIVEL_3_REPETICION_MODERADA
36,48,93,91,22,NIVEL_3_REPETICION_MODERADA
36,48,93,38,22,NIVEL_3_REPETICION_MODERADA
44,70,90,73,22,NIVEL_3_REPETICION_MODERADA
46,90,42,3,22,NIVEL_3_REPETICION_MODERADA
46,90,70,78,22,NIVEL_3_REPETICION_MODERADA
39,41,89,58,22,NIVEL_3_REPETICION_MODERADA
39,41,89,34,22,NIVEL_3_REPETICION_MODERADA
47,79,88,74,22,NIVEL_3_REPETICION_MODERADA
38,20,2,75,22,NIVEL_3_REPETICION_MODERADA
38,20,2,95,22,NIVEL_3_REPETICION_MODERADA
42,23,87,76,22,NIVEL_3_REPETICION_MODERADA
37,42,90,21,22,NIVEL_3_REPETICION_MODERADA
37,42,90,10,22,NIVEL_3_REPETICION_MODERADA
37,42,90,50,22,NIVEL_3_REPETICION_MODERADA
37,42,90,63,22,NIVEL_3_REPETICION_MODERADA
39,46,19,41,22,NIVEL_3_REPETICION_MODERADA
52,65,82,6,22,NIVEL_3_REPETICION_MODERADA
38,63,9,78,22,NIVEL_3_REPETICION_MODERADA
36,48,97,63,22,NIVEL_3_REPETICION_MODERADA
36,48,97,95,22,NIVEL_3_REPETICION_MODERADA
48,73,28,35,22,NIVEL_3_REPETICION_MODERADA
43,81,85,77,22,NIVEL_3_REPETICION_MODERADA
33,82,37,17,22,NIVEL_3_REPETICION_MODERADA
40,72,34,24,22,NIVEL_3_REPETICION_MODERADA
40,72,34,65,22,NIVEL_3_REPETICION_MODERADA
34,76,92,37,22,NIVEL_3_REPETICION_MODERADA
49,35,7,24,22,NIVEL_3_REPETICION_MODERADA
49,35,7,19,22,NIVEL_3_REPETICION_MODERADA
49,35,7,6,22,NIVEL_3_REPETICION_MODERADA
49,35,7,37,22,NIVEL_3_REPETICION_MODERADA
49,35,7,99,22,NIVEL_3_REPETICION_MODERADA
49,35,7,63,22,NIVEL_3_REPETICION_MODERADA
49,35,42,21,22,NIVEL_3_REPETICION_MODERADA
38,63,35,67,22,NIVEL_3_REPETICION_MODERADA
48,73,87,2,22,NIVEL_3_REPETICION_MODERADA
48,73,87,5,22,NIVEL_3_REPETICION_MODERADA
46,74,31,56,22,NIVEL_3_REPETICION_MODERADA
46,90,70,10,22,NIVEL_3_REPETICION_MODERADA
39,9,42,38,22,NIVEL_3_REPETICION_MODERADA
36,32,45,76,22,NIVEL_3_REPETICION_MODERADA
36,32,45,48,22,NIVEL_3_REPETICION_MODERADA
36,32,45,80,22,NIVEL_3_REPETICION_MODERADA
38,20,2,98,22,NIVEL_3_REPETICION_MODERADA
38,20,2,59,22,NIVEL_3_REPETICION_MODERADA
40,51,21,64,22,NIVEL_3_REPETICION_MODERADA
44,22,70,5,22,NIVEL_3_REPETICION_MODERADA
44,22,70,75,22,NIVEL_3_REPETICION_MODERADA
44,22,70,70,22,NIVEL_3_REPETICION_MODERADA
40,67,79,19,22,NIVEL_3_REPETICION_MODERADA
40,72,34,82,22,NIVEL_3_REPETICION_MODERADA
34,76,92,80,22,NIVEL_3_REPETICION_MODERADA
34,76,92,97,22,NIVEL_3_REPETICION_MODERADA
42,23,77,59,22,NIVEL_3_REPETICION_MODERADA
36,48,97,77,22,NIVEL_3_REPETICION_MODERADA
44,70,22,94,22,NIVEL_3_REPETICION_MODERADA
44,70,22,63,22,NIVEL_3_REPETICION_MODERADA
44,70,22,65,22,NIVEL_3_REPETICION_MODERADA
44,70,22,9,22,NIVEL_3_REPETICION_MODERADA
46,90,7,45,22,NIVEL_3_REPETICION_MODERADA
46,90,7,42,22,NIVEL_3_REPETICION_MODERADA
41,29,42,62,22,NIVEL_3_REPETICION_MODERADA
41,29,42,44,22,NIVEL_3_REPETICION_MODERADA
41,29,42,10,22,NIVEL_3_REPETICION_MODERADA
41,29,42,48,22,NIVEL_3_REPETICION_MODERADA
41,29,42,95,22,NIVEL_3_REPETICION_MODERADA
41,29,42,47,22,NIVEL_3_REPETICION_MODERADA
41,29,42,79,22,NIVEL_3_REPETICION_MODERADA
42,71,41,62,22,NIVEL_3_REPETICION_MODERADA
42,71,41,44,22,NIVEL_3_REPETICION_MODERADA
42,71,41,10,22,NIVEL_3_REPETICION_MODERADA
42,71,41,48,22,NIVEL_3_REPETICION_MODERADA
42,71,41,95,22,NIVEL_3_REPETICION_MODERADA
42,71,41,47,22,NIVEL_3_REPETICION_MODERADA
42,71,41,79,22,NIVEL_3_REPETICION_MODERADA
37,42,44,97,22,NIVEL_3_REPETICION_MODERADA
39,9,63,75,22,NIVEL_3_REPETICION_MODERADA
39,9,63,95,22,NIVEL_3_REPETICION_MODERADA
39,9,63,26,22,NIVEL_3_REPETICION_MODERADA
39,9,63,79,22,NIVEL_3_REPETICION_MODERADA
39,9,63,34,22,NIVEL_3_REPETICION_MODERADA
39,9,63,45,22,NIVEL_3_REPETICION_MODERADA
39,9,63,41,22,NIVEL_3_REPETICION_MODERADA
39,9,63,90,22,NIVEL_3_REPETICION_MODERADA
38,63,53,79,22,NIVEL_3_REPETICION_MODERADA
41,29,70,37,22,NIVEL_3_REPETICION_MODERADA
28,53,44,19,22,NIVEL_3_REPETICION_MODERADA
28,53,44,91,22,NIVEL_3_REPETICION_MODERADA
28,53,44,70,22,NIVEL_3_REPETICION_MODERADA
28,53,44,43,22,NIVEL_3_REPETICION_MODERADA
49,35,7,9,22,NIVEL_3_REPETICION_MODERADA
43,28,23,42,22,NIVEL_3_REPETICION_MODERADA
43,28,23,23,22,NIVEL_3_REPETICION_MODERADA
49,35,42,54,22,NIVEL_3_REPETICION_MODERADA
41,29,90,61,22,NIVEL_3_REPETICION_MODERADA
41,29,90,78,22,NIVEL_3_REPETICION_MODERADA
41,29,90,88,22,NIVEL_3_REPETICION_MODERADA
42,71,56,38,22,NIVEL_3_REPETICION_MODERADA
42,7,29,53,22,NIVEL_3_REPETICION_MODERADA
37,42,7,20,22,NIVEL_3_REPETICION_MODERADA
48,73,87,90,22,NIVEL_3_REPETICION_MODERADA
38,63,22,69,22,NIVEL_3_REPETICION_MODERADA
39,94,84,60,22,NIVEL_3_REPETICION_MODERADA
32,77,28,41,22,NIVEL_3_REPETICION_MODERADA
32,77,28,92,22,NIVEL_3_REPETICION_MODERADA
32,77,28,27,22,NIVEL_3_REPETICION_MODERADA
42,71,56,28,22,NIVEL_3_REPETICION_MODERADA
33,87,73,7,22,NIVEL_3_REPETICION_MODERADA
33,87,73,96,22,NIVEL_3_REPETICION_MODERADA
39,14,54,12,22,NIVEL_3_REPETICION_MODERADA
44,22,29,9,22,NIVEL_3_REPETICION_MODERADA
44,22,29,65,22,NIVEL_3_REPETICION_MODERADA
44,22,29,19,22,NIVEL_3_REPETICION_MODERADA
44,22,29,47,22,NIVEL_3_REPETICION_MODERADA
44,70,29,9,22,NIVEL_3_REPETICION_MODERADA
44,70,29,65,22,NIVEL_3_REPETICION_MODERADA
44,70,29,19,22,NIVEL_3_REPETICION_MODERADA
44,70,29,47,22,NIVEL_3_REPETICION_MODERADA
46,90,9,20,22,NIVEL_3_REPETICION_MODERADA
49,83,3,99,22,NIVEL_3_REPETICION_MODERADA
49,35,29,14,22,NIVEL_3_REPETICION_MODERADA
37,42,53,53,22,NIVEL_3_REPETICION_MODERADA
37,42,53,88,22,NIVEL_3_REPETICION_MODERADA
37,42,53,82,22,NIVEL_3_REPETICION_MODERADA
37,42,53,97,22,NIVEL_3_REPETICION_MODERADA
