case_date,fuerte,origin,confirmer,first_day_offset,first_date,first_lottery,first_draw_position,first_position_label,total_appearances,distinct_days,distinct_lotteries,source_reference
2020-12-23,71,42,12,3,2020-12-26,Gana Mas,3,3ro,2,2,2,162734
2021-01-03,57,30,91,4,2021-01-07,Quiniela Leidsa,2,2do,3,3,3,116292
2021-01-06,70,44,90,1,2021-01-07,Quiniela Loteka,2,2do,3,3,3,848
2021-01-07,5,37,50,1,2021-01-08,Quiniela Real,1,1ro,3,3,3,35592
2021-01-09,35,49,90,5,2021-01-14,Quiniela Leidsa,3,3ro,3,2,3,116285
2021-01-11,73,48,23,2,2021-01-13,Quiniela Leidsa,3,3ro,1,1,1,116286
2021-01-11,73,48,28,2,2021-01-13,Quiniela Leidsa,3,3ro,1,1,1,116286
2021-01-13,79,47,67,1,2021-01-14,Quiniela Leidsa,1,1ro,2,2,2,116285
2021-01-16,63,38,35,3,2021-01-19,Gana Mas,2,2do,1,1,1,162712
2021-01-16,90,46,35,1,2021-01-17,Quiniela Leidsa,3,3ro,1,1,1,116282
2021-01-17,60,43,6,6,2021-01-23,New York 2:30,3,3ro,1,1,1,47081
2021-01-18,75,44,62,1,2021-01-19,Loteria Nacional,1,1ro,2,2,2,108769
2021-01-20,73,48,87,5,2021-01-25,New York 10:30,1,1ro,1,1,1,49542
2021-01-22,58,46,84,1,2021-01-23,New York 10:30,3,3ro,3,2,2,49544
2021-01-22,74,46,31,1,2021-01-23,New York 2:30,1,1ro,3,3,3,47081
2021-01-24,27,26,76,3,2021-01-27,New York 2:30,2,2do,1,1,1,47077
2021-01-25,59,44,34,4,2021-01-29,New York 2:30,3,3ro,2,2,2,47075
2021-01-26,41,39,89,3,2021-01-29,Quiniela Real,3,3ro,2,2,2,35571
2021-01-31,42,37,44,1,2021-02-01,Quiniela Loteka,2,2do,2,2,2,823
2021-02-08,11,35,91,2,2021-02-10,Quiniela Loteka,3,3ro,2,1,2,815
2021-02-08,29,41,35,1,2021-02-09,Gana Mas,3,3ro,5,5,3,162692
2021-02-08,57,30,91,3,2021-02-11,Gana Mas,1,1ro,3,3,3,162690
2021-02-08,93,41,97,3,2021-02-11,Loteria Nacional,1,1ro,2,2,2,108752
2021-02-09,41,39,12,2,2021-02-11,Quiniela Leidsa,3,3ro,1,1,1,116258
2021-02-09,50,42,5,6,2021-02-15,New York 10:30,3,3ro,1,1,1,49521
2021-02-09,62,39,75,3,2021-02-12,Gana Mas,1,1ro,1,1,1,162689
2021-02-09,71,42,12,2,2021-02-11,Loteria Nacional,3,3ro,2,2,2,108752
2021-02-10,41,39,12,1,2021-02-11,Quiniela Leidsa,3,3ro,1,1,1,116258
2021-02-12,9,39,29,6,2021-02-18,Quiniela Leidsa,1,1ro,1,1,1,116251
2021-02-13,27,26,68,5,2021-02-18,Quiniela Loteka,3,3ro,2,2,2,807
2021-02-15,81,43,52,1,2021-02-16,Loteria Nacional,2,2do,3,3,3,108748
2021-02-15,90,46,29,6,2021-02-21,New York 10:30,1,1ro,1,1,1,49515
2021-02-17,88,31,79,5,2021-02-22,New York 10:30,2,2do,1,1,1,49514
2021-02-18,7,42,9,3,2021-02-21,Gana Mas,1,1ro,4,3,4,162681
2021-02-18,48,36,93,2,2021-02-20,New York 2:30,2,2do,2,2,1,47053
2021-02-19,20,38,2,4,2021-02-23,Quiniela Real,1,1ro,2,2,2,35546
2021-02-20,53,28,29,4,2021-02-24,Quiniela Loteka,2,2do,1,1,1,801
2021-02-20,63,38,29,3,2021-02-23,Loteria Nacional,1,1ro,2,2,2,108742
2021-02-22,34,51,26,2,2021-02-24,Quiniela Leidsa,2,2do,2,2,2,116245
2021-02-22,51,40,21,3,2021-02-25,Quiniela Leidsa,2,2do,3,3,3,116244
2021-02-22,72,40,26,3,2021-02-25,Quiniela Loteka,2,2do,1,1,1,800
2021-02-27,65,52,37,4,2021-03-03,Gana Mas,1,1ro,2,1,2,162672
2021-03-04,22,44,70,4,2021-03-08,Gana Mas,1,1ro,1,1,1,162667
2021-03-07,67,40,79,1,2021-03-08,Quiniela Leidsa,2,2do,1,1,1,116233
2021-03-09,72,40,34,5,2021-03-14,New York 2:30,2,2do,2,2,1,47031
2021-03-12,37,46,82,3,2021-03-15,Gana Mas,2,2do,2,2,2,162660
2021-03-12,71,42,89,1,2021-03-13,Gana Mas,3,3ro,4,3,3,162662
2021-03-13,48,36,97,1,2021-03-14,Quiniela Real,3,3ro,2,2,1,35527
2021-03-14,22,44,7,1,2021-03-15,Loteria Nacional,1,1ro,4,4,3,108725
2021-03-14,90,46,7,7,2021-03-21,Gana Mas,3,3ro,1,1,1,162655
2021-03-14,90,46,22,7,2021-03-21,Gana Mas,3,3ro,1,1,1,162655
2021-03-14,90,46,44,7,2021-03-21,Gana Mas,3,3ro,1,1,1,162655
2021-03-14,91,44,69,1,2021-03-15,Quiniela Leidsa,3,3ro,1,1,1,116226
2021-03-15,9,39,22,5,2021-03-20,Quiniela Leidsa,2,2do,1,1,1,116221
2021-03-18,29,41,42,7,2021-03-25,New York 2:30,2,2do,1,1,1,47020
2021-03-18,29,41,63,7,2021-03-25,New York 2:30,2,2do,1,1,1,47020
2021-03-18,71,42,41,1,2021-03-19,Quiniela Leidsa,2,2do,1,1,1,116222
2021-03-20,13,41,17,3,2021-03-23,Quiniela Loteka,3,3ro,1,1,1,774
2021-03-21,44,43,22,1,2021-03-22,Gana Mas,2,2do,4,4,3,162654
2021-03-21,92,43,27,2,2021-03-23,Quiniela Real,2,2do,4,4,3,35518
2021-03-22,29,41,35,3,2021-03-25,New York 2:30,2,2do,1,1,1,47020
2021-03-22,53,28,35,2,2021-03-24,Quiniela Real,3,3ro,1,1,1,35517
2021-03-22,73,48,28,1,2021-03-23,New York 2:30,2,2do,3,3,3,47022
2021-03-22,89,48,41,6,2021-03-28,New York 2:30,2,2do,2,2,2,47017
2021-03-22,93,41,48,2,2021-03-24,New York 10:30,1,1ro,1,1,1,49484
2021-03-23,53,28,9,1,2021-03-24,Quiniela Real,3,3ro,1,1,1,35517
2021-03-23,73,48,28,3,2021-03-26,Quiniela Real,1,1ro,2,2,2,35515
2021-03-25,35,49,44,4,2021-03-29,Gana Mas,1,1ro,3,1,3,162647
2021-03-27,44,43,63,5,2021-04-01,New York 2:30,3,3ro,1,1,1,47013
2021-04-04,28,43,23,6,2021-04-10,Quiniela Leidsa,2,2do,1,1,1,116200
2021-04-05,9,39,7,6,2021-04-11,New York 10:30,1,1ro,2,2,2,49466
2021-04-05,9,39,63,6,2021-04-11,New York 10:30,1,1ro,2,2,2,49466
2021-04-05,9,39,70,6,2021-04-11,New York 10:30,1,1ro,2,2,2,49466
2021-04-12,70,44,22,7,2021-04-19,New York 10:30,3,3ro,1,1,1,49458
2021-04-13,3,31,83,6,2021-04-19,Quiniela Real,2,2do,1,1,1,35492
2021-04-13,56,40,71,4,2021-04-17,Quiniela Leidsa,3,3ro,2,2,2,116193
2021-04-17,7,42,22,5,2021-04-22,Gana Mas,1,1ro,1,1,1,162628
2021-04-17,23,42,28,3,2021-04-20,Gana Mas,3,3ro,3,1,3,162630
2021-04-17,26,28,59,4,2021-04-21,Quiniela Leidsa,3,3ro,1,1,1,116189
2021-04-17,53,28,22,6,2021-04-23,New York 2:30,1,1ro,1,1,1,46991
2021-04-17,53,28,42,6,2021-04-23,New York 2:30,1,1ro,1,1,1,46991
2021-04-17,90,46,22,1,2021-04-18,Quiniela Real,3,3ro,2,2,2,35493
2021-04-17,90,46,42,1,2021-04-18,Quiniela Real,3,3ro,2,2,2,35493
2021-04-20,6,35,60,7,2021-04-27,Quiniela Real,1,1ro,1,1,1,35484
2021-04-20,22,44,35,4,2021-04-24,New York 2:30,2,2do,3,2,3,46990
2021-04-20,29,41,35,2,2021-04-22,Gana Mas,3,3ro,4,4,3,162628
2021-04-20,29,41,44,2,2021-04-22,Gana Mas,3,3ro,4,4,3,162628
2021-04-20,70,44,35,5,2021-04-25,Gana Mas,1,1ro,2,2,2,162625
2021-04-20,89,48,41,4,2021-04-24,Quiniela Loteka,3,3ro,2,2,2,742
2021-04-20,93,41,48,2,2021-04-22,New York 2:30,3,3ro,1,1,1,46992
2021-04-23,63,38,53,6,2021-04-29,Quiniela Real,1,1ro,1,1,1,35482
2021-04-24,9,39,29,2,2021-04-26,Quiniela Loteka,3,3ro,1,1,1,740
2021-04-28,44,43,29,5,2021-05-03,Gana Mas,2,2do,1,1,1,162618
2021-04-29,9,39,53,4,2021-05-03,Gana Mas,3,3ro,2,2,1,162618
2021-04-29,9,39,63,4,2021-05-03,Gana Mas,3,3ro,2,2,1,162618
2021-04-29,20,38,2,1,2021-04-30,New York 10:30,2,2do,3,3,3,49447
2021-04-29,63,38,53,2,2021-05-01,New York 2:30,2,2do,3,3,2,46983
2021-04-30,9,39,70,3,2021-05-03,Gana Mas,3,3ro,2,2,1,162618
2021-04-30,42,37,70,6,2021-05-06,Quiniela Leidsa,2,2do,2,2,2,116174
2021-05-01,27,26,92,4,2021-05-05,New York 10:30,3,3ro,2,2,1,49442
2021-05-03,69,45,57,2,2021-05-05,New York 10:30,1,1ro,3,3,3,49442
2021-05-07,34,51,59,3,2021-05-10,Gana Mas,1,1ro,3,3,2,162611
2021-05-08,35,49,63,3,2021-05-11,Quiniela Loteka,2,2do,2,2,1,725
2021-05-10,31,38,74,4,2021-05-14,New York 10:30,1,1ro,1,1,1,49433
2021-05-11,12,43,41,5,2021-05-16,Gana Mas,3,3ro,1,1,1,162605
2021-05-11,29,41,70,6,2021-05-17,Quiniela Loteka,3,3ro,2,2,2,719
2021-05-11,44,43,70,4,2021-05-15,Quiniela Loteka,1,1ro,1,1,1,721
2021-05-11,81,43,52,1,2021-05-12,Quiniela Real,1,1ro,1,1,1,35469
2021-05-12,82,33,65,4,2021-05-16,Quiniela Real,2,2do,1,1,1,35465
2021-05-13,1,34,10,5,2021-05-18,New York 2:30,3,3ro,3,3,2,46966
2021-05-13,76,34,68,5,2021-05-18,Quiniela Real,3,3ro,1,1,1,35463
2021-05-14,7,42,63,2,2021-05-16,New York 10:30,3,3ro,3,2,3,49431
2021-05-15,35,49,44,1,2021-05-16,Gana Mas,1,1ro,1,1,1,162605
2021-05-21,25,30,16,1,2021-05-22,Loteria Nacional,2,2do,3,2,2,108660
2021-05-21,35,49,70,5,2021-05-26,Loteria Nacional,1,1ro,1,1,1,108656
2021-05-21,83,49,30,2,2021-05-23,Quiniela Leidsa,1,1ro,1,1,1,116157
2021-05-23,34,51,59,1,2021-05-24,Gana Mas,2,2do,3,2,3,162597
2021-05-25,17,34,13,4,2021-05-29,Quiniela Leidsa,1,1ro,1,1,1,116151
2021-05-25,26,28,34,7,2021-06-01,Gana Mas,2,2do,1,1,1,162589
2021-05-25,53,28,22,6,2021-05-31,Loteria Nacional,3,3ro,2,1,2,108651
2021-05-25,76,34,27,3,2021-05-28,Quiniela Loteka,1,1ro,1,1,1,708
2021-05-27,4,47,40,4,2021-05-31,New York 10:30,3,3ro,1,1,1,49416
2021-05-28,35,49,7,3,2021-05-31,Quiniela Loteka,1,1ro,1,1,1,705
2021-05-28,35,49,70,3,2021-05-31,Quiniela Loteka,1,1ro,1,1,1,705
2021-05-29,28,43,23,6,2021-06-04,Quiniela Loteka,2,2do,2,1,1,701
2021-06-02,9,39,63,5,2021-06-07,Gana Mas,1,1ro,1,1,1,162583
2021-06-03,88,31,79,4,2021-06-07,New York 10:30,1,1ro,2,1,2,49409
2021-06-07,42,37,9,3,2021-06-10,New York 2:30,2,2do,2,2,2,46943
2021-06-07,42,37,90,3,2021-06-10,New York 2:30,2,2do,2,2,2,46943
2021-06-07,65,52,37,1,2021-06-08,Gana Mas,2,2do,1,1,1,162582
2021-06-10,35,49,90,3,2021-06-13,New York 2:30,2,2do,2,2,2,46940
2021-06-10,89,48,12,5,2021-06-15,Loteria Nacional,3,3ro,2,2,2,108639
2021-06-13,35,49,42,1,2021-06-14,Loteria Nacional,2,2do,1,1,1,108640
2021-06-16,52,38,85,3,2021-06-19,Quiniela Leidsa,3,3ro,2,2,2,116130
2021-06-21,52,38,85,1,2021-06-22,Quiniela Real,2,2do,1,1,1,35428
2021-06-25,7,42,29,2,2021-06-27,Loteria Nacional,2,2do,3,3,2,108627
2021-06-25,44,43,29,2,2021-06-27,Gana Mas,1,1ro,4,3,4,162566
2021-06-25,44,43,42,2,2021-06-27,Gana Mas,1,1ro,4,3,4,162566
2021-06-27,91,44,69,1,2021-06-28,Gana Mas,2,2do,2,2,2,162565
2021-06-30,68,47,76,5,2021-07-05,Quiniela Loteka,1,1ro,2,2,2,670
2021-06-30,91,44,11,4,2021-07-04,Quiniela Leidsa,2,2do,1,1,1,116115
2021-07-03,9,39,22,3,2021-07-06,Gana Mas,1,1ro,1,1,1,162558
2021-07-03,42,37,22,4,2021-07-07,New York 10:30,1,1ro,2,2,1,49379
2021-07-03,46,39,19,2,2021-07-05,Loteria Nacional,2,2do,2,2,1,108619
2021-07-07,7,42,90,2,2021-07-09,Gana Mas,2,2do,3,3,3,162555
2021-07-07,29,41,42,5,2021-07-12,New York 10:30,1,1ro,1,1,1,49374
2021-07-07,29,41,90,5,2021-07-12,New York 10:30,1,1ro,1,1,1,49374
2021-07-07,71,42,41,2,2021-07-09,Quiniela Leidsa,2,2do,2,2,2,116110
2021-07-07,71,42,56,2,2021-07-09,Quiniela Leidsa,2,2do,2,2,2,116110
2021-07-12,90,46,29,6,2021-07-18,Quiniela Loteka,1,1ro,1,1,1,657
2021-07-12,90,46,53,6,2021-07-18,Quiniela Loteka,1,1ro,1,1,1,657
2021-07-13,7,42,53,5,2021-07-18,New York 2:30,2,2do,1,1,1,46905
2021-07-13,7,42,70,5,2021-07-18,New York 2:30,2,2do,1,1,1,46905
2021-07-14,29,41,70,3,2021-07-17,New York 2:30,1,1ro,1,1,1,46906
2021-07-17,7,42,29,1,2021-07-18,New York 2:30,2,2do,2,2,2,46905
2021-07-17,50,42,5,6,2021-07-23,Loteria Nacional,2,2do,1,1,1,108601
2021-07-18,69,45,11,2,2021-07-20,New York 2:30,2,2do,3,2,3,46903
2021-07-19,92,43,76,6,2021-07-25,Gana Mas,3,3ro,1,1,1,162539
2021-07-27,90,46,63,7,2021-08-03,New York 10:30,1,1ro,1,1,1,49352
2021-07-30,35,49,9,3,2021-08-02,Gana Mas,3,3ro,3,3,2,162531
2021-07-30,90,46,9,4,2021-08-03,New York 10:30,1,1ro,1,1,1,49352
2021-08-03,90,46,29,4,2021-08-07,Loteria Nacional,3,3ro,2,1,2,108586
2021-08-03,90,46,53,4,2021-08-07,Loteria Nacional,3,3ro,2,1,2,108586
2021-08-04,35,49,7,2,2021-08-06,Gana Mas,3,3ro,1,1,1,162527
2021-08-08,76,34,92,7,2021-08-15,Quiniela Real,3,3ro,1,1,1,35374
2021-08-10,7,42,70,1,2021-08-11,New York 10:30,1,1ro,1,1,1,49344
2021-08-10,23,42,28,6,2021-08-16,New York 10:30,2,2do,2,2,2,49339
2021-08-10,53,28,42,6,2021-08-16,Quiniela Leidsa,2,2do,1,1,1,116072
2021-08-10,53,28,70,6,2021-08-16,Quiniela Leidsa,2,2do,1,1,1,116072
2021-08-10,71,42,41,1,2021-08-11,New York 2:30,3,3ro,1,1,1,46881
2021-08-11,35,49,7,5,2021-08-16,New York 2:30,2,2do,2,2,2,46876
2021-08-13,32,36,45,1,2021-08-14,New York 10:30,1,1ro,2,2,2,49341
2021-08-16,76,34,92,4,2021-08-20,Quiniela Loteka,1,1ro,1,1,1,624
2021-08-17,9,39,42,4,2021-08-21,Gana Mas,3,3ro,2,2,2,162513
2021-08-22,29,41,53,4,2021-08-26,Gana Mas,3,3ro,2,2,1,162508
2021-08-23,89,48,41,1,2021-08-24,Quiniela Leidsa,2,2do,2,2,2,116064
2021-08-23,93,41,48,3,2021-08-26,Quiniela Real,3,3ro,1,1,1,35363
2021-08-26,8,40,80,2,2021-08-28,Quiniela Loteka,3,3ro,1,1,1,616
2021-08-26,72,40,59,1,2021-08-27,Quiniela Leidsa,3,3ro,4,4,4,116061
2021-08-27,89,48,71,1,2021-08-28,Quiniela Real,2,2do,2,2,1,35361
2021-08-28,26,28,72,5,2021-09-02,Quiniela Real,3,3ro,1,1,1,35356
2021-08-28,73,48,28,7,2021-09-04,Loteria Nacional,1,1ro,2,1,2,108559
2021-08-29,79,47,88,2,2021-08-31,Quiniela Loteka,3,3ro,2,2,1,613
2021-08-30,34,51,59,2,2021-09-01,Loteria Nacional,1,1ro,3,2,2,108562
2021-08-31,9,39,70,1,2021-09-01,New York 2:30,3,3ro,4,3,3,46860
2021-08-31,9,39,90,1,2021-09-01,New York 2:30,3,3ro,4,3,3,46860
2021-08-31,30,39,3,7,2021-09-07,Loteria Nacional,3,3ro,1,1,1,108556
2021-09-06,35,49,9,1,2021-09-07,Gana Mas,1,1ro,1,1,1,162496
2021-09-06,35,49,44,1,2021-09-07,Gana Mas,1,1ro,1,1,1,162496
2021-09-06,59,44,72,2,2021-09-08,Quiniela Leidsa,2,2do,2,2,2,116049
2021-09-06,70,44,9,1,2021-09-07,New York 2:30,3,3ro,3,2,3,46854
2021-09-12,7,42,53,6,2021-09-18,New York 2:30,2,2do,2,1,2,46843
2021-09-12,23,42,87,6,2021-09-18,Loteria Nacional,3,3ro,1,1,1,108545
2021-09-15,29,41,42,1,2021-09-16,Quiniela Loteka,1,1ro,1,1,1,597
2021-09-15,71,42,41,2,2021-09-17,New York 2:30,3,3ro,2,2,1,46844
2021-09-18,63,38,22,4,2021-09-22,Gana Mas,3,3ro,1,1,1,162482
2021-09-19,29,41,70,6,2021-09-25,New York 2:30,1,1ro,2,2,2,46836
2021-09-21,27,26,76,2,2021-09-23,Loteria Nacional,2,2do,3,3,3,108540
2021-09-23,53,28,9,5,2021-09-28,Gana Mas,2,2do,1,1,1,162477
2021-09-23,84,47,58,3,2021-09-26,New York 10:30,2,2do,1,1,1,49298
2021-09-28,8,40,80,1,2021-09-29,New York 10:30,1,1ro,1,1,1,49295
2021-09-28,67,40,79,1,2021-09-29,Loteria Nacional,2,2do,1,1,1,108535
2021-09-28,67,40,88,1,2021-09-29,Loteria Nacional,2,2do,1,1,1,108535
2021-09-30,56,40,12,1,2021-10-01,Quiniela Loteka,3,3ro,2,2,2,582
2021-10-01,28,43,23,3,2021-10-04,Quiniela Real,3,3ro,3,3,2,35324
2021-10-01,44,43,53,5,2021-10-06,Loteria Nacional,2,2do,1,1,1,108528
2021-10-02,29,41,22,5,2021-10-07,New York 2:30,1,1ro,1,1,1,46824
2021-10-02,35,49,22,2,2021-10-04,Quiniela Real,1,1ro,1,1,1,35324
2021-10-02,63,38,22,2,2021-10-04,Gana Mas,2,2do,4,3,2,162472
2021-10-03,97,52,93,3,2021-10-06,Quiniela Loteka,2,2do,1,1,1,577
2021-10-04,9,39,35,2,2021-10-06,New York 10:30,3,3ro,2,2,2,49288
2021-10-04,9,39,70,2,2021-10-06,New York 10:30,3,3ro,2,2,2,49288
2021-10-04,11,35,69,7,2021-10-11,Quiniela Loteka,3,3ro,1,1,1,572
2021-10-13,63,38,70,2,2021-10-15,Loteria Nacional,3,3ro,2,2,2,108519
2021-10-15,94,39,84,4,2021-10-19,Gana Mas,2,2do,1,1,1,162457
2021-10-16,26,28,34,1,2021-10-17,Quiniela Loteka,1,1ro,4,3,4,566
2021-10-16,53,28,29,6,2021-10-22,Quiniela Leidsa,1,1ro,1,1,1,116005
2021-10-16,69,45,91,4,2021-10-20,Quiniela Leidsa,2,2do,1,1,1,116007
2021-10-16,77,32,28,6,2021-10-22,Gana Mas,2,2do,1,1,1,162454
2021-10-17,21,28,51,2,2021-10-19,Quiniela Real,2,2do,2,2,2,35309
2021-10-17,34,51,26,5,2021-10-22,Gana Mas,3,3ro,1,1,1,162454
2021-10-18,12,43,56,3,2021-10-21,New York 2:30,3,3ro,2,2,2,46810
2021-10-18,41,39,56,3,2021-10-21,Quiniela Real,3,3ro,2,2,2,35307
2021-10-18,94,39,84,1,2021-10-19,Gana Mas,2,2do,2,2,2,162457
2021-10-20,67,40,88,5,2021-10-25,Loteria Nacional,2,2do,1,1,1,108509
2021-10-21,68,47,27,2,2021-10-23,Quiniela Loteka,2,2do,3,3,3,560
2021-10-21,68,47,92,2,2021-10-23,Quiniela Loteka,2,2do,3,3,3,560
2021-10-25,71,42,56,1,2021-10-26,New York 10:30,2,2do,4,3,3,49268
2021-10-28,51,40,21,5,2021-11-02,New York 2:30,3,3ro,3,2,2,46798
2021-10-28,87,33,23,2,2021-10-30,Quiniela Real,2,2do,2,2,2,35298
2021-10-28,87,33,73,2,2021-10-30,Quiniela Real,2,2do,2,2,2,35298
2021-10-29,91,44,69,1,2021-10-30,Quiniela Leidsa,2,2do,3,3,3,115997
2021-10-31,44,43,29,1,2021-11-01,Gana Mas,3,3ro,1,1,1,162444
2021-10-31,44,43,90,1,2021-11-01,Gana Mas,3,3ro,1,1,1,162444
2021-11-01,14,39,54,3,2021-11-04,Gana Mas,2,2do,4,3,3,162442
2021-11-01,30,39,3,3,2021-11-04,Quiniela Real,1,1ro,1,1,1,35293
2021-11-01,41,39,56,4,2021-11-05,Quiniela Leidsa,2,2do,2,2,1,115991
2021-11-04,57,30,11,4,2021-11-08,Quiniela Loteka,1,1ro,1,1,1,544
2021-11-05,32,36,45,1,2021-11-06,Loteria Nacional,1,1ro,5,3,5,108497
2021-11-08,73,48,28,1,2021-11-09,New York 10:30,3,3ro,2,2,2,49254
2021-11-09,42,37,44,3,2021-11-12,New York 2:30,1,1ro,3,3,3,46788
2021-11-11,22,44,29,3,2021-11-14,Quiniela Real,2,2do,2,2,2,35283
2021-11-13,42,37,90,2,2021-11-15,Quiniela Leidsa,3,3ro,3,3,2,115982
2021-11-14,1,34,10,3,2021-11-17,Quiniela Real,1,1ro,3,3,3,35280
2021-11-21,54,35,14,1,2021-11-22,Quiniela Leidsa,3,3ro,3,2,3,115975
2021-11-25,29,41,9,6,2021-12-01,Quiniela Real,2,2do,1,1,1,35266
2021-11-25,29,41,90,6,2021-12-01,Quiniela Real,2,2do,1,1,1,35266
2021-11-26,81,43,85,3,2021-11-29,Gana Mas,1,1ro,1,1,1,162419
2021-11-27,42,37,22,2,2021-11-29,New York 2:30,2,2do,2,2,2,46771
2021-11-27,72,40,34,1,2021-11-28,New York 2:30,2,2do,3,3,3,46772
2021-12-01,41,39,56,2,2021-12-03,New York 2:30,2,2do,1,1,1,46767
2021-12-02,32,36,45,3,2021-12-05,Loteria Nacional,2,2do,3,3,3,108468
2021-12-04,30,39,83,6,2021-12-10,New York 10:30,1,1ro,1,1,1,49223
2021-12-06,9,39,7,1,2021-12-07,Quiniela Leidsa,2,2do,2,2,2,115960
2021-12-08,30,39,83,2,2021-12-10,New York 10:30,1,1ro,1,1,1,49223
2021-12-09,63,38,7,5,2021-12-14,Quiniela Real,3,3ro,1,1,1,35253
2021-12-13,72,40,26,7,2021-12-20,Loteria Nacional,2,2do,1,1,1,108453
2021-12-16,35,49,70,5,2021-12-21,New York 10:30,1,1ro,2,2,2,49212
2021-12-17,35,49,29,4,2021-12-21,New York 10:30,1,1ro,2,2,2,49212
2021-12-21,44,43,35,5,2021-12-26,Quiniela Real,3,3ro,1,1,1,35241
2021-12-21,44,43,42,5,2021-12-26,Quiniela Real,3,3ro,1,1,1,35241
2021-12-23,67,40,79,3,2021-12-26,Gana Mas,3,3ro,2,2,2,162396
2021-12-23,77,32,87,5,2021-12-28,New York 10:30,1,1ro,5,2,3,49205
2021-12-31,26,28,72,6,2022-01-06,Loteria Nacional,3,3ro,1,1,1,108440
2022-01-06,1,34,10,2,2022-01-08,Quiniela Loteka,1,1ro,1,1,1,485
2022-01-08,7,42,9,3,2022-01-11,New York 2:30,2,2do,1,1,1,46728
2022-01-08,23,42,77,3,2022-01-11,Quiniela Loteka,3,3ro,3,2,3,482
2022-01-08,71,42,56,3,2022-01-11,Quiniela Real,3,3ro,2,2,2,35225
2022-01-12,7,42,29,6,2022-01-18,New York 10:30,1,1ro,1,1,1,49184
2022-01-12,7,42,53,6,2022-01-18,New York 10:30,1,1ro,1,1,1,49184
2022-01-13,34,51,26,1,2022-01-14,Quiniela Real,3,3ro,2,2,1,35222
2022-01-20,35,49,9,1,2022-01-21,Quiniela Real,1,1ro,1,1,1,35215
2022-01-20,35,49,22,1,2022-01-21,Quiniela Real,1,1ro,1,1,1,35215
2022-01-21,42,37,35,1,2022-01-22,Quiniela Leidsa,1,1ro,2,2,2,115918
2022-01-21,44,43,35,1,2022-01-22,Gana Mas,2,2do,4,4,3,162373
2022-01-21,54,35,14,4,2022-01-25,Quiniela Loteka,1,1ro,1,1,1,468
2022-01-22,23,42,73,2,2022-01-24,Quiniela Real,1,1ro,3,3,3,35212
2022-01-22,23,42,87,2,2022-01-24,Quiniela Real,1,1ro,3,3,3,35212
2022-01-25,22,44,7,5,2022-01-30,Gana Mas,2,2do,1,1,1,162365
2022-01-25,70,44,7,4,2022-01-29,Quiniela Loteka,2,2do,2,1,2,464
2022-01-26,87,33,23,3,2022-01-29,Loteria Nacional,3,3ro,2,2,2,108418
2022-01-27,9,39,44,7,2022-02-03,New York 10:30,2,2do,1,1,1,49168
2022-01-27,68,47,76,5,2022-02-01,New York 10:30,2,2do,1,1,1,49170
2022-01-27,68,47,92,5,2022-02-01,New York 10:30,2,2do,1,1,1,49170
2022-01-29,73,48,23,1,2022-01-30,New York 2:30,2,2do,1,1,1,46709
2022-01-29,89,48,12,5,2022-02-03,New York 10:30,3,3ro,2,2,2,49168
2022-01-29,89,48,41,5,2022-02-03,New York 10:30,3,3ro,2,2,2,49168
2022-01-29,93,41,48,4,2022-02-02,Quiniela Leidsa,3,3ro,1,1,1,115907
2022-02-02,89,48,71,1,2022-02-03,New York 10:30,3,3ro,2,2,2,49168
2022-02-07,82,33,65,2,2022-02-09,New York 2:30,2,2do,2,2,2,46699
2022-02-08,27,26,92,3,2022-02-11,Loteria Nacional,3,3ro,2,2,2,108405
2022-02-08,44,43,22,5,2022-02-13,Quiniela Loteka,3,3ro,1,1,1,449
2022-02-08,44,43,53,5,2022-02-13,Quiniela Loteka,3,3ro,1,1,1,449
2022-02-15,92,43,27,1,2022-02-16,New York 2:30,2,2do,1,1,1,46692
2022-02-15,92,43,68,1,2022-02-16,New York 2:30,2,2do,1,1,1,46692
2022-02-16,9,39,22,3,2022-02-19,Quiniela Loteka,1,1ro,1,1,1,443
2022-02-16,46,39,86,7,2022-02-23,Quiniela Leidsa,2,2do,1,1,1,115886
2022-02-22,40,49,4,3,2022-02-25,Quiniela Real,1,1ro,1,1,1,35180
2022-02-22,48,36,93,3,2022-02-25,New York 10:30,1,1ro,4,3,3,49146
2022-02-24,44,43,7,3,2022-02-27,Quiniela Real,3,3ro,3,3,3,35178
2022-02-24,44,43,70,3,2022-02-27,Quiniela Real,3,3ro,3,3,3,35178
2022-02-25,13,41,17,4,2022-03-01,Loteria Nacional,2,2do,2,2,2,108388
2022-02-25,89,48,41,3,2022-02-28,Quiniela Loteka,3,3ro,1,1,1,434
2022-02-25,93,41,48,1,2022-02-26,Quiniela Leidsa,1,1ro,2,2,2,115883
2022-02-26,29,41,22,4,2022-03-02,Quiniela Loteka,3,3ro,4,4,3,432
2022-02-28,26,28,72,7,2022-03-07,Loteria Nacional,2,2do,1,1,1,108382
2022-02-28,53,28,22,1,2022-03-01,Gana Mas,2,2do,1,1,1,162336
2022-02-28,53,28,44,1,2022-03-01,Gana Mas,2,2do,1,1,1,162336
2022-02-28,63,38,22,5,2022-03-05,Quiniela Leidsa,2,2do,1,1,1,115876
2022-02-28,63,38,44,5,2022-03-05,Quiniela Leidsa,2,2do,1,1,1,115876
