case_date,fuerte,result,day_offset,t2_pos_fuerte,t2_pos_result,t2_dist,lottery,draw_position,labels
2022-12-22,7,53,2,1,8,7,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,7,2,1,1,0,Quiniela Real,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,22,2,1,3,2,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,7,7,3,1,1,0,New York 2:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,53,3,1,8,7,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,7,4,1,1,0,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,44,4,1,7,6,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-22,7,90,4,1,11,10,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,90,5,1,11,10,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,53,6,1,8,7,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,42,6,1,6,5,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,22,6,1,3,2,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,7,7,7,1,1,0,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,7,90,7,1,11,10,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,22,1,3,3,0,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,90,1,3,11,8,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,22,1,3,3,0,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,70,1,3,10,7,Quiniela Leidsa,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,22,42,1,3,6,3,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-22,22,63,2,3,9,6,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,53,2,3,8,5,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,7,2,3,1,-2,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,22,22,2,3,3,0,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,7,3,3,1,-2,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,22,53,3,3,8,5,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,7,4,3,1,-2,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,22,44,4,3,7,4,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,90,4,3,11,8,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,90,5,3,11,8,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,53,6,3,8,5,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,42,6,3,6,3,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-22,22,22,6,3,3,0,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,22,7,7,3,1,-2,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,22,90,7,3,11,8,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,22,1,10,3,-7,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,90,1,10,11,1,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,22,1,10,3,-7,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,70,1,10,10,0,Quiniela Leidsa,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|COMPANERO_DEL_CONFIRMADOR|VECINO_DEL_CONFIRMADOR
2022-12-22,70,42,1,10,6,-4,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,63,2,10,9,-1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,53,2,10,8,-2,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,7,2,10,1,-9,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,22,2,10,3,-7,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,7,3,10,1,-9,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,53,3,10,8,-2,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,7,4,10,1,-9,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,44,4,10,7,-3,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,90,4,10,11,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,90,5,10,11,1,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,53,6,10,8,-2,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,42,6,10,6,-4,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,22,6,10,3,-7,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,7,7,10,1,-9,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,90,7,10,11,1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,22,1,10,3,-7,Gana Mas,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,90,1,10,11,1,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,22,1,10,3,-7,Loteria Nacional,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,70,1,10,10,0,Quiniela Leidsa,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,42,1,10,6,-4,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-22,70,63,2,10,9,-1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,53,2,10,8,-2,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,7,2,10,1,-9,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,22,2,10,3,-7,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,7,3,10,1,-9,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,53,3,10,8,-2,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,7,4,10,1,-9,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,44,4,10,7,-3,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,90,4,10,11,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,90,5,10,11,1,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-22,70,53,6,10,8,-2,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-22,70,42,6,10,6,-4,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-22,70,22,6,10,3,-7,Quiniela Real,2,MISMO_GRUPO_T1|MISMO_CODIGO_T1|POSICION_T1_CERCANA|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,7,7,10,1,-9,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2022-12-22,70,90,7,10,11,1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-28,7,7,1,1,1,0,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,90,1,1,11,10,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,22,2,1,3,2,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,29,2,1,4,3,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,53,2,1,8,7,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-28,7,63,2,1,9,8,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,44,3,1,7,6,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,9,4,1,2,1,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-28,7,7,5,1,1,0,New York 2:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,35,6,1,5,4,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,63,6,1,9,8,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,7,7,6,1,1,0,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,1,1,3,2,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,2,1,3,2,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,28,2,1,2,1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,3,1,3,2,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,3,1,3,2,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,4,1,3,2,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,28,6,1,2,1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-28,23,73,7,1,3,2,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-28,23,77,7,1,4,3,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2022-12-28,23,28,7,1,2,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,88,1,2,3,1,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,88,2,2,3,1,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,88,5,2,3,1,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,88,5,2,3,1,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,88,5,2,3,1,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-29,79,67,6,2,1,-1,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2022-12-30,80,8,3,2,1,-1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2022-12-30,80,8,3,2,1,-1,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2022-12-30,80,80,4,2,2,0,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-30,80,8,4,2,1,-1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2022-12-31,42,9,1,6,2,-4,New York 10:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,7,2,6,1,-5,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,35,3,6,5,-1,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2022-12-31,42,63,3,6,9,3,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,7,3,6,1,-5,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,9,5,6,2,-4,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,42,6,6,6,0,Loteria Nacional,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,90,6,6,11,5,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,9,6,6,2,-4,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2022-12-31,42,7,7,6,1,-5,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-03,77,73,1,4,3,-1,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2023-01-03,77,77,1,4,4,0,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-03,77,28,1,4,2,-2,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2023-01-03,77,77,2,4,4,0,New York 2:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-03,77,73,2,4,3,-1,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2023-01-03,77,23,5,4,1,-3,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-03,77,28,5,4,2,-2,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2023-01-03,77,28,6,4,2,-2,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2023-01-05,10,1,1,2,1,-1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,10,1,2,2,1,-1,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,10,10,4,2,2,0,New York 2:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-05,10,10,4,2,2,0,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-05,10,10,5,2,2,0,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-05,65,37,2,2,1,-1,Quiniela Leidsa,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,65,37,3,2,1,-1,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,65,37,4,2,1,-1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,65,37,6,2,1,-1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-05,65,65,7,2,2,0,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-06,50,5,2,2,1,-1,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2023-01-07,35,53,1,5,8,3,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-07,35,42,1,5,6,1,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2023-01-07,35,29,2,5,4,-1,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2023-01-07,35,22,2,5,3,-2,Quiniela Leidsa,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-07,35,70,2,5,10,5,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-07,35,63,3,5,9,4,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2023-01-07,35,35,3,5,5,0,New York 10:30,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2023-01-07,35,7,3,5,1,-4,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2023-01-07,35,53,3,5,8,3,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
