case_date,fuerte,result,day_offset,t2_pos_fuerte,t2_pos_result,t2_dist,lottery,draw_position,labels
2021-05-03,56,89,3,3,5,2,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,56,12,3,3,1,-2,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-03,56,12,5,3,1,-2,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-03,56,41,7,3,2,-1,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-03,56,89,7,3,5,2,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,69,11,1,3,1,-2,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,69,69,2,3,3,0,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,69,57,2,3,2,-1,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-03,69,69,5,3,3,0,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,69,11,5,3,1,-2,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-03,69,69,6,3,3,0,Loteria Nacional,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-07,34,59,1,2,3,1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-07,34,34,3,2,2,0,Gana Mas,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-07,34,26,3,2,1,-1,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-07,34,34,5,2,2,0,Gana Mas,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-07,34,34,6,2,2,0,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-07,34,26,6,2,1,-1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-07,34,59,7,2,3,1,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-08,35,29,1,5,4,-1,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-08,35,42,1,5,6,1,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-08,35,9,1,5,2,-3,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,53,1,5,8,3,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,53,2,5,8,3,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,63,2,5,9,4,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-08,35,70,3,5,10,5,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,70,3,5,10,5,Gana Mas,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,53,3,5,8,3,New York 2:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,9,3,5,2,-3,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,35,3,5,5,0,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,53,4,5,8,3,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,90,4,5,11,6,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,7,4,5,1,-4,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,63,5,5,9,4,Quiniela Leidsa,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-08,35,22,5,5,3,-2,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,35,5,5,5,0,Quiniela Loteka,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,70,6,5,10,5,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,63,6,5,9,4,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-08,35,42,6,5,6,1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-08,35,22,6,5,3,-2,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,9,7,5,2,-3,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-08,35,44,7,5,7,2,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-10,31,74,4,1,2,1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-10,31,31,4,1,1,0,New York 10:30,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-10,76,68,2,3,2,-1,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-10,76,68,2,3,2,-1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-10,76,92,2,3,4,1,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-10,76,68,3,3,2,-1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-10,76,92,3,3,4,1,Quiniela Real,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-10,76,92,5,3,4,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,12,89,1,1,5,4,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,41,2,1,2,1,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-11,12,71,4,1,4,3,New York 10:30,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,71,4,1,4,3,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,41,4,1,2,1,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-11,12,41,4,1,2,1,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-11,12,12,5,1,1,0,Gana Mas,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,71,5,1,4,3,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,89,6,1,5,4,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,89,6,1,5,4,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,12,56,7,1,3,2,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,53,1,4,8,4,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,90,1,4,11,7,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,7,1,4,1,-3,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,63,2,4,9,5,Quiniela Leidsa,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,22,2,4,3,-1,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|COMPANERO_DEL_CONFIRMADOR|VECINO_DEL_CONFIRMADOR
2021-05-11,29,35,2,4,5,1,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,29,70,3,4,10,6,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-11,29,63,3,4,9,5,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,42,3,4,6,2,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,22,3,4,3,-1,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|COMPANERO_DEL_CONFIRMADOR|VECINO_DEL_CONFIRMADOR
2021-05-11,29,9,4,4,2,-2,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,44,4,4,7,3,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2021-05-11,29,35,5,4,5,1,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,29,7,5,4,1,-3,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,7,5,4,1,-3,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,63,5,4,9,5,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,90,6,4,11,7,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,70,6,4,10,6,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-11,29,29,6,4,4,0,Quiniela Loteka,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,9,7,4,2,-2,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,90,7,4,11,7,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,29,7,4,4,0,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,29,42,7,4,6,2,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,53,1,7,8,1,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,44,90,1,7,11,4,Quiniela Leidsa,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,7,1,7,1,-6,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,63,2,7,9,2,Quiniela Leidsa,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,22,2,7,3,-4,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|COMPANERO_DEL_CONFIRMADOR|VECINO_DEL_CONFIRMADOR
2021-05-11,44,35,2,7,5,-2,Quiniela Loteka,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,70,3,7,10,3,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-11,44,63,3,7,9,2,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,42,3,7,6,-1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,44,22,3,7,3,-4,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|COMPANERO_DEL_CONFIRMADOR|VECINO_DEL_CONFIRMADOR
2021-05-11,44,9,4,7,2,-5,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,44,4,7,7,0,Quiniela Loteka,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,35,5,7,5,-2,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,7,5,7,1,-6,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,7,5,7,1,-6,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,63,5,7,9,2,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,90,6,7,11,4,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,70,6,7,10,3,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-11,44,29,6,7,4,-3,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2021-05-11,44,9,7,7,2,-5,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,90,7,7,11,4,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,44,29,7,7,4,-3,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2021-05-11,44,42,7,7,6,-1,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-11,81,81,1,2,2,0,Quiniela Real,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-11,81,85,5,2,3,1,New York 2:30,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-12,82,37,2,3,1,-2,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-12,82,82,4,3,3,0,Quiniela Real,2,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-13,1,1,5,1,1,0,New York 2:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-13,1,1,6,1,1,0,Quiniela Leidsa,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-13,1,10,7,1,2,1,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|CONFIRMADOR_ORIGINAL
2021-05-13,1,1,7,1,1,0,New York 2:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-13,76,92,2,3,4,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-13,76,76,5,3,3,0,Quiniela Real,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,9,1,1,2,1,New York 2:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-14,7,44,1,1,7,6,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,35,2,1,5,4,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,7,2,1,1,0,New York 10:30,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,7,2,1,1,0,Quiniela Loteka,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,63,2,1,9,8,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-14,7,90,3,1,11,10,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,70,3,1,10,9,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,29,3,1,4,3,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,9,4,1,2,1,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-14,7,90,4,1,11,10,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,29,4,1,4,3,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,42,4,1,6,5,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,70,7,1,10,9,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,63,7,1,9,8,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|CONFIRMADOR_ORIGINAL
2021-05-14,7,29,7,1,4,3,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-14,7,7,7,1,1,0,Quiniela Real,3,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,35,1,5,5,0,Gana Mas,1,FUERTE_EXACTO|MISMO_GRUPO_T1|MISMO_CODIGO_T1|MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,7,1,5,1,-4,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,7,1,5,1,-4,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,63,1,5,9,4,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,90,2,5,11,6,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,70,2,5,10,5,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO
2021-05-15,35,29,2,5,4,-1,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-15,35,9,3,5,2,-3,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,90,3,5,11,6,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,29,3,5,4,-1,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-15,35,42,3,5,6,1,Quiniela Leidsa,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-15,35,70,6,5,10,5,Loteria Nacional,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO
2021-05-15,35,63,6,5,9,4,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,35,29,6,5,4,-1,Loteria Nacional,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-15,35,7,6,5,1,-4,Quiniela Real,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,35,1,8,5,-3,Gana Mas,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO|FUERTE_ALTERNATIVO
2021-05-15,53,7,1,8,1,-7,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,7,1,8,1,-7,Quiniela Loteka,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,63,1,8,9,1,Quiniela Real,1,MISMO_GRUPO_T2|MISMO_CODIGO_T2|POSICION_T2_ADYACENTE|VECINO_DEL_CONFIRMADOR
2021-05-15,53,90,2,8,11,3,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,70,2,8,10,2,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR|CANDIDATO_ORIGINAL_ALTERNATIVO
2021-05-15,53,29,2,8,4,-4,Quiniela Loteka,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,9,3,8,2,-6,Gana Mas,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,90,3,8,11,3,Loteria Nacional,2,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
2021-05-15,53,29,3,8,4,-4,New York 10:30,3,MISMO_GRUPO_T2|MISMO_CODIGO_T2|VECINO_DEL_CONFIRMADOR
