activation_id,case_date,year,origin,origin_lottery,origin_draw_position,origin_source,fuerte,confirmer,confirmer_lottery,confirmer_draw_position,confirmer_source,t1_candidates,t1_group_fuerte,t1_pos_fuerte,t2_group_fuerte,t2_pos_fuerte,t2_pos_confirmer,n_confirmers,n_fuertes_same_day,other_fuertes,fuerte_appeared,first_day_offset,first_lottery,first_draw_position,fuerte_appearance_count,methodology
2025-01-04|44|70|22,2025-01-04,2025,44,Loteria Nacional,1,184004,70,22,Gana Mas,1,183993,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,3,2,3,22|91,False,,,,0,nr-historical-relations-j1.0.0
2025-01-04|44|70|53,2025-01-04,2025,44,Loteria Nacional,1,184004,70,53,New York 10:30,1,184013,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,8,2,3,22|91,False,,,,0,nr-historical-relations-j1.0.0
2025-01-04|44|91|57,2025-01-04,2025,44,Loteria Nacional,1,184004,91,57,Quiniela Loteka,1,184000,22|59|70|75|91,22|59|70|75|91,5,11|57|69|91,4,2,1,3,22|70,True,1,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2025-01-08|30|57|11,2025-01-08,2025,30,New York 2:30,1,184110,57,11,New York 10:30,1,184128,25|57,25|57,2,11|57|69|91,2,1,1,2,83,True,2,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2025-01-08|49|83|30,2025-01-08,2025,49,Quiniela Real,1,184107,83,30,New York 2:30,1,184110,35|40|83,35|40|83,3,3|30|83,3,2,1,2,57,True,3,New York 10:30,1,2,nr-historical-relations-j1.0.0
2025-01-09|40|56|71,2025-01-09,2025,40,Quiniela Real,1,184136,56,71,Loteria Nacional,1,184150,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,4,1,1,,True,2,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2025-01-10|40|56|41,2025-01-10,2025,40,Loteria Nacional,1,184180,56,41,Quiniela Loteka,1,184177,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,2,1,2,72,True,1,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2025-01-10|40|72|26,2025-01-10,2025,40,Loteria Nacional,1,184180,72,26,Quiniela Leidsa,1,184195,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,1,2,2,56,True,2,Loteria Nacional,1,6,nr-historical-relations-j1.0.0
2025-01-10|40|72|34,2025-01-10,2025,40,Loteria Nacional,1,184180,72,34,Gana Mas,1,184167,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,2,2,2,56,True,2,Loteria Nacional,1,6,nr-historical-relations-j1.0.0
2025-01-11|42|7|63,2025-01-11,2025,42,Quiniela Loteka,1,184203,7,63,Gana Mas,1,184196,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,9,1,1,,True,2,New York 10:30,2,3,nr-historical-relations-j1.0.0
2025-01-12|28|26|72,2025-01-12,2025,28,New York 10:30,1,184247,26,72,Loteria Nacional,1,184238,21|26|53,21|26|53,2,26|34|59|72,1,4,1,2,53,True,2,Gana Mas,1,3,nr-historical-relations-j1.0.0
2025-01-12|28|53|22,2025-01-12,2025,28,New York 10:30,1,184247,53,22,Quiniela Loteka,1,184240,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,3,2,2,26,True,3,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-01-12|28|53|90,2025-01-12,2025,28,New York 10:30,1,184247,53,90,New York 2:30,1,184230,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,11,2,2,26,True,3,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-01-15|37|42|29,2025-01-15,2025,37,Quiniela Real,1,184310,42,29,New York 10:30,1,184333,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,4,2,2,89,False,,,,0,nr-historical-relations-j1.0.0
2025-01-15|37|42|53,2025-01-15,2025,37,Quiniela Real,1,184310,42,53,Quiniela Loteka,1,184318,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,8,2,2,89,False,,,,0,nr-historical-relations-j1.0.0
2025-01-15|48|89|71,2025-01-15,2025,48,Gana Mas,1,184312,89,71,Loteria Nacional,1,184324,73|89,73|89,2,12|41|56|71|89,5,4,1,2,42,True,6,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2025-01-21|48|73|87,2025-01-21,2025,48,Quiniela Loteka,1,184493,73,87,New York 2:30,1,184486,73|89,73|89,1,23|28|73|77|87,3,5,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-01-22|39|14|54,2025-01-22,2025,39,Gana Mas,1,184511,14,54,Quiniela Real,1,184509,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,2,14|54,1,2,1,2,41,True,1,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2025-01-22|39|41|12,2025-01-22,2025,39,Gana Mas,1,184511,41,12,New York 2:30,1,184512,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,1,2,2,14,True,3,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2025-01-22|39|41|71,2025-01-22,2025,39,Gana Mas,1,184511,41,71,Loteria Nacional,1,184527,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,4,2,2,14,True,3,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2025-01-23|46|90|42,2025-01-23,2025,46,Loteria Nacional,1,184553,90,42,Quiniela Loteka,1,184547,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,6,1,1,,True,4,New York 2:30,1,2,nr-historical-relations-j1.0.0
2025-01-24|26|27|68,2025-01-24,2025,26,New York 10:30,1,184585,27,68,Quiniela Leidsa,1,184578,27|38,27|38,1,27|68|76|92,1,2,1,1,,True,1,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2025-01-25|32|77|28,2025-01-25,2025,32,Quiniela Loteka,1,184601,77,28,Gana Mas,1,184595,77,77,1,23|28|73|77|87,4,2,1,1,,True,1,New York 2:30,1,1,nr-historical-relations-j1.0.0
2025-01-28|43|44|9,2025-01-28,2025,43,Quiniela Real,1,184681,44,9,Quiniela Loteka,1,184691,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,2,1,2,53,True,2,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2025-01-28|28|53|9,2025-01-28,2025,28,Gana Mas,1,184684,53,9,Quiniela Loteka,1,184691,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,2,1,2,44,True,5,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2025-01-29|31|3|83,2025-01-29,2025,31,New York 2:30,1,184710,3,83,Quiniela Real,1,184707,3|24|88|99,3|24|88|99,1,3|30|83,1,3,1,1,,True,2,New York 2:30,1,1,nr-historical-relations-j1.0.0
2025-01-30|40|19|86,2025-01-30,2025,40,New York 2:30,1,184739,19,86,Loteria Nacional,1,184752,8|19|51|56|67|72,8|19|51|56|67|72,2,19|46|86,1,3,1,1,,True,3,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2025-01-31|35|6|60,2025-01-31,2025,35,New York 10:30,1,184787,6,60,Quiniela Loteka,1,184776,6|11|43|54|86,6|11|43|54|86,1,6|60,1,2,1,2,48,False,,,,0,nr-historical-relations-j1.0.0
2025-01-31|36|48|93,2025-01-31,2025,36,Gana Mas,1,184770,48,93,Loteria Nacional,1,184779,32|48|64|85,32|48|64|85,2,48|93|97,1,2,1,2,6,True,1,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2025-02-02|29|15|96,2025-02-02,2025,29,Loteria Nacional,1,184839,15,96,Gana Mas,1,184830,15,15,1,15|96,1,2,1,1,,True,1,New York 10:30,3,3,nr-historical-relations-j1.0.0
2025-02-03|35|11|57,2025-02-03,2025,35,New York 2:30,1,184857,11,57,New York 10:30,1,184874,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-02-04|49|35|44,2025-02-04,2025,49,Loteria Nacional,1,184895,35,44,New York 10:30,1,184906,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,7,1,1,,True,2,Gana Mas,3,1,nr-historical-relations-j1.0.0
2025-02-05|38|63|7,2025-02-05,2025,38,Gana Mas,1,184915,63,7,Quiniela Leidsa,1,184925,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,1,1,1,,True,4,Loteria Nacional,2,3,nr-historical-relations-j1.0.0
2025-02-08|47|84|58,2025-02-08,2025,47,New York 2:30,1,185009,84,58,Loteria Nacional,1,185019,4|36|68|79|84,4|36|68|79|84,5,58|84|94,2,1,1,1,,True,3,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-02-10|36|32|45,2025-02-10,2025,36,New York 2:30,1,185062,32,45,Loteria Nacional,1,185076,32|48|64|85,32|48|64|85,1,32|45,1,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-02-11|38|31|74,2025-02-11,2025,38,New York 2:30,1,185095,31,74,Gana Mas,1,185094,20|31|47|52|63|100,20|31|47|52|63|100,2,31|74,1,2,1,2,63,False,,,,0,nr-historical-relations-j1.0.0
2025-02-11|38|63|7,2025-02-11,2025,38,New York 2:30,1,185095,63,7,Quiniela Real,1,185091,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,1,1,2,31,True,3,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2025-02-12|48|73|77,2025-02-12,2025,48,Gana Mas,1,185118,73,77,Loteria Nacional,1,185130,73|89,73|89,1,23|28|73|77|87,3,4,1,2,76,True,2,New York 10:30,2,3,nr-historical-relations-j1.0.0
2025-02-12|34|76|92,2025-02-12,2025,34,Quiniela Leidsa,1,185129,76,92,New York 2:30,1,185119,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,4,1,2,73,True,3,New York 10:30,2,1,nr-historical-relations-j1.0.0
2025-02-21|38|52|85,2025-02-21,2025,38,Gana Mas,1,185382,52,85,New York 10:30,1,185399,20|31|47|52|63|100,20|31|47|52|63|100,4,52|81|85,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-02-23|44|22|29,2025-02-23,2025,44,Gana Mas,1,185441,22,29,Quiniela Loteka,1,185453,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,4,1,4,44|70|75,True,2,Loteria Nacional,1,2,nr-historical-relations-j1.0.0
2025-02-23|43|44|29,2025-02-23,2025,43,Quiniela Real,1,185439,44,29,Quiniela Loteka,1,185453,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,4,1,4,22|70|75,True,2,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
2025-02-23|44|70|29,2025-02-23,2025,44,Gana Mas,1,185441,70,29,Quiniela Loteka,1,185453,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,4,1,4,22|44|75,False,,,,0,nr-historical-relations-j1.0.0
2025-02-23|44|75|62,2025-02-23,2025,44,Gana Mas,1,185441,75,62,New York 10:30,1,185461,22|59|70|75|91,22|59|70|75|91,4,62|75,2,1,1,4,22|44|70,False,,,,0,nr-historical-relations-j1.0.0
2025-02-28|39|41|89,2025-02-28,2025,39,New York 10:30,1,185619,41,89,Quiniela Leidsa,1,185608,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,5,1,2,56,False,,,,0,nr-historical-relations-j1.0.0
2025-02-28|40|56|89,2025-02-28,2025,40,New York 2:30,1,185596,56,89,Quiniela Leidsa,1,185608,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,5,1,2,41,True,6,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-03-02|44|22|53,2025-03-02,2025,44,New York 2:30,1,185658,22,53,Quiniela Loteka,1,185667,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,8,1,3,53|70,False,,,,0,nr-historical-relations-j1.0.0
2025-03-02|28|53|22,2025-03-02,2025,28,New York 10:30,1,185674,53,22,Loteria Nacional,1,185665,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,3,2,3,22|70,True,7,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-03-02|28|53|44,2025-03-02,2025,28,New York 10:30,1,185674,53,44,New York 2:30,1,185658,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,7,2,3,22|70,True,7,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-03-02|44|70|22,2025-03-02,2025,44,New York 2:30,1,185658,70,22,Loteria Nacional,1,185665,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,3,2,3,22|53,True,2,Loteria Nacional,1,3,nr-historical-relations-j1.0.0
2025-03-02|44|70|53,2025-03-02,2025,44,New York 2:30,1,185658,70,53,Quiniela Loteka,1,185667,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,8,2,3,22|53,True,2,Loteria Nacional,1,3,nr-historical-relations-j1.0.0
2025-03-03|42|7|44,2025-03-03,2025,42,Loteria Nacional,1,185699,7,44,Quiniela Real,1,185683,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,7,1,3,22|70,False,,,,0,nr-historical-relations-j1.0.0
2025-03-03|44|22|42,2025-03-03,2025,44,Quiniela Real,1,185683,22,42,Loteria Nacional,1,185699,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,6,1,3,7|70,False,,,,0,nr-historical-relations-j1.0.0
2025-03-03|44|70|42,2025-03-03,2025,44,Quiniela Real,1,185683,70,42,Loteria Nacional,1,185699,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,6,1,3,7|22,True,1,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2025-03-07|43|12|71,2025-03-07,2025,43,Gana Mas,1,185798,12,71,Quiniela Leidsa,1,185807,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,4,1,4,28|56|92,True,6,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2025-03-07|43|28|87,2025-03-07,2025,43,Gana Mas,1,185798,28,87,New York 2:30,1,185799,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,5,1,4,12|56|92,True,4,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-03-07|40|56|71,2025-03-07,2025,40,Loteria Nacional,1,185808,56,71,Quiniela Leidsa,1,185807,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,4,1,4,12|28|92,True,2,Quiniela Leidsa,1,3,nr-historical-relations-j1.0.0
2025-03-07|43|92|27,2025-03-07,2025,43,Gana Mas,1,185798,92,27,New York 10:30,1,185815,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,2,4,12|28|56,True,6,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2025-03-07|43|92|76,2025-03-07,2025,43,Gana Mas,1,185798,92,76,Quiniela Loteka,1,185803,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,3,2,4,12|28|56,True,6,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2025-03-08|48|89|71,2025-03-08,2025,48,New York 10:30,1,185851,89,71,Loteria Nacional,1,185837,73|89,73|89,2,12|41|56|71|89,5,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-03-09|44|22|53,2025-03-09,2025,44,Quiniela Real,1,185857,22,53,Quiniela Loteka,1,185870,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,8,1,3,42|70,False,,,,0,nr-historical-relations-j1.0.0
2025-03-09|37|42|44,2025-03-09,2025,37,Loteria Nacional,1,185868,42,44,Quiniela Real,1,185857,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,7,2,3,22|70,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-03-09|37|42|53,2025-03-09,2025,37,Loteria Nacional,1,185868,42,53,Quiniela Loteka,1,185870,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,8,2,3,22|70,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-03-09|44|70|53,2025-03-09,2025,44,Quiniela Real,1,185857,70,53,Quiniela Loteka,1,185870,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,8,1,3,22|42,True,1,Quiniela Loteka,2,3,nr-historical-relations-j1.0.0
2025-03-10|34|1|10,2025-03-10,2025,34,Quiniela Loteka,1,185892,1,10,Quiniela Leidsa,1,185896,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,1,,True,1,New York 10:30,3,3,nr-historical-relations-j1.0.0
2025-03-11|28|26|72,2025-03-11,2025,28,Quiniela Loteka,1,185922,26,72,New York 2:30,1,185915,21|26|53,21|26|53,2,26|34|59|72,1,4,1,3,53|73,True,3,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2025-03-11|28|53|29,2025-03-11,2025,28,Quiniela Loteka,1,185922,53,29,Quiniela Leidsa,1,185927,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,4,1,3,26|73,False,,,,0,nr-historical-relations-j1.0.0
2025-03-11|48|73|28,2025-03-11,2025,48,Quiniela Real,1,185913,73,28,Quiniela Loteka,1,185922,73|89,73|89,1,23|28|73|77|87,3,2,1,3,26|53,True,4,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-03-12|38|52|81,2025-03-12,2025,38,Quiniela Leidsa,1,185958,52,81,Quiniela Loteka,1,185951,20|31|47|52|63|100,20|31|47|52|63|100,4,52|81|85,1,2,1,2,63,True,6,New York 10:30,3,1,nr-historical-relations-j1.0.0
2025-03-12|38|63|35,2025-03-12,2025,38,Quiniela Leidsa,1,185958,63,35,Gana Mas,1,185947,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,5,1,2,52,True,2,New York 10:30,2,2,nr-historical-relations-j1.0.0
2025-03-15|41|93|97,2025-03-15,2025,41,Quiniela Real,1,186034,93,97,Gana Mas,1,186037,13|29|93,13|29|93,3,48|93|97,2,3,1,1,,True,1,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2025-03-16|37|42|44,2025-03-16,2025,37,Loteria Nacional,1,186072,42,44,Quiniela Loteka,1,186074,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,7,1,1,,True,2,New York 2:30,2,4,nr-historical-relations-j1.0.0
2025-03-17|35|54|14,2025-03-17,2025,35,Gana Mas,1,186089,54,14,Quiniela Leidsa,1,186106,6|11|43|54|86,6|11|43|54|86,4,14|54,2,1,1,1,,True,6,New York 10:30,2,2,nr-historical-relations-j1.0.0
2025-03-19|31|3|30,2025-03-19,2025,31,Quiniela Loteka,1,186153,3,30,Quiniela Real,1,186145,3|24|88|99,3|24|88|99,1,3|30|83,1,2,1,1,,True,2,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2025-03-21|44|22|90,2025-03-21,2025,44,Quiniela Loteka,1,186208,22,90,New York 2:30,1,186203,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,11,1,2,70,True,2,New York 10:30,1,2,nr-historical-relations-j1.0.0
2025-03-21|44|70|90,2025-03-21,2025,44,Quiniela Loteka,1,186208,70,90,New York 2:30,1,186203,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,11,1,2,22,False,,,,0,nr-historical-relations-j1.0.0
2025-03-22|45|69|91,2025-03-22,2025,45,Quiniela Loteka,1,186237,69,91,Quiniela Leidsa,1,186241,69|80,69|80,1,11|57|69|91,3,4,1,2,73,True,5,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2025-03-22|48|73|23,2025-03-22,2025,48,Quiniela Real,1,186228,73,23,New York 10:30,1,186249,73|89,73|89,1,23|28|73|77|87,3,1,1,2,69,True,3,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2025-03-24|28|53|44,2025-03-24,2025,28,Quiniela Loteka,1,186292,53,44,Loteria Nacional,1,186297,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,7,1,3,73|91,True,4,New York 10:30,3,1,nr-historical-relations-j1.0.0
2025-03-24|48|73|28,2025-03-24,2025,48,New York 10:30,1,186304,73,28,Quiniela Loteka,1,186292,73|89,73|89,1,23|28|73|77|87,3,2,1,3,53|91,True,1,Quiniela Loteka,2,4,nr-historical-relations-j1.0.0
2025-03-24|44|91|11,2025-03-24,2025,44,Loteria Nacional,1,186297,91,11,Gana Mas,1,186288,22|59|70|75|91,22|59|70|75|91,5,11|57|69|91,4,1,1,3,53|73,True,1,Gana Mas,2,2,nr-historical-relations-j1.0.0
2025-03-29|47|79|88,2025-03-29,2025,47,Gana Mas,1,186437,79,88,New York 2:30,1,186436,4|36|68|79|84,4|36|68|79|84,4,67|79|88,2,3,1,2,83,False,,,,0,nr-historical-relations-j1.0.0
2025-03-29|49|83|3,2025-03-29,2025,49,Quiniela Real,1,186434,83,3,Loteria Nacional,1,186448,35|40|83,35|40|83,3,3|30|83,3,1,1,2,79,True,1,Loteria Nacional,3,3,nr-historical-relations-j1.0.0
2025-03-31|41|93|97,2025-03-31,2025,41,Quiniela Loteka,1,186497,93,97,Loteria Nacional,1,186499,13|29|93,13|29|93,3,48|93|97,2,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2025-04-01|37|10|1,2025-04-01,2025,37,Quiniela Real,1,186514,10,1,Loteria Nacional,1,186531,5|10|42,5|10|42,2,1|10|100,2,1,1,3,42|53,True,2,Gana Mas,1,1,nr-historical-relations-j1.0.0
2025-04-01|37|42|44,2025-04-01,2025,37,Quiniela Real,1,186514,42,44,New York 10:30,1,186533,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,7,1,3,10|53,True,2,Loteria Nacional,1,3,nr-historical-relations-j1.0.0
2025-04-01|28|53|44,2025-04-01,2025,28,Gana Mas,1,186519,53,44,New York 10:30,1,186533,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,7,1,3,10|42,False,,,,0,nr-historical-relations-j1.0.0
2025-04-02|44|22|90,2025-04-02,2025,44,Gana Mas,1,186547,22,90,Quiniela Loteka,1,186551,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,11,1,2,70,False,,,,0,nr-historical-relations-j1.0.0
2025-04-02|44|70|90,2025-04-02,2025,44,Gana Mas,1,186547,70,90,Quiniela Loteka,1,186551,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,11,1,2,22,True,1,Quiniela Real,1,4,nr-historical-relations-j1.0.0
2025-04-03|42|7|44,2025-04-03,2025,42,Loteria Nacional,1,186585,7,44,New York 2:30,1,186573,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,7,2,4,22|70|71,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-04-03|42|7|70,2025-04-03,2025,42,Loteria Nacional,1,186585,7,70,Quiniela Real,1,186570,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,10,2,4,22|70|71,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-04-03|44|22|42,2025-04-03,2025,44,New York 2:30,1,186573,22,42,Loteria Nacional,1,186585,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,6,2,4,7|70|71,False,,,,0,nr-historical-relations-j1.0.0
2025-04-03|44|22|70,2025-04-03,2025,44,New York 2:30,1,186573,22,70,Quiniela Real,1,186570,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,10,2,4,7|70|71,False,,,,0,nr-historical-relations-j1.0.0
2025-04-03|44|70|42,2025-04-03,2025,44,New York 2:30,1,186573,70,42,Loteria Nacional,1,186585,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,6,1,4,7|22|71,True,2,Quiniela Loteka,3,4,nr-historical-relations-j1.0.0
2025-04-03|42|71|56,2025-04-03,2025,42,Loteria Nacional,1,186585,71,56,Quiniela Loteka,1,186578,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,3,1,4,7|22|70,True,5,New York 2:30,3,1,nr-historical-relations-j1.0.0
2025-04-08|33|87|28,2025-04-08,2025,33,New York 10:30,1,186733,87,28,Quiniela Leidsa,1,186725,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,2,1,1,,True,1,Gana Mas,2,1,nr-historical-relations-j1.0.0
2025-04-10|39|9|70,2025-04-10,2025,39,Gana Mas,1,186771,9,70,New York 10:30,1,186808,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,10,1,1,,True,7,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2025-04-11|31|88|79,2025-04-11,2025,31,New York 2:30,1,186797,88,79,New York 10:30,1,186816,3|24|88|99,3|24|88|99,3,67|79|88,3,2,1,1,,True,4,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2025-04-13|41|29|70,2025-04-13,2025,41,Loteria Nacional,1,186866,29,70,New York 10:30,1,186874,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,10,1,2,90,False,,,,0,nr-historical-relations-j1.0.0
2025-04-13|46|90|70,2025-04-13,2025,46,Quiniela Leidsa,1,186860,90,70,New York 10:30,1,186874,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,10,1,2,29,True,6,New York 2:30,2,1,nr-historical-relations-j1.0.0
2025-04-14|39|41|12,2025-04-14,2025,39,New York 10:30,1,186906,41,12,Quiniela Real,1,186881,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,1,1,3,56|57,False,,,,0,nr-historical-relations-j1.0.0
2025-04-14|40|56|12,2025-04-14,2025,40,Quiniela Loteka,1,186892,56,12,Quiniela Real,1,186881,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,1,1,3,41|57,False,,,,0,nr-historical-relations-j1.0.0
2025-04-14|30|57|69,2025-04-14,2025,30,Quiniela Leidsa,1,186902,57,69,Gana Mas,1,186885,25|57,25|57,2,11|57|69|91,2,3,1,3,41|56,True,2,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2025-04-17|43|44|9,2025-04-17,2025,43,Quiniela Real,1,186975,44,9,Quiniela Loteka,1,186983,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,2,1,1,,True,7,Loteria Nacional,1,1,nr-historical-relations-j1.0.0
2025-04-19|37|42|63,2025-04-19,2025,37,Quiniela Leidsa,1,187013,42,63,Quiniela Real,1,187005,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,9,1,1,,True,4,New York 10:30,3,1,nr-historical-relations-j1.0.0
