activation_id,case_date,year,origin,origin_lottery,origin_draw_position,origin_source,fuerte,confirmer,confirmer_lottery,confirmer_draw_position,confirmer_source,t1_candidates,t1_group_fuerte,t1_pos_fuerte,t2_group_fuerte,t2_pos_fuerte,t2_pos_confirmer,n_confirmers,n_fuertes_same_day,other_fuertes,fuerte_appeared,first_day_offset,first_lottery,first_draw_position,fuerte_appearance_count,methodology
2021-07-19|43|92|76,2021-07-19,2021,43,New York 10:30,1,49367,92,76,Quiniela Real,1,35401,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,3,1,1,,True,6,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-07-20|38|52|85,2021-07-20,2021,38,Quiniela Loteka,1,655,52,85,Gana Mas,2,162544,20|31|47|52|63|100,20|31|47|52|63|100,4,52|81|85,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-07-22|46|58|94,2021-07-22,2021,46,New York 2:30,1,46901,58,94,Quiniela Real,2,35398,37|58|74|90,37|58|74|90,2,58|84|94,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-07-27|46|90|63,2021-07-27,2021,46,Quiniela Leidsa,2,116092,90,63,New York 10:30,1,49359,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,9,1,1,,True,7,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-07-30|49|35|9,2021-07-30,2021,49,New York 2:30,1,46893,35,9,Quiniela Loteka,1,645,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,2,1,2,90,True,3,Gana Mas,3,3,nr-historical-relations-j1.0.0
2021-07-30|46|90|9,2021-07-30,2021,46,Loteria Nacional,1,108594,90,9,Quiniela Loteka,1,645,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,2,1,2,35,True,4,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-08-03|46|90|29,2021-08-03,2021,46,Quiniela Loteka,1,641,90,29,Gana Mas,1,162530,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,4,2,1,,True,4,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2021-08-03|46|90|53,2021-08-03,2021,46,Quiniela Loteka,1,641,90,53,New York 2:30,1,46889,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,8,2,1,,True,4,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2021-08-04|49|35|7,2021-08-04,2021,49,Quiniela Loteka,1,640,35,7,Gana Mas,1,162529,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,1,1,1,,True,2,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-08-08|34|76|92,2021-08-08,2021,34,New York 2:30,1,46884,76,92,Loteria Nacional,1,108585,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,4,1,1,,True,7,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-08-09|47|84|58,2021-08-09,2021,47,Quiniela Loteka,1,635,84,58,Loteria Nacional,1,108584,4|36|68|79|84,4|36|68|79|84,5,58|84|94,2,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-08-10|42|7|70,2021-08-10,2021,42,Gana Mas,1,162523,7,70,New York 10:30,1,49345,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,10,1,5,23|29|53|71,True,1,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-08-10|42|23|28,2021-08-10,2021,42,Gana Mas,1,162523,23,28,Quiniela Loteka,1,634,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,2,1,5,7|29|53|71,True,6,New York 10:30,2,2,nr-historical-relations-j1.0.0
2021-08-10|41|29|42,2021-08-10,2021,41,Quiniela Leidsa,1,116078,29,42,Gana Mas,1,162523,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,6,2,5,7|23|53|71,False,,,,0,nr-historical-relations-j1.0.0
2021-08-10|41|29|70,2021-08-10,2021,41,Quiniela Leidsa,1,116078,29,70,New York 10:30,1,49345,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,10,2,5,7|23|53|71,False,,,,0,nr-historical-relations-j1.0.0
2021-08-10|28|53|42,2021-08-10,2021,28,Quiniela Loteka,1,634,53,42,Gana Mas,1,162523,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,6,2,5,7|23|29|71,True,6,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2021-08-10|28|53|70,2021-08-10,2021,28,Quiniela Loteka,1,634,53,70,New York 10:30,1,49345,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,10,2,5,7|23|29|71,True,6,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2021-08-10|42|71|41,2021-08-10,2021,42,Gana Mas,1,162523,71,41,Quiniela Leidsa,1,116078,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,2,1,5,7|23|29|53,True,1,New York 2:30,3,1,nr-historical-relations-j1.0.0
2021-08-11|49|35|7,2021-08-11,2021,49,Gana Mas,1,162522,35,7,New York 10:30,1,49344,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,1,1,1,,True,5,New York 2:30,2,2,nr-historical-relations-j1.0.0
2021-08-13|36|32|45,2021-08-13,2021,36,Quiniela Leidsa,1,116075,32,45,Quiniela Real,1,35376,32|48|64|85,32|48|64|85,1,32|45,1,2,1,2,44,True,1,New York 10:30,1,2,nr-historical-relations-j1.0.0
2021-08-13|43|44|22,2021-08-13,2021,43,Gana Mas,1,162520,44,22,Loteria Nacional,1,108580,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,3,2,2,32,False,,,,0,nr-historical-relations-j1.0.0
2021-08-13|43|44|70,2021-08-13,2021,43,Gana Mas,1,162520,44,70,New York 10:30,1,49342,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,10,2,2,32,False,,,,0,nr-historical-relations-j1.0.0
2021-08-16|34|76|92,2021-08-16,2021,34,New York 2:30,1,46876,76,92,New York 10:30,1,49339,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,4,1,1,,True,4,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2021-08-17|39|9|42,2021-08-17,2021,39,Loteria Nacional,1,108577,9,42,Gana Mas,1,162517,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,6,1,1,,True,4,Gana Mas,3,2,nr-historical-relations-j1.0.0
2021-08-22|41|29|53,2021-08-22,2021,41,Gana Mas,1,162512,29,53,New York 2:30,1,46870,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,8,1,1,,True,4,Gana Mas,3,2,nr-historical-relations-j1.0.0
2021-08-23|48|89|41,2021-08-23,2021,48,New York 2:30,1,46869,89,41,Quiniela Loteka,1,621,73|89,73|89,2,12|41|56|71|89,5,2,1,2,93,True,1,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
2021-08-23|41|93|48,2021-08-23,2021,41,Quiniela Loteka,1,621,93,48,New York 2:30,1,46869,13|29|93,13|29|93,3,48|93|97,2,1,1,2,89,True,3,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-08-24|39|46|19,2021-08-24,2021,39,Gana Mas,1,162510,46,19,New York 2:30,1,46868,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,5,19|46|86,2,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-08-26|40|8|80,2021-08-26,2021,40,Quiniela Leidsa,1,116058,8,80,Quiniela Loteka,1,618,8|19|51|56|67|72,8|19|51|56|67|72,1,8|80,1,2,1,3,42|72,True,2,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2021-08-26|37|42|7,2021-08-26,2021,37,Quiniela Real,1,35363,42,7,Loteria Nacional,1,108568,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,1,1,3,8|72,False,,,,0,nr-historical-relations-j1.0.0
2021-08-26|40|72|59,2021-08-26,2021,40,Quiniela Leidsa,1,116058,72,59,New York 10:30,1,49329,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,3,1,3,8|42,True,1,Quiniela Leidsa,3,4,nr-historical-relations-j1.0.0
2021-08-27|48|89|71,2021-08-27,2021,48,Quiniela Leidsa,1,116061,89,71,Gana Mas,1,162507,73|89,73|89,2,12|41|56|71|89,5,4,1,1,,True,1,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2021-08-28|28|26|72,2021-08-28,2021,28,Quiniela Leidsa,1,116060,26,72,New York 10:30,1,49327,21|26|53,21|26|53,2,26|34|59|72,1,4,1,2,73,True,5,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-08-28|48|73|28,2021-08-28,2021,48,New York 2:30,1,46864,73,28,Quiniela Leidsa,1,116060,73|89,73|89,1,23|28|73|77|87,3,2,1,2,26,True,7,Loteria Nacional,1,2,nr-historical-relations-j1.0.0
2021-08-29|47|79|88,2021-08-29,2021,47,New York 10:30,1,49326,79,88,Quiniela Loteka,1,615,4|36|68|79|84,4|36|68|79|84,4,67|79|88,2,3,1,1,,True,2,Quiniela Loteka,3,2,nr-historical-relations-j1.0.0
2021-08-30|51|34|59,2021-08-30,2021,51,Quiniela Loteka,1,614,34,59,New York 2:30,1,46862,34|98,34|98,1,26|34|59|72,2,3,1,1,,True,2,Loteria Nacional,1,3,nr-historical-relations-j1.0.0
2021-08-31|39|9|70,2021-08-31,2021,39,New York 2:30,1,46861,9,70,Quiniela Loteka,1,613,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,10,2,2,30,True,1,New York 2:30,3,4,nr-historical-relations-j1.0.0
2021-08-31|39|9|90,2021-08-31,2021,39,New York 2:30,1,46861,9,90,Quiniela Real,1,35358,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,11,2,2,30,True,1,New York 2:30,3,4,nr-historical-relations-j1.0.0
2021-08-31|39|30|3,2021-08-31,2021,39,New York 2:30,1,46861,30,3,Quiniela Leidsa,1,116057,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,1,1,2,9,True,7,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2021-09-06|44|22|9,2021-09-06,2021,44,Quiniela Real,1,35352,22,9,Loteria Nacional,1,108557,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,2,1,4,35|59|70,False,,,,0,nr-historical-relations-j1.0.0
2021-09-06|49|35|9,2021-09-06,2021,49,New York 2:30,1,46855,35,9,Loteria Nacional,1,108557,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,2,2,4,22|59|70,True,1,Gana Mas,1,1,nr-historical-relations-j1.0.0
2021-09-06|49|35|44,2021-09-06,2021,49,New York 2:30,1,46855,35,44,Quiniela Real,1,35352,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,7,2,4,22|59|70,True,1,Gana Mas,1,1,nr-historical-relations-j1.0.0
2021-09-06|44|59|72,2021-09-06,2021,44,Quiniela Real,1,35352,59,72,Quiniela Leidsa,1,116051,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,4,1,4,22|35|70,True,2,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
2021-09-06|44|70|9,2021-09-06,2021,44,Quiniela Real,1,35352,70,9,Loteria Nacional,1,108557,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,2,1,4,22|35|59,True,1,New York 2:30,3,3,nr-historical-relations-j1.0.0
2021-09-08|43|44|70,2021-09-08,2021,43,Quiniela Real,1,35350,44,70,Loteria Nacional,1,108555,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,10,1,2,92,False,,,,0,nr-historical-relations-j1.0.0
2021-09-08|43|92|68,2021-09-08,2021,43,Quiniela Real,1,35350,92,68,New York 10:30,1,49316,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,2,1,2,44,False,,,,0,nr-historical-relations-j1.0.0
2021-09-12|42|7|53,2021-09-12,2021,42,Quiniela Loteka,1,601,7,53,Loteria Nacional,1,108551,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,8,1,3,23|73,True,6,New York 2:30,2,2,nr-historical-relations-j1.0.0
2021-09-12|42|23|87,2021-09-12,2021,42,Quiniela Loteka,1,601,23,87,Gana Mas,1,162491,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,5,1,3,7|73,True,6,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2021-09-12|48|73|87,2021-09-12,2021,48,New York 10:30,1,49312,73,87,Gana Mas,1,162491,73|89,73|89,1,23|28|73|77|87,3,5,1,3,7|23,False,,,,0,nr-historical-relations-j1.0.0
2021-09-15|41|29|42,2021-09-15,2021,41,Quiniela Loteka,1,598,29,42,New York 10:30,1,49309,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,6,1,2,71,True,1,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2021-09-15|42|71|41,2021-09-15,2021,42,New York 10:30,1,49309,71,41,Quiniela Loteka,1,598,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,2,1,2,29,True,2,New York 2:30,3,2,nr-historical-relations-j1.0.0
2021-09-18|38|63|22,2021-09-18,2021,38,Gana Mas,1,162486,63,22,New York 2:30,1,46843,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,3,1,3,97|100,True,4,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-09-18|52|97|93,2021-09-18,2021,52,Quiniela Loteka,1,595,97,93,Quiniela Real,1,35340,65|97,65|97,2,48|93|97,3,2,1,3,63|100,False,,,,0,nr-historical-relations-j1.0.0
2021-09-18|38|100|1,2021-09-18,2021,38,Gana Mas,1,162486,100,1,Quiniela Leidsa,1,116039,20|31|47|52|63|100,20|31|47|52|63|100,6,1|10|100,3,1,1,3,63|97,False,,,,0,nr-historical-relations-j1.0.0
2021-09-19|41|13|17,2021-09-19,2021,41,Quiniela Leidsa,1,116038,13,17,Gana Mas,1,162485,13|29|93,13|29|93,1,13|17,1,2,1,2,29,False,,,,0,nr-historical-relations-j1.0.0
2021-09-19|41|29|70,2021-09-19,2021,41,Quiniela Leidsa,1,116038,29,70,Quiniela Real,1,35339,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,10,1,2,13,True,6,New York 2:30,1,2,nr-historical-relations-j1.0.0
2021-09-21|26|27|76,2021-09-21,2021,26,New York 2:30,1,46840,27,76,Quiniela Leidsa,1,116036,27|38,27|38,1,27|68|76|92,1,3,1,1,,True,2,Loteria Nacional,2,3,nr-historical-relations-j1.0.0
2021-09-23|28|53|9,2021-09-23,2021,28,Quiniela Loteka,1,590,53,9,Quiniela Real,1,35335,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,2,1,2,84,True,5,Gana Mas,2,1,nr-historical-relations-j1.0.0
2021-09-23|47|84|58,2021-09-23,2021,47,New York 10:30,1,49301,84,58,Gana Mas,1,162481,4|36|68|79|84,4|36|68|79|84,5,58|84|94,2,1,1,2,53,True,3,New York 10:30,2,1,nr-historical-relations-j1.0.0
2021-09-25|46|90|29,2021-09-25,2021,46,Quiniela Real,1,35333,90,29,New York 2:30,1,46836,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-09-26|49|35|22,2021-09-26,2021,49,Loteria Nacional,1,108538,35,22,Quiniela Loteka,1,587,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-09-28|40|8|80,2021-09-28,2021,40,Quiniela Loteka,1,585,8,80,Loteria Nacional,1,108536,8|19|51|56|67|72,8|19|51|56|67|72,1,8|80,1,2,1,2,67,True,1,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-09-28|40|67|79,2021-09-28,2021,40,Quiniela Loteka,1,585,67,79,New York 10:30,1,49296,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,2,2,2,8,True,1,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2021-09-28|40|67|88,2021-09-28,2021,40,Quiniela Loteka,1,585,67,88,New York 2:30,2,46833,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,3,2,2,8,True,1,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2021-09-29|41|29|9,2021-09-29,2021,41,Loteria Nacional,1,108535,29,9,New York 2:30,1,46832,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-09-30|40|56|12,2021-09-30,2021,40,Gana Mas,1,162475,56,12,New York 2:30,1,46831,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,1,1,1,,True,1,Quiniela Loteka,3,2,nr-historical-relations-j1.0.0
2021-10-01|43|28|23,2021-10-01,2021,43,New York 10:30,1,49293,28,23,New York 2:30,1,46830,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,1,1,2,44,True,3,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2021-10-01|43|44|53,2021-10-01,2021,43,New York 10:30,1,49293,44,53,Gana Mas,1,162474,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,8,1,2,28,True,5,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2021-10-02|41|29|22,2021-10-02,2021,41,Quiniela Real,1,35326,29,22,New York 10:30,1,49292,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,3,1,3,35|63,True,5,New York 2:30,1,1,nr-historical-relations-j1.0.0
2021-10-02|49|35|22,2021-10-02,2021,49,Quiniela Loteka,1,581,35,22,New York 10:30,1,49292,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,3,1,3,29|63,True,2,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2021-10-02|38|63|22,2021-10-02,2021,38,Loteria Nacional,1,108532,63,22,New York 10:30,1,49292,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,3,1,3,29|35,True,2,Gana Mas,2,4,nr-historical-relations-j1.0.0
2021-10-03|52|97|93,2021-10-03,2021,52,Quiniela Real,1,35325,97,93,New York 10:30,1,49291,65|97,65|97,2,48|93|97,3,2,1,1,,True,3,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2021-10-04|39|9|35,2021-10-04,2021,39,New York 2:30,1,46827,9,35,Quiniela Real,1,35324,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,5,2,2,11,True,2,New York 10:30,3,2,nr-historical-relations-j1.0.0
2021-10-04|39|9|70,2021-10-04,2021,39,New York 2:30,1,46827,9,70,New York 10:30,1,49290,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,10,2,2,11,True,2,New York 10:30,3,2,nr-historical-relations-j1.0.0
2021-10-04|35|11|69,2021-10-04,2021,35,Quiniela Real,1,35324,11,69,Quiniela Leidsa,1,116023,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,3,1,2,9,True,7,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2021-10-10|52|65|82,2021-10-10,2021,52,Quiniela Loteka,1,573,65,82,Loteria Nacional,1,108524,65|97,65|97,1,37|65|82,2,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-10-13|38|63|70,2021-10-13,2021,38,Quiniela Leidsa,1,116014,63,70,Quiniela Real,1,35315,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,10,1,1,,True,2,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2021-10-14|35|6|60,2021-10-14,2021,35,Quiniela Real,1,35314,6,60,New York 10:30,1,49280,6|11|43|54|86,6|11|43|54|86,1,6|60,1,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-10-15|39|94|84,2021-10-15,2021,39,New York 2:30,1,46816,94,84,Quiniela Loteka,1,568,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,2,1,1,,True,4,Gana Mas,2,1,nr-historical-relations-j1.0.0
2021-10-16|28|26|34,2021-10-16,2021,28,New York 10:30,1,49278,26,34,Gana Mas,1,162460,21|26|53,21|26|53,2,26|34|59|72,1,2,1,4,53|69|77,True,1,Quiniela Loteka,1,4,nr-historical-relations-j1.0.0
2021-10-16|28|53|29,2021-10-16,2021,28,New York 10:30,1,49278,53,29,Quiniela Real,1,35312,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,4,1,4,26|69|77,True,6,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2021-10-16|45|69|91,2021-10-16,2021,45,New York 2:30,1,46815,69,91,Loteria Nacional,1,108518,69|80,69|80,1,11|57|69|91,3,4,1,4,26|53|77,True,4,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2021-10-16|32|77|28,2021-10-16,2021,32,Quiniela Loteka,1,567,77,28,New York 10:30,1,49278,77,77,1,23|28|73|77|87,4,2,1,4,26|53|69,True,6,Gana Mas,2,1,nr-historical-relations-j1.0.0
2021-10-17|28|21|51,2021-10-17,2021,28,Gana Mas,1,162459,21,51,New York 2:30,1,46814,21|26|53,21|26|53,1,21|51,1,2,1,3,34|37,True,2,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2021-10-17|51|34|26,2021-10-17,2021,51,New York 2:30,1,46814,34,26,Quiniela Loteka,1,566,34|98,34|98,1,26|34|59|72,2,1,1,3,21|37,True,5,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-10-17|46|37|82,2021-10-17,2021,46,Quiniela Leidsa,1,116010,37,82,New York 10:30,1,49277,37|58|74|90,37|58|74|90,1,37|65|82,1,3,1,3,21|34,False,,,,0,nr-historical-relations-j1.0.0
2021-10-18|43|12|56,2021-10-18,2021,43,Quiniela Loteka,1,565,12,56,Quiniela Real,1,35310,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,3,1,4,30|41|94,True,3,New York 2:30,3,2,nr-historical-relations-j1.0.0
2021-10-18|39|30|3,2021-10-18,2021,39,Loteria Nacional,1,108516,30,3,Gana Mas,1,162458,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,1,1,4,12|41|94,False,,,,0,nr-historical-relations-j1.0.0
2021-10-18|39|41|56,2021-10-18,2021,39,Loteria Nacional,1,108516,41,56,Quiniela Real,1,35310,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,3,1,4,12|30|94,True,3,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2021-10-18|39|94|84,2021-10-18,2021,39,Loteria Nacional,1,108516,94,84,Quiniela Leidsa,1,116009,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,2,1,4,12|30|41,True,1,Gana Mas,2,2,nr-historical-relations-j1.0.0
2021-10-20|40|67|88,2021-10-20,2021,40,Quiniela Loteka,1,563,67,88,Quiniela Leidsa,1,116007,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,3,1,1,,True,5,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2021-10-21|47|68|27,2021-10-21,2021,47,Quiniela Leidsa,1,116006,68,27,Loteria Nacional,1,108513,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,1,2,1,,True,2,Quiniela Loteka,2,3,nr-historical-relations-j1.0.0
2021-10-21|47|68|92,2021-10-21,2021,47,Quiniela Leidsa,1,116006,68,92,New York 10:30,1,49273,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,4,2,1,,True,2,Quiniela Loteka,2,3,nr-historical-relations-j1.0.0
2021-10-25|42|71|56,2021-10-25,2021,42,Quiniela Real,1,35303,71,56,New York 10:30,1,49269,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,3,1,1,,True,1,New York 10:30,2,4,nr-historical-relations-j1.0.0
2021-10-28|40|51|21,2021-10-28,2021,40,New York 10:30,1,49266,51,21,Loteria Nacional,1,108506,8|19|51|56|67|72,8|19|51|56|67|72,3,21|51,2,1,1,2,87,True,5,New York 2:30,3,3,nr-historical-relations-j1.0.0
2021-10-28|33|87|23,2021-10-28,2021,33,Quiniela Loteka,1,555,87,23,Quiniela Leidsa,1,115999,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,1,2,2,51,True,2,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2021-10-28|33|87|73,2021-10-28,2021,33,Quiniela Loteka,1,555,87,73,Quiniela Real,1,35300,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,3,2,2,51,True,2,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2021-10-29|43|12|71,2021-10-29,2021,43,New York 2:30,1,46802,12,71,Quiniela Loteka,1,554,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,4,2,2,91,False,,,,0,nr-historical-relations-j1.0.0
2021-10-29|43|12|89,2021-10-29,2021,43,New York 2:30,1,46802,12,89,Loteria Nacional,1,108505,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,5,2,2,91,False,,,,0,nr-historical-relations-j1.0.0
2021-10-29|44|91|69,2021-10-29,2021,44,New York 10:30,1,49265,91,69,Quiniela Real,1,35299,22|59|70|75|91,22|59|70|75|91,5,11|57|69|91,4,3,1,2,12,True,1,Quiniela Leidsa,2,3,nr-historical-relations-j1.0.0
2021-10-31|43|44|29,2021-10-31,2021,43,Quiniela Loteka,1,552,44,29,New York 2:30,1,46800,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,4,2,1,,True,1,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-10-31|43|44|90,2021-10-31,2021,43,Quiniela Loteka,1,552,44,90,Loteria Nacional,1,108503,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,11,2,1,,True,1,Gana Mas,3,1,nr-historical-relations-j1.0.0
2021-11-01|39|14|54,2021-11-01,2021,39,Quiniela Real,1,35296,14,54,Quiniela Leidsa,1,115995,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,2,14|54,1,2,1,3,30|41,True,3,Gana Mas,2,4,nr-historical-relations-j1.0.0
2021-11-01|39|30|3,2021-11-01,2021,39,Quiniela Real,1,35296,30,3,Loteria Nacional,1,108502,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,1,1,3,14|41,True,3,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2021-11-01|39|41|56,2021-11-01,2021,39,Quiniela Real,1,35296,41,56,Quiniela Loteka,1,551,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,3,1,3,14|30,True,4,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
