case_date,fuerte,origin,confirmer,n_confirmers,n_fuertes_same_day,all_fuertes,t1_pos_fuerte,fuerte_appeared,first_day_offset
2022-02-25,13,41,17,1,4,13|56|89|93,1,True,4
2022-02-25,56,40,41,1,4,13|56|89|93,4,False,
2022-02-25,89,48,41,1,4,13|56|89|93,2,True,3
2022-02-25,93,41,48,1,4,13|56|89|93,3,True,1
2022-02-28,26,28,72,1,5,26|53|59|63|70,2,True,7
2022-02-28,53,28,22,2,5,26|53|59|63|70,3,True,1
2022-02-28,59,44,26,2,5,26|53|59|63|70,2,False,
2022-02-28,63,38,22,2,5,26|53|59|63|70,5,True,5
2022-02-28,70,44,22,1,5,26|53|59|63|70,3,True,1
2022-03-01,70,44,22,1,2,70|75,3,True,2
2022-03-01,75,44,62,1,2,70|75,4,False,
2022-03-03,44,43,7,1,2,44|81,3,True,2
2022-03-03,81,43,52,1,2,44|81,5,True,2
2022-03-05,22,44,7,1,4,22|70|74|90,1,True,4
2022-03-05,70,44,7,1,4,22|70|74|90,3,True,2
2022-03-05,74,46,31,1,4,22|70|74|90,3,False,
2022-03-05,90,46,7,2,4,22|70|74|90,4,True,5
2022-03-06,11,35,57,1,2,11|53,2,True,4
2022-03-06,53,28,35,1,2,11|53,3,False,
2022-03-11,22,44,7,1,2,22|70,1,True,3
2022-03-11,70,44,7,2,2,22|70,3,True,1
2022-03-14,41,39,71,1,2,41|82,4,True,3
2022-03-14,82,33,65,1,2,41|82,3,True,3
2022-03-16,39,33,78,1,2,39|56,2,False,
2022-03-16,56,40,89,1,2,39|56,4,True,5
2022-03-17,7,42,9,1,2,7|50,1,True,3
2022-03-17,50,42,5,1,2,7|50,4,False,
2022-03-22,21,28,51,1,2,21|96,1,True,2
2022-03-22,96,54,15,1,2,21|96,1,False,
2022-03-25,27,26,76,1,3,27|68|69,1,False,
2022-03-25,68,47,76,1,3,27|68|69,3,True,3
2022-03-25,69,45,57,1,3,27|68|69,1,True,7
2022-03-27,20,38,2,1,4,20|29|63|70,1,False,
2022-03-27,29,41,22,2,4,20|29|63|70,2,True,5
2022-03-27,63,38,22,2,4,20|29|63|70,5,False,
2022-03-27,70,44,22,1,4,20|29|63|70,3,False,
2022-03-28,44,43,53,1,2,44|90,3,True,1
2022-03-28,90,46,53,1,2,44|90,4,True,1
2022-03-31,22,44,90,1,5,22|29|70|89|93,1,True,5
2022-03-31,29,41,44,2,5,22|29|70|89|93,2,True,1
2022-03-31,70,44,90,1,5,22|29|70|89|93,3,True,4
2022-03-31,89,48,41,2,5,22|29|70|89|93,2,False,
2022-03-31,93,41,48,1,5,22|29|70|89|93,3,True,3
2022-04-04,89,48,41,1,2,89|93,2,True,5
2022-04-04,93,41,48,2,2,89|93,3,True,7
2022-04-06,29,41,7,1,3,29|89|93,2,True,2
2022-04-06,89,48,41,1,3,29|89|93,2,True,3
2022-04-06,93,41,48,1,3,29|89|93,3,True,5
2022-04-17,22,44,53,1,3,22|45|70,1,False,
2022-04-17,45,50,32,1,3,22|45|70,1,False,
2022-04-17,70,44,53,1,3,22|45|70,3,True,4
2022-04-22,7,42,29,1,3,7|50|73,1,False,
2022-04-22,50,42,5,1,3,7|50|73,4,False,
2022-04-22,73,48,23,1,3,7|50|73,1,False,
2022-04-23,58,46,84,1,2,58|90,2,True,1
2022-04-23,90,46,70,1,2,58|90,4,True,1
2022-04-24,7,42,90,1,2,7|84,1,False,
2022-04-24,84,47,58,1,2,7|84,5,True,4
2022-04-27,21,28,51,1,2,21|34,1,True,5
2022-04-27,34,51,26,1,2,21|34,1,True,6
2022-04-29,7,42,44,2,3,7|22|70,1,False,
2022-04-29,22,44,42,2,3,7|22|70,1,True,1
2022-04-29,70,44,42,1,3,7|22|70,3,True,4
2022-04-30,52,38,81,1,3,52|63|85,4,True,3
2022-04-30,63,38,29,1,3,52|63|85,5,True,2
2022-04-30,85,36,81,1,3,52|63|85,4,True,2
2022-05-04,77,32,28,1,2,77|83,1,True,7
2022-05-04,83,49,3,1,2,77|83,3,True,2
2022-05-06,35,49,22,2,2,35|44,1,False,
2022-05-06,44,43,22,2,2,35|44,3,True,3
2022-05-13,63,38,44,1,2,63|91,5,True,6
2022-05-13,91,44,69,1,2,63|91,5,True,1
2022-05-26,1,34,10,1,3,1|26|53,1,True,5
2022-05-26,26,28,34,1,3,1|26|53,2,True,1
2022-05-26,53,28,63,1,3,1|26|53,3,True,7
2022-05-27,6,35,60,1,3,6|86|90,1,True,1
2022-05-27,86,35,46,1,3,6|86|90,5,True,4
2022-05-27,90,46,35,1,3,6|86|90,4,True,2
2022-06-01,28,43,87,1,3,28|72|73,2,True,1
2022-06-01,72,40,34,1,3,28|72|73,6,True,1
2022-06-01,73,48,87,1,3,28|72|73,1,True,5
2022-06-02,26,28,72,1,2,26|53,2,False,
2022-06-02,53,28,90,1,2,26|53,3,True,3
2022-06-05,28,43,87,1,3,28|44|77,2,True,1
2022-06-05,44,43,22,1,3,28|44|77,3,False,
2022-06-05,77,32,87,1,3,28|44|77,1,False,
2022-06-07,35,49,53,1,2,35|42,1,False,
2022-06-07,42,37,53,1,2,35|42,3,True,1
2022-06-16,35,49,22,2,4,35|63|70|91,1,True,1
2022-06-16,63,38,22,2,4,35|63|70|91,5,False,
2022-06-16,70,44,22,1,4,35|63|70|91,3,True,1
2022-06-16,91,44,57,1,4,35|63|70|91,5,True,1
2022-06-30,63,38,22,1,2,63|79,5,True,3
2022-06-30,79,47,67,2,2,63|79,4,True,4
2022-07-03,42,37,29,2,2,42|53,3,True,5
2022-07-03,53,28,29,2,2,42|53,3,False,
2022-07-05,51,40,21,1,2,51|67,3,True,2
2022-07-05,67,40,79,1,2,51|67,5,False,
2022-07-06,10,37,1,1,2,10|42,2,True,7
2022-07-06,42,37,7,2,2,10|42,3,True,2
2022-07-13,10,37,1,1,2,10|42,2,False,
2022-07-13,42,37,63,1,2,10|42,3,True,5
2022-07-15,22,44,7,2,2,22|70,1,True,5
2022-07-15,70,44,7,2,2,22|70,3,True,5
2022-07-23,41,39,56,1,2,41|62,4,True,1
2022-07-23,62,39,75,1,2,41|62,6,True,7
2022-07-28,7,42,29,1,5,7|9|23|50|53,1,True,3
2022-07-28,9,39,29,2,5,7|9|23|50|53,1,True,2
2022-07-28,23,42,28,1,5,7|9|23|50|53,3,True,1
2022-07-28,50,42,5,1,5,7|9|23|50|53,4,True,5
2022-07-28,53,28,29,2,5,7|9|23|50|53,3,True,2
2022-08-03,42,37,35,1,2,42|65,3,True,1
2022-08-03,65,52,37,1,2,42|65,1,True,1
2022-08-17,7,42,63,1,2,7|79,1,True,2
2022-08-17,79,47,88,1,2,7|79,4,True,6
2022-08-23,5,37,50,1,2,5|42,1,False,
2022-08-23,42,37,22,2,2,5|42,3,True,5
2022-08-25,22,44,90,1,2,22|70,1,True,3
2022-08-25,70,44,90,1,2,22|70,3,False,
2022-08-28,7,42,29,1,5,7|29|71|89|93,1,True,3
2022-08-28,29,41,7,2,5,7|29|71|89|93,2,False,
2022-08-28,71,42,41,1,5,7|29|71|89|93,7,True,1
2022-08-28,89,48,41,1,5,7|29|71|89|93,2,True,7
2022-08-28,93,41,48,1,5,7|29|71|89|93,3,True,5
2022-08-30,9,39,44,1,3,9|25|42,1,True,7
2022-08-30,25,30,16,1,3,9|25|42,1,True,3
2022-08-30,42,37,44,1,3,9|25|42,3,True,1
2022-09-02,22,44,63,1,3,22|35|70,1,True,1
2022-09-02,35,49,44,2,3,22|35|70,1,True,4
2022-09-02,70,44,63,1,3,22|35|70,3,False,
2022-09-08,23,42,28,1,2,23|53,3,False,
2022-09-08,53,28,42,1,2,23|53,3,True,1
2022-09-09,14,39,54,1,2,14|94,2,True,7
2022-09-09,94,39,84,1,2,14|94,8,True,5
2022-09-10,89,48,41,1,2,89|93,2,True,6
2022-09-10,93,41,48,1,2,89|93,3,True,1
2022-09-15,7,42,29,1,3,7|23|53,1,True,2
2022-09-15,23,42,28,1,3,7|23|53,3,True,2
2022-09-15,53,28,29,2,3,7|23|53,3,True,5
2022-09-17,52,38,85,1,2,52|63,4,False,
2022-09-17,63,38,7,1,2,52|63,5,True,3
2022-09-22,67,40,88,1,2,67|89,5,True,5
2022-09-22,89,48,56,1,2,67|89,2,True,6
2022-09-27,12,43,71,1,3,12|28|92,1,True,1
2022-09-27,28,43,73,1,3,12|28|92,2,True,1
2022-09-27,92,43,27,1,3,12|28|92,6,True,3
2022-10-09,9,39,29,1,2,9|48,1,True,3
2022-10-09,48,36,97,1,2,9|48,2,True,4
2022-10-11,9,39,42,1,3,9|41|71,1,True,1
2022-10-11,41,39,56,1,3,9|41|71,4,True,4
2022-10-11,71,42,56,1,3,9|41|71,7,True,7
2022-10-12,63,38,9,2,2,63|100,5,True,4
2022-10-12,100,38,10,1,2,63|100,6,False,
2022-10-14,65,52,37,1,4,65|82|87|97,1,True,5
2022-10-14,82,33,37,1,4,65|82|87|97,3,True,2
2022-10-14,87,33,77,1,4,65|82|87|97,4,True,4
2022-10-14,97,52,93,1,4,65|82|87|97,2,True,1
2022-10-16,28,43,77,1,2,28|44,2,True,1
2022-10-16,44,43,63,1,2,28|44,3,False,
2022-10-26,44,43,29,1,2,44|69,3,True,3
2022-10-26,69,45,11,1,2,44|69,1,True,1
2022-10-27,23,42,73,1,4,23|71|89|90,3,True,3
2022-10-27,71,42,56,1,4,23|71|89|90,7,False,
2022-10-27,89,48,56,2,4,23|71|89|90,2,True,2
2022-10-27,90,46,42,1,4,23|71|89|90,4,True,3
2022-10-29,63,38,44,1,2,63|75,5,True,7
2022-10-29,75,44,62,1,2,63|75,4,True,3
2022-10-30,80,45,8,1,2,80|84,2,True,7
2022-10-30,84,47,94,1,2,80|84,5,False,
2022-11-02,20,38,2,1,2,20|63,1,True,4
2022-11-02,63,38,22,1,2,20|63,5,True,3
2022-11-03,29,41,22,1,2,29|79,2,False,
2022-11-03,79,47,67,1,2,29|79,4,True,1
2022-11-20,35,49,7,1,2,35|44,1,False,
2022-11-20,44,43,7,1,2,35|44,3,False,
2022-11-28,9,39,70,1,2,9|41,1,True,2
2022-11-28,41,39,56,1,2,9|41,4,True,7
2022-11-30,22,44,9,1,2,22|70,1,False,
2022-11-30,70,44,9,1,2,22|70,3,True,6
2022-12-03,3,31,30,1,2,3|83,1,True,2
2022-12-03,83,49,30,1,2,3|83,3,True,2
2022-12-07,3,31,83,1,2,3|7,1,False,
2022-12-07,7,42,70,1,2,3|7,1,True,6
2022-12-11,9,39,44,1,2,9|32,1,True,2
2022-12-11,32,36,45,1,2,9|32,1,True,3
2022-12-22,7,42,22,2,3,7|22|70,1,True,2
2022-12-22,22,44,42,1,3,7|22|70,1,True,1
2022-12-22,70,44,22,2,3,7|22|70,3,True,1
2022-12-28,7,42,53,1,2,7|23,1,True,1
2022-12-28,23,42,77,1,2,7|23,3,False,
2023-01-05,10,37,1,1,2,10|65,2,True,4
2023-01-05,65,52,37,1,2,10|65,1,True,7
2023-01-07,35,49,7,1,3,35|42|63,1,True,3
2023-01-07,42,37,7,1,3,35|42|63,3,True,1
2023-01-07,63,38,7,1,3,35|42|63,5,True,3
2023-01-08,7,42,53,1,2,7|77,1,True,2
2023-01-08,77,32,23,1,2,7|77,1,True,3
2023-01-10,15,29,96,1,2,15|44,1,True,1
2023-01-10,44,43,29,1,2,15|44,3,True,1
2023-01-11,42,37,44,1,3,42|59|76,3,True,1
2023-01-11,59,44,34,1,3,42|59|76,2,True,3
2023-01-11,76,34,27,1,3,42|59|76,5,True,7
2023-01-12,7,42,90,1,2,7|84,1,True,5
2023-01-12,84,47,94,1,2,7|84,5,True,1
2023-01-14,44,43,9,1,3,44|53|63,3,False,
2023-01-14,53,28,9,1,3,44|53|63,3,False,
2023-01-14,63,38,9,1,3,44|53|63,5,True,1
2023-01-22,48,36,93,1,3,48|85|97,2,False,
2023-01-22,85,36,52,1,3,48|85|97,4,True,1
2023-01-22,97,52,93,1,3,48|85|97,2,True,2
2023-01-25,81,43,85,1,2,81|82,5,True,1
2023-01-25,82,33,65,1,2,81|82,3,True,2
2023-01-29,53,28,7,1,2,53|97,3,False,
2023-01-29,97,52,93,1,2,53|97,2,True,7
2023-02-02,45,50,32,1,3,45|58|94,1,False,
2023-02-02,58,46,84,1,3,45|58|94,2,True,2
2023-02-02,94,39,84,1,3,45|58|94,8,True,2
2023-02-08,9,39,70,1,3,9|27|72,1,True,1
2023-02-08,27,26,68,1,3,9|27|72,1,True,6
2023-02-08,72,40,26,1,3,9|27|72,6,True,1
2023-02-11,31,38,74,1,2,31|83,2,True,2
2023-02-11,83,49,3,1,2,31|83,3,True,1
2023-02-14,22,44,53,1,2,22|70,1,True,2
2023-02-14,70,44,53,1,2,22|70,3,True,1
2023-02-24,22,44,90,1,3,22|70|75,1,True,4
2023-02-24,70,44,90,1,3,22|70|75,3,True,1
2023-02-24,75,44,62,1,3,22|70|75,4,False,
2023-02-26,44,43,42,1,3,44|71|92,3,False,
2023-02-26,71,42,12,1,3,44|71|92,7,False,
2023-02-26,92,43,68,1,3,44|71|92,6,True,7
2023-03-03,7,42,53,1,2,7|72,1,True,6
2023-03-03,72,40,34,1,2,7|72,6,False,
2023-03-07,27,26,76,1,2,27|92,1,True,3
2023-03-07,92,43,76,1,2,27|92,6,True,7
2023-03-08,74,46,31,1,2,74|90,3,True,2
2023-03-08,90,46,22,2,2,74|90,4,True,1
2023-03-16,27,26,68,1,3,27|68|79,1,True,3
2023-03-16,68,47,27,1,3,27|68|79,3,True,7
2023-03-16,79,47,67,1,3,27|68|79,4,True,2
2023-03-19,22,44,29,1,2,22|70,1,True,3
2023-03-19,70,44,29,1,2,22|70,3,True,6
2023-03-22,12,43,41,1,3,12|29|44,1,True,4
2023-03-22,29,41,22,2,3,12|29|44,2,False,
2023-03-22,44,43,22,2,3,12|29|44,3,True,5
2023-04-01,9,39,35,1,4,9|41|46|86,1,True,7
2023-04-01,41,39,56,1,4,9|41|46|86,4,True,2
2023-04-01,46,39,19,1,4,9|41|46|86,5,False,
2023-04-01,86,35,19,1,4,9|41|46|86,5,True,4
2023-04-09,27,26,68,1,2,27|92,1,True,2
2023-04-09,92,43,68,1,2,27|92,6,True,7
2023-04-12,29,41,22,1,2,29|35,2,True,4
2023-04-12,35,49,22,1,2,29|35,1,True,3
2023-04-13,7,42,9,2,2,7|71,1,True,2
2023-04-13,71,42,56,1,2,7|71,7,True,6
2023-04-20,17,34,13,1,2,17|83,2,False,
2023-04-20,83,49,30,1,2,17|83,3,False,
2023-04-21,10,37,1,1,2,10|34,2,False,
2023-04-21,34,51,59,1,2,10|34,1,True,3
2023-05-03,9,39,53,1,2,9|46,1,True,3
2023-05-03,46,39,19,1,2,9|46,5,False,
2023-05-04,28,43,73,1,2,28|92,2,True,6
2023-05-04,92,43,68,1,2,28|92,6,True,1
2023-05-06,25,30,16,1,3,25|44|92,1,True,7
2023-05-06,44,43,9,1,3,25|44|92,3,True,1
2023-05-06,92,43,27,1,3,25|44|92,6,True,2
2023-05-07,7,42,63,1,3,7|9|94,1,False,
2023-05-07,9,39,42,2,3,7|9|94,1,True,7
2023-05-07,94,39,84,1,3,7|9|94,8,False,
2023-05-09,31,38,74,1,2,31|63,2,True,2
2023-05-09,63,38,29,1,2,31|63,5,True,6
2023-05-15,9,39,63,1,3,9|41|46,1,True,4
2023-05-15,41,39,89,1,3,9|41|46,4,True,4
2023-05-15,46,39,86,1,3,9|41|46,5,True,1
2023-05-21,22,44,7,2,2,22|70,1,True,4
2023-05-21,70,44,7,3,2,22|70,3,False,
2023-05-24,2,33,20,1,3,2|68|87,1,False,
2023-05-24,68,47,76,1,3,2|68|87,3,True,1
2023-05-24,87,33,23,1,3,2|68|87,4,True,2
2023-05-29,7,42,90,1,3,7|29|71,1,True,5
2023-05-29,29,41,42,2,3,7|29|71,2,True,5
2023-05-29,71,42,41,1,3,7|29|71,7,True,3
2023-05-30,3,31,30,1,2,3|57,1,False,
2023-05-30,57,30,11,1,2,3|57,2,True,5
2023-06-03,9,39,7,1,3,9|30|44,1,True,1
2023-06-03,30,39,83,1,3,9|30|44,3,False,
2023-06-03,44,43,7,1,3,9|30|44,3,True,7
2023-06-06,56,40,12,1,4,56|67|72|89,4,False,
2023-06-06,67,40,88,1,4,56|67|72|89,5,True,3
2023-06-06,72,40,59,1,4,56|67|72|89,6,True,2
2023-06-06,89,48,12,1,4,56|67|72|89,2,True,5
2023-06-10,22,44,9,1,3,22|59|70,1,True,3
2023-06-10,59,44,34,1,3,22|59|70,2,True,3
2023-06-10,70,44,9,1,3,22|59|70,3,True,1
2023-06-17,9,39,35,1,4,9|14|86|90,1,True,1
2023-06-17,14,39,54,1,4,9|14|86|90,2,True,2
2023-06-17,86,35,46,1,4,9|14|86|90,5,True,5
2023-06-17,90,46,9,2,4,9|14|86|90,4,True,1
2023-06-19,28,43,73,1,2,28|44,2,True,7
2023-06-19,44,43,70,1,2,28|44,3,True,7
2023-06-23,28,43,87,1,3,28|44|63,2,True,3
2023-06-23,44,43,9,1,3,28|44|63,3,True,3
2023-06-23,63,38,9,1,3,28|44|63,5,True,7
2023-06-26,20,38,2,1,3,20|68|79,1,True,3
2023-06-26,68,47,76,1,3,20|68|79,3,True,2
2023-06-26,79,47,67,1,3,20|68|79,4,True,3
2023-06-29,9,39,7,1,2,9|94,1,False,
2023-06-29,94,39,84,1,2,9|94,8,True,1
2023-06-30,26,28,59,2,3,26|53|87,2,True,5
2023-06-30,53,28,7,1,3,26|53|87,3,True,4
2023-06-30,87,33,28,1,3,26|53|87,4,True,6
2023-07-07,9,39,63,1,2,9|30,1,True,3
2023-07-07,30,39,3,1,2,9|30,3,True,5
2023-07-08,53,28,44,1,2,53|77,3,False,
2023-07-08,77,32,28,1,2,53|77,1,False,
2023-07-16,22,44,9,1,2,22|70,1,True,4
2023-07-16,70,44,9,2,2,22|70,3,True,2
2023-07-18,29,41,63,1,2,29|56,2,False,
2023-07-18,56,40,41,1,2,29|56,4,True,6
2023-07-20,65,52,37,1,2,65|97,1,False,
2023-07-20,97,52,93,1,2,65|97,2,False,
2023-07-24,29,41,42,1,3,29|63|71,2,False,
2023-07-24,63,38,42,1,3,29|63|71,5,False,
2023-07-24,71,42,41,2,3,29|63|71,7,True,5
2023-07-25,26,28,59,1,2,26|77,2,True,7
2023-07-25,77,32,28,1,2,26|77,1,False,
2023-07-30,42,37,22,2,2,42|63,3,True,3
2023-07-30,63,38,22,2,2,42|63,5,True,6
2023-08-03,37,46,65,1,2,37|74,1,True,4
2023-08-03,74,46,31,1,2,37|74,3,True,2
2023-08-14,82,33,37,1,2,82|87,3,True,1
2023-08-14,87,33,73,1,2,82|87,4,True,3
2023-08-18,22,44,9,1,2,22|70,1,True,3
2023-08-18,70,44,9,1,2,22|70,3,False,
2023-08-21,79,47,67,1,2,79|90,4,True,3
2023-08-21,90,46,22,1,2,79|90,4,False,
2023-08-27,79,47,67,1,2,79|84,4,True,2
2023-08-27,84,47,58,1,2,79|84,5,True,4
2023-08-29,26,28,59,1,2,26|53,2,True,6
2023-08-29,53,28,7,2,2,26|53,3,True,2
2023-09-04,7,42,35,1,3,7|9|35,1,True,4
2023-09-04,9,39,35,2,3,7|9|35,1,True,1
2023-09-04,35,49,42,1,3,7|9|35,1,False,
2023-09-06,12,43,41,1,3,12|68|92,1,True,1
2023-09-06,68,47,76,1,3,12|68|92,3,True,2
2023-09-06,92,43,76,1,3,12|68|92,6,True,1
2023-09-12,1,34,10,1,3,1|7|71,1,False,
2023-09-12,7,42,53,1,3,1|7|71,1,False,
2023-09-12,71,42,56,1,3,1|7|71,7,True,3
2023-09-13,53,28,90,1,2,53|87,3,True,4
2023-09-13,87,33,28,1,2,53|87,4,True,3
2023-09-14,76,34,68,2,2,76|85,5,True,4
2023-09-14,85,36,81,1,2,76|85,4,False,
2023-09-16,27,26,92,1,2,27|68,1,True,7
2023-09-16,68,47,92,1,2,27|68,3,False,
2023-09-22,4,47,40,1,2,4|35,1,True,3
2023-09-22,35,49,63,1,2,4|35,1,False,
2023-09-25,10,37,1,1,2,10|65,2,True,1
2023-09-25,65,52,37,2,2,10|65,1,True,1
2023-09-27,5,37,50,1,3,5|42|85,1,True,3
2023-09-27,42,37,53,1,3,5|42|85,3,True,3
2023-09-27,85,36,81,1,3,5|42|85,4,True,1
2023-09-30,17,34,13,1,2,17|85,2,True,1
2023-09-30,85,36,52,1,2,17|85,4,True,3
2023-10-01,59,44,72,1,2,59|63,2,True,5
2023-10-01,63,38,44,1,2,59|63,5,True,5
2023-10-08,59,44,72,1,2,59|90,2,True,5
2023-10-08,90,46,44,1,2,59|90,4,False,
2023-10-10,22,44,7,1,3,22|59|70,1,False,
2023-10-10,59,44,26,2,3,22|59|70,2,True,3
2023-10-10,70,44,7,1,3,22|59|70,3,False,
2023-10-13,11,35,57,1,3,11|69|80,2,True,2
2023-10-13,69,45,57,1,3,11|69|80,1,False,
2023-10-13,80,45,8,1,3,11|69|80,2,True,3
2023-10-14,22,44,29,1,3,22|35|70,1,False,
2023-10-14,35,49,29,2,3,22|35|70,1,True,3
2023-10-14,70,44,29,1,3,22|35|70,3,False,
2023-10-16,12,43,89,1,4,12|25|44|92,1,True,4
2023-10-16,25,30,16,1,4,12|25|44|92,1,True,2
2023-10-16,44,43,9,1,4,12|25|44|92,3,True,7
2023-10-16,92,43,27,1,4,12|25|44|92,6,True,2
2023-10-18,9,39,53,1,2,9|90,1,True,5
2023-10-18,90,46,53,1,2,9|90,4,True,1
2023-10-21,15,29,96,1,2,15|79,1,True,6
2023-10-21,79,47,67,1,2,15|79,4,True,1
2023-10-22,28,43,73,1,3,28|44|92,2,True,2
2023-10-22,44,43,90,1,3,28|44|92,3,True,1
2023-10-22,92,43,68,1,3,28|44|92,6,True,2
2023-10-24,42,37,44,1,2,42|59,3,True,6
2023-10-24,59,44,26,1,2,42|59,2,False,
2023-10-26,29,41,7,2,2,29|56,2,True,1
2023-10-26,56,40,41,2,2,29|56,4,True,3
2023-11-01,7,42,63,1,2,7|71,1,True,2
2023-11-01,71,42,12,1,2,7|71,7,True,1
2023-11-06,13,41,17,1,2,13|77,1,True,1
2023-11-06,77,32,23,1,2,13|77,1,True,4
2023-11-10,22,44,63,1,2,22|70,1,True,2
2023-11-10,70,44,63,1,2,22|70,3,True,5
2023-11-16,9,39,29,2,2,9|94,1,False,
2023-11-16,94,39,84,1,2,9|94,8,True,4
2023-11-17,30,39,3,1,3,30|41|46,3,True,3
2023-11-17,41,39,89,1,3,30|41|46,4,True,4
2023-11-17,46,39,86,1,3,30|41|46,5,True,5
2023-11-25,9,39,53,1,2,9|94,1,True,2
2023-11-25,94,39,58,1,2,9|94,8,False,
2023-11-27,44,43,7,1,2,44|92,3,True,5
2023-11-27,92,43,68,1,2,44|92,6,True,7
2023-11-29,37,46,82,1,2,37|58,1,True,5
2023-11-29,58,46,84,1,2,37|58,2,True,3
2023-12-03,59,44,72,1,2,59|87,2,True,5
2023-12-03,87,33,73,1,2,59|87,4,True,5
2023-12-13,16,27,25,1,3,16|29|34,1,True,1
2023-12-13,29,41,70,1,3,16|29|34,2,True,2
2023-12-13,34,51,26,1,3,16|29|34,1,True,4
2023-12-15,35,49,29,1,3,35|40|44,1,True,1
2023-12-15,40,49,4,1,3,35|40|44,2,True,1
2023-12-15,44,43,29,1,3,35|40|44,3,True,5
2023-12-19,7,42,29,1,2,7|90,1,True,3
2023-12-19,90,46,29,2,2,7|90,4,False,
2023-12-20,22,44,70,1,3,22|75|91,1,False,
2023-12-20,75,44,62,1,3,22|75|91,4,True,3
2023-12-20,91,44,69,1,3,22|75|91,5,True,2
2023-12-22,22,44,7,1,4,22|70|75|91,1,True,7
2023-12-22,70,44,7,1,4,22|70|75|91,3,True,5
2023-12-22,75,44,62,1,4,22|70|75|91,4,True,1
2023-12-22,91,44,11,1,4,22|70|75|91,5,True,2
2023-12-28,20,38,2,1,3,20|52|63,1,True,3
2023-12-28,52,38,85,1,3,20|52|63,4,True,4
2023-12-28,63,38,35,2,3,20|52|63,5,False,
2024-01-02,42,37,44,1,2,42|77,3,True,4
2024-01-02,77,32,87,1,2,42|77,1,True,6
2024-01-05,53,28,22,2,3,53|82|87,3,True,2
2024-01-05,82,33,65,1,3,53|82|87,3,True,1
2024-01-05,87,33,28,1,3,53|82|87,4,True,2
2024-01-06,29,41,42,1,2,29|71,2,True,1
2024-01-06,71,42,41,1,2,29|71,7,True,2
2024-01-07,22,44,53,1,2,22|70,1,True,1
2024-01-07,70,44,22,2,2,22|70,3,True,4
2024-01-08,37,46,82,1,2,37|77,1,True,2
2024-01-08,77,32,73,1,2,37|77,1,True,7
2024-01-12,23,42,87,1,2,23|71,3,True,6
2024-01-12,71,42,89,1,2,23|71,7,True,1
2024-01-13,68,47,76,1,2,68|84,3,False,
2024-01-13,84,47,94,1,2,68|84,5,True,1
2024-01-14,22,44,29,1,3,22|70|91,1,True,2
2024-01-14,70,44,29,1,3,22|70|91,3,True,4
2024-01-14,91,44,69,1,3,22|70|91,5,True,1
2024-01-16,69,45,57,1,2,69|81,1,True,4
2024-01-16,81,43,85,1,2,69|81,5,True,6
2024-01-17,28,43,73,1,4,28|35|44|53,2,True,7
2024-01-17,35,49,90,1,4,28|35|44|53,1,True,4
2024-01-17,44,43,90,1,4,28|35|44|53,3,False,
2024-01-17,53,28,90,1,4,28|35|44|53,3,True,5
2024-01-19,37,46,82,1,2,37|65,1,True,3
2024-01-19,65,52,82,1,2,37|65,1,True,5
2024-01-21,54,35,14,1,2,54|86,4,True,2
2024-01-21,86,35,19,1,2,54|86,5,True,3
2024-01-27,7,42,53,1,3,7|23|53,1,True,1
2024-01-27,23,42,28,1,3,7|23|53,3,False,
2024-01-27,53,28,42,1,3,7|23|53,3,True,4
2024-01-31,9,39,53,2,2,9|29,1,True,1
2024-01-31,29,41,53,2,2,9|29,2,True,1
2024-02-03,22,44,29,2,3,22|42|70,1,True,5
2024-02-03,42,37,22,4,3,22|42|70,3,True,6
2024-02-03,70,44,22,2,3,22|42|70,3,True,1
2024-02-06,42,37,70,1,2,42|63,3,True,3
2024-02-06,63,38,70,1,2,42|63,5,False,
2024-02-07,68,47,76,1,2,68|79,3,True,3
2024-02-07,79,47,67,1,2,68|79,4,True,1
2024-02-19,2,33,20,1,4,2|23|53|87,1,False,
2024-02-19,23,42,28,1,4,2|23|53|87,3,True,7
2024-02-19,53,28,42,1,4,2|23|53|87,3,False,
2024-02-19,87,33,28,1,4,2|23|53|87,4,True,3
2024-02-20,9,39,22,1,2,9|53,1,True,1
2024-02-20,53,28,22,1,2,9|53,3,False,
2024-02-28,22,44,63,2,3,22|59|70,1,True,4
2024-02-28,59,44,26,1,3,22|59|70,2,True,7
2024-02-28,70,44,63,1,3,22|59|70,3,True,2
2024-03-03,44,43,22,2,2,44|92,3,True,4
2024-03-03,92,43,27,1,2,44|92,6,True,2
2024-03-12,21,28,51,1,4,21|26|27|34,1,True,7
2024-03-12,26,28,59,1,4,21|26|27|34,2,True,2
2024-03-12,27,26,68,1,4,21|26|27|34,1,True,2
2024-03-12,34,51,26,2,4,21|26|27|34,1,True,3
2024-03-18,28,43,77,1,2,28|79,2,True,3
2024-03-18,79,47,88,1,2,28|79,4,True,2
2024-03-22,35,49,29,1,2,35|42,1,True,1
2024-03-22,42,37,29,1,2,35|42,3,True,1
2024-04-05,20,38,2,1,3,20|63|90,1,True,6
2024-04-05,63,38,70,1,3,20|63|90,5,True,1
2024-04-05,90,46,70,1,3,20|63|90,4,True,4
2024-04-07,53,28,7,2,2,53|87,3,True,7
2024-04-07,87,33,28,1,2,53|87,4,True,5
2024-04-27,44,43,9,1,3,44|74|90,3,False,
2024-04-27,74,46,31,1,3,44|74|90,3,True,6
