case_date,fuerte,t1_code,t1_group,t1_pos,num_-1,num_+1,num_-2,num_+2,day_-1,day_+1,day_fuerte,sequences,fuerte_appeared
2021-11-01,14,39,9|14|30|41|46|62|78|94,2,9,30,,41,4,3,3,F→-1|F→+2|F→-1→F,True
2021-11-01,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,3,4,3,F→+1|F→-2|F→+2|F→+1→+2,True
2021-11-01,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,3,5,4,-1→F|F→+1,True
2021-11-04,57,30,25|57,2,25,,,,2,,4,-1→F,True
2021-11-05,32,36,32|48|64|85,1,,48,,64,,3,1,F→+1,True
2021-11-08,73,48,73|89,1,,89,,,,6,1,F→+1,True
2021-11-09,42,37,5|10|42,3,10,,5,,5,,3,F→-1|F→-2|F→-1→-2|F→-1→F,True
2021-11-11,22,44,22|59|70|75|91,1,,59,,70,,1,3,+1→F,True
2021-11-11,70,44,22|59|70|75|91,3,59,75,22,91,1,5,,,False
2021-11-13,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,,,False
2021-11-13,42,37,5|10|42,3,10,,5,,1,,2,-1→F|F→-2,True
2021-11-14,1,34,1|17|33|49|76,1,,17,,33,,3,3,F→+2,True
2021-11-18,53,28,21|26|53,3,26,,21,,,,,,False
2021-11-21,54,35,6|11|43|54|86,4,43,86,11,,3,4,1,F→-1|F→+1|F→-1→F,True
2021-11-24,28,43,12|28|44|60|81|92,2,12,44,,60,5,,,,False
2021-11-25,29,41,13|29|93,2,13,93,,,1,,6,-1→F,True
2021-11-26,81,43,12|28|44|60|81|92,5,60,92,44,,2,,3,-1→F,True
2021-11-27,42,37,5|10|42,3,10,,5,,4,,2,F→-1|F→-2|F→-1→-2|F→-1→F,True
2021-11-27,44,43,12|28|44|60|81|92,3,28,60,12,81,7,1,,,False
2021-11-27,72,40,8|19|51|56|67|72,6,67,,56,,6,,1,F→-1|F→-2|F→-1→F,True
2021-12-01,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,,3,2,F→+1,True
2021-12-02,32,36,32|48|64|85,1,,48,,64,,2,3,+1→F,True
2021-12-04,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,2,,6,-1→F,True
2021-12-06,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,1,F→+2,True
2021-12-06,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,4,3,,,False
2021-12-07,28,43,12|28|44|60|81|92,2,12,44,,60,1,2,,,False
2021-12-08,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,,,2,F→-2,True
2021-12-08,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,2,1,,,False
2021-12-09,63,38,20|31|47|52|63|100,5,52,100,47,,6,,5,F→-1|F→-1→-2→F_partial,True
2021-12-13,42,37,5|10|42,3,10,,5,,,,,,False
2021-12-13,72,40,8|19|51|56|67|72,6,67,,56,,6,,7,-1→F,True
2021-12-16,35,49,35|40|83,1,,40,,83,,7,5,F→+1,True
2021-12-17,35,49,35|40|83,1,,40,,83,,6,4,F→+1,True
2021-12-21,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,,,False
2021-12-21,44,43,12|28|44|60|81|92,3,28,60,12,81,2,2,5,-1→F|+1→F,True
2021-12-22,42,37,5|10|42,3,10,,5,,4,,,,False
2021-12-23,67,40,8|19|51|56|67|72,5,56,72,51,,1,,3,-1→F,True
2021-12-23,77,32,77,1,,,,,,,5,,True
2021-12-27,10,37,5|10|42,2,5,42,,,,5,,,False
2021-12-31,26,28,21|26|53,2,21,53,,,2,2,6,-1→F|+1→F,True
2022-01-02,7,42,7|18|23|50|55|66|71,1,,18,,23,,,,,False
2022-01-06,1,34,1|17|33|49|76,1,,17,,33,,6,2,F→+1|F→+2,True
2022-01-06,76,34,1|17|33|49|76,5,49,,33,,4,,,,False
2022-01-08,7,42,7|18|23|50|55|66|71,1,,18,,23,,4,3,F→+1,True
2022-01-08,23,42,7|18|23|50|55|66|71,3,18,50,7,55,4,,3,F→-1|F→-1→F,True
2022-01-08,71,42,7|18|23|50|55|66|71,7,66,,55,,6,,3,F→-1,True
2022-01-12,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,6,+1→F,True
2022-01-13,34,51,34|98,1,,98,,,,1,1,,True
2022-01-20,35,49,35|40|83,1,,40,,83,,2,1,F→+1|F→+2,True
2022-01-21,42,37,5|10|42,3,10,,5,,7,,1,F→-1|F→-2,True
2022-01-21,44,43,12|28|44|60|81|92,3,28,60,12,81,,3,1,F→+1|F→-2|F→+2,True
2022-01-21,54,35,6|11|43|54|86,4,43,86,11,,7,5,4,F→-1|F→+1|F→-2,True
2022-01-22,23,42,7|18|23|50|55|66|71,3,18,50,7,55,1,2,2,-1→F|F→-2|F→+2,True
2022-01-25,22,44,22|59|70|75|91,1,,59,,70,,1,5,+1→F,True
2022-01-25,70,44,22|59|70|75|91,3,59,75,22,91,1,2,4,-1→F|+1→F|F→-2,True
2022-01-26,87,33,2|39|82|87,4,82,,39,,6,,3,F→-1|F→-1→-2→F_partial|F→-1→F,True
2022-01-27,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,7,7,,True
2022-01-27,68,47,4|36|68|79|84,3,36,79,4,84,4,,5,-1→F,True
2022-01-29,73,48,73|89,1,,89,,,,5,1,F→+1,True
2022-01-29,89,48,73|89,2,73,,,,1,,5,-1→F,True
2022-01-29,93,41,13|29|93,3,29,,13,,,,4,,True
2022-01-31,26,28,21|26|53,2,21,53,,,3,3,,,False
2022-02-02,73,48,73|89,1,,89,,,,1,,,False
2022-02-02,89,48,73|89,2,73,,,,,,1,,True
2022-02-05,85,36,32|48|64|85,4,64,,48,,1,,,,False
2022-02-07,82,33,2|39|82|87,3,39,87,2,,2,2,2,F→-2,True
2022-02-08,27,26,27|38,1,,38,,,,6,3,F→+1,True
2022-02-08,44,43,12|28|44|60|81|92,3,28,60,12,81,6,4,5,F→-1|+1→F,True
2022-02-15,92,43,12|28|44|60|81|92,6,81,,60,,4,,1,F→-1,True
2022-02-16,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,4,3,F→+1,True
2022-02-16,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,,2,7,+1→F,True
2022-02-22,40,49,35|40|83,2,35,83,,,1,,3,-1→F,True
2022-02-22,48,36,32|48|64|85,2,32,64,,85,7,5,3,F→-1|F→+1|F→+2,True
2022-02-24,12,43,12|28|44|60|81|92,1,,28,,44,,4,,,False
2022-02-24,44,43,12|28|44|60|81|92,3,28,60,12,81,4,2,3,F→-1|+1→F|F→-1→F,True
2022-02-24,92,43,12|28|44|60|81|92,6,81,,60,,1,,,,False
2022-02-25,13,41,13|29|93,1,,29,,93,,5,4,F→+1,True
2022-02-25,56,40,8|19|51|56|67|72,4,51,67,19,72,,5,,,False
2022-02-25,89,48,73|89,2,73,,,,,,3,,True
2022-02-25,93,41,13|29|93,3,29,,13,,5,,1,F→-1|F→-2,True
2022-02-26,29,41,13|29|93,2,13,93,,,3,3,4,-1→F|+1→F,True
2022-02-28,26,28,21|26|53,2,21,53,,,2,1,7,-1→F|+1→F,True
2022-02-28,53,28,21|26|53,3,26,,21,,7,,1,F→-1|F→-2,True
2022-02-28,59,44,22|59|70|75|91,2,22,70,,75,1,1,,,False
2022-02-28,63,38,20|31|47|52|63|100,5,52,100,47,,3,,5,-1→F,True
2022-02-28,70,44,22|59|70|75|91,3,59,75,22,91,,,1,F→+2,True
2022-03-01,70,44,22|59|70|75|91,3,59,75,22,91,,,2,F→+2,True
2022-03-01,75,44,22|59|70|75|91,4,70,91,59,,2,3,,,False
2022-03-03,44,43,12|28|44|60|81|92,3,28,60,12,81,3,5,2,F→-1|F→+1|F→-1→-2→F_partial,True
2022-03-03,81,43,12|28|44|60|81|92,5,60,92,44,,5,4,2,F→-1|F→+1|F→-1→F,True
2022-03-05,22,44,22|59|70|75|91,1,,59,,70,,7,4,F→+1,True
2022-03-05,70,44,22|59|70|75|91,3,59,75,22,91,7,6,2,F→-1|F→+1|F→-2,True
2022-03-05,74,46,37|58|74|90,3,58,90,37,,,5,,,False
2022-03-05,90,46,37|58|74|90,4,74,,58,,,,5,,True
2022-03-06,11,35,6|11|43|54|86,2,6,43,,54,2,4,4,-1→F|F→+2,True
2022-03-06,53,28,21|26|53,3,26,,21,,1,,,,False
2022-03-07,3,31,3|24|88|99,1,,24,,88,,2,1,F→+1,True
2022-03-08,20,38,20|31|47|52|63|100,1,,31,,47,,7,,,False
2022-03-09,48,36,32|48|64|85,2,32,64,,85,3,,,,False
2022-03-11,22,44,22|59|70|75|91,1,,59,,70,,1,3,+1→F,True
2022-03-11,70,44,22|59|70|75|91,3,59,75,22,91,1,,1,F→-2,True
2022-03-12,69,45,69|80,1,,80,,,,2,6,+1→F,True
2022-03-14,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,6,,3,F→-1|F→+2,True
2022-03-14,82,33,2|39|82|87,3,39,87,2,,,1,3,+1→F|F→-2,True
2022-03-16,39,33,2|39|82|87,2,2,82,,87,3,1,,,False
2022-03-16,56,40,8|19|51|56|67|72,4,51,67,19,72,6,,5,F→-1|F→-1→-2→F_partial,True
2022-03-17,7,42,7|18|23|50|55|66|71,1,,18,,23,,,3,,True
2022-03-17,50,42,7|18|23|50|55|66|71,4,23,55,18,66,3,5,,,False
2022-03-22,21,28,21|26|53,1,,26,,53,,3,2,F→+1|F→+2|F→+1→+2,True
2022-03-22,96,54,96,1,,,,,,,,,False
2022-03-23,50,42,7|18|23|50|55|66|71,4,23,55,18,66,7,1,6,F→-1|+1→F|F→-1→-2→F_partial,True
2022-03-24,89,48,73|89,2,73,,,,2,,,,False
2022-03-25,27,26,27|38,1,,38,,,,2,,,False
2022-03-25,68,47,4|36|68|79|84,3,36,79,4,84,2,2,3,-1→F|+1→F|F→+2,True
2022-03-25,69,45,69|80,1,,80,,,,5,7,+1→F,True
2022-03-27,20,38,20|31|47|52|63|100,1,,31,,47,,1,,,False
2022-03-27,29,41,13|29|93,2,13,93,,,2,7,5,-1→F|F→+1,True
2022-03-27,63,38,20|31|47|52|63|100,5,52,100,47,,,,,,False
2022-03-27,70,44,22|59|70|75|91,3,59,75,22,91,3,2,,,False
2022-03-28,44,43,12|28|44|60|81|92,3,28,60,12,81,6,1,1,F→-1|F→-2|F→+2|F→-1→-2,True
2022-03-28,90,46,37|58|74|90,4,74,,58,,7,,1,F→-1|F→-2,True
2022-03-29,80,45,69|80,2,69,,,,3,,1,F→-1|F→-1→F,True
2022-03-31,22,44,22|59|70|75|91,1,,59,,70,,,5,,True
2022-03-31,29,41,13|29|93,2,13,93,,,5,3,1,F→-1|F→+1,True
2022-03-31,70,44,22|59|70|75|91,3,59,75,22,91,,3,4,+1→F|F→-2,True
2022-03-31,89,48,73|89,2,73,,,,3,,,,False
2022-03-31,93,41,13|29|93,3,29,,13,,1,,3,-1→F|F→-2,True
2022-04-01,90,46,37|58|74|90,4,74,,58,,3,,1,F→-1|F→-2|F→-1→F,True
2022-04-02,8,40,8|19|51|56|67|72,1,,19,,51,,3,2,F→+1,True
2022-04-04,89,48,73|89,2,73,,,,,,5,,True
2022-04-04,93,41,13|29|93,3,29,,13,,4,,7,-1→F,True
2022-04-06,29,41,13|29|93,2,13,93,,,2,5,2,F→+1,True
2022-04-06,89,48,73|89,2,73,,,,6,,3,F→-1,True
2022-04-06,93,41,13|29|93,3,29,,13,,2,,5,-1→F,True
2022-04-07,57,30,25|57,2,25,,,,4,,,,False
2022-04-10,42,37,5|10|42,3,10,,5,,,,,,False
2022-04-11,88,31,3|24|88|99,3,24,99,3,,3,3,7,-1→F|+1→F,True
2022-04-17,22,44,22|59|70|75|91,1,,59,,70,,,,,False
2022-04-17,45,50,45,1,,,,,,,,,False
2022-04-17,70,44,22|59|70|75|91,3,59,75,22,91,,,4,,True
2022-04-21,71,42,7|18|23|50|55|66|71,7,66,,55,,5,,,,False
2022-04-22,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,,,False
2022-04-22,50,42,7|18|23|50|55|66|71,4,23,55,18,66,2,5,,,False
2022-04-22,73,48,73|89,1,,89,,,,3,,,False
2022-04-23,58,46,37|58|74|90,2,37,74,,90,,,1,,True
2022-04-23,90,46,37|58|74|90,4,74,,58,,,,1,,True
2022-04-24,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,,,False
2022-04-24,84,47,4|36|68|79|84,5,79,,68,,,,4,F→-2,True
2022-04-27,21,28,21|26|53,1,,26,,53,,1,5,+1→F,True
2022-04-27,34,51,34|98,1,,98,,,,3,6,+1→F,True
2022-04-29,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,,,False
2022-04-29,22,44,22|59|70|75|91,1,,59,,70,,,1,F→+2,True
2022-04-29,70,44,22|59|70|75|91,3,59,75,22,91,,5,4,F→+1|F→+2|F→+1→+2,True
2022-04-30,52,38,20|31|47|52|63|100,4,47,63,31,100,1,2,3,-1→F|+1→F|F→-2,True
2022-04-30,63,38,20|31|47|52|63|100,5,52,100,47,,3,,2,F→-1|F→-1→-2→F_partial,True
2022-04-30,85,36,32|48|64|85,4,64,,48,,2,,2,,True
2022-05-01,58,46,37|58|74|90,2,37,74,,90,5,,3,F→-1|F→+2,True
2022-05-04,77,32,77,1,,,,,,,7,,True
2022-05-04,83,49,35|40|83,3,40,,35,,,,2,,True
2022-05-05,20,38,20|31|47|52|63|100,1,,31,,47,,2,,,False
2022-05-06,35,49,35|40|83,1,,40,,83,,,,,False
2022-05-06,44,43,12|28|44|60|81|92,3,28,60,12,81,3,2,3,+1→F|F→-2|F→+2,True
2022-05-07,94,39,9|14|30|41|46|62|78|94,8,78,,62,,,,,,False
2022-05-10,68,47,4|36|68|79|84,3,36,79,4,84,2,7,,,False
2022-05-13,63,38,20|31|47|52|63|100,5,52,100,47,,4,,6,-1→F,True
2022-05-13,91,44,22|59|70|75|91,5,75,,70,,1,,1,F→-2,True
2022-05-16,60,43,12|28|44|60|81|92,4,44,81,28,92,3,1,1,F→-1|F→-2|F→-1→-2,True
2022-05-18,71,42,7|18|23|50|55|66|71,7,66,,55,,4,,1,F→-1,True
2022-05-23,90,46,37|58|74|90,4,74,,58,,1,,3,-1→F,True
2022-05-24,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,7,-1→F,True
2022-05-26,1,34,1|17|33|49|76,1,,17,,33,,1,5,+1→F,True
2022-05-26,26,28,21|26|53,2,21,53,,,2,7,1,F→-1|F→+1|F→-1→F,True
2022-05-26,53,28,21|26|53,3,26,,21,,1,,7,-1→F,True
2022-05-27,6,35,6|11|43|54|86,1,,11,,43,,1,1,F→+2,True
2022-05-27,86,35,6|11|43|54|86,5,54,,43,,1,,4,-1→F,True
2022-05-27,90,46,37|58|74|90,4,74,,58,,1,,2,-1→F,True
2022-05-29,53,28,21|26|53,3,26,,21,,1,,4,-1→F|F→-2,True
2022-05-31,81,43,12|28|44|60|81|92,5,60,92,44,,2,,1,F→-1|F→-1→F,True
2022-06-01,28,43,12|28|44|60|81|92,2,12,44,,60,1,,1,,True
2022-06-01,72,40,8|19|51|56|67|72,6,67,,56,,2,,1,F→-1|F→-2|F→-1→-2|F→-1→F,True
2022-06-01,73,48,73|89,1,,89,,,,,5,,True
2022-06-02,26,28,21|26|53,2,21,53,,,2,3,,,False
2022-06-02,53,28,21|26|53,3,26,,21,,,,3,,True
2022-06-04,42,37,5|10|42,3,10,,5,,,,2,,True
2022-06-05,28,43,12|28|44|60|81|92,2,12,44,,60,4,,1,F→-1|F→+2,True
2022-06-05,44,43,12|28|44|60|81|92,3,28,60,12,81,1,4,,,False
2022-06-05,77,32,77,1,,,,,,,,,False
2022-06-06,53,28,21|26|53,3,26,,21,,4,,1,F→-1|F→-1→F,True
2022-06-07,35,49,35|40|83,1,,40,,83,,5,,,False
2022-06-07,42,37,5|10|42,3,10,,5,,7,,1,F→-1|F→-2,True
2022-06-08,44,43,12|28|44|60|81|92,3,28,60,12,81,1,1,,,False
2022-06-09,57,30,25|57,2,25,,,,6,,4,F→-1|F→-1→F,True
2022-06-10,84,47,4|36|68|79|84,5,79,,68,,5,,6,-1→F,True
2022-06-11,27,26,27|38,1,,38,,,,3,5,+1→F,True
2022-06-12,69,45,69|80,1,,80,,,,,,,False
2022-06-15,77,32,77,1,,,,,,,,,False
2022-06-16,35,49,35|40|83,1,,40,,83,,,1,F→+2,True
2022-06-16,63,38,20|31|47|52|63|100,5,52,100,47,,,,,,False
2022-06-16,70,44,22|59|70|75|91,3,59,75,22,91,1,1,1,F→-2,True
2022-06-16,91,44,22|59|70|75|91,5,75,,70,,1,,1,,True
2022-06-25,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,2,,True
2022-06-26,53,28,21|26|53,3,26,,21,,4,,1,F→-1|F→-1→F,True
2022-06-27,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,5,F→+2,True
2022-06-30,63,38,20|31|47|52|63|100,5,52,100,47,,2,,3,-1→F|F→-2,True
2022-06-30,79,47,4|36|68|79|84,4,68,84,36,,4,1,4,+1→F,True
2022-07-03,42,37,5|10|42,3,10,,5,,,,5,F→-2,True
2022-07-03,53,28,21|26|53,3,26,,21,,1,,,,False
2022-07-05,51,40,8|19|51|56|67|72,3,19,56,8,67,6,,2,F→-1,True
2022-07-05,67,40,8|19|51|56|67|72,5,56,72,51,,,4,,,False
2022-07-06,10,37,5|10|42,2,5,42,,,3,2,7,-1→F|+1→F,True
2022-07-06,42,37,5|10|42,3,10,,5,,7,,2,F→-1|F→-2,True
2022-07-07,90,46,37|58|74|90,4,74,,58,,5,,4,F→-1|F→-1→-2→F_partial|F→-1→F,True
2022-07-10,53,28,21|26|53,3,26,,21,,2,,,,False
2022-07-13,10,37,5|10|42,2,5,42,,,6,5,,,False
2022-07-13,42,37,5|10|42,3,10,,5,,,,5,F→-2,True
2022-07-15,22,44,22|59|70|75|91,1,,59,,70,,5,5,,True
2022-07-15,70,44,22|59|70|75|91,3,59,75,22,91,5,,5,,True
2022-07-22,63,38,20|31|47|52|63|100,5,52,100,47,,,,,,False
2022-07-23,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,4,2,1,F→-1|F→+1|F→-2|F→+2|F→-1→-2|F→+1→+2|F→-1→F,True
2022-07-23,62,39,9|14|30|41|46|62|78|94,6,46,78,41,94,2,5,7,-1→F|+1→F,True
2022-07-24,29,41,13|29|93,2,13,93,,,1,7,3,-1→F|F→+1,True
2022-07-25,79,47,4|36|68|79|84,4,68,84,36,,,2,6,+1→F,True
2022-07-26,35,49,35|40|83,1,,40,,83,,2,,,False
2022-07-28,7,42,7|18|23|50|55|66|71,1,,18,,23,,6,3,F→+1,True
2022-07-28,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,2,+1→F|F→+2,True
2022-07-28,23,42,7|18|23|50|55|66|71,3,18,50,7,55,6,5,1,F→-1|F→+1|F→-2|F→-1→F,True
2022-07-28,50,42,7|18|23|50|55|66|71,4,23,55,18,66,1,1,5,-1→F|+1→F|F→-2,True
2022-07-28,53,28,21|26|53,3,26,,21,,,,2,,True
2022-07-31,29,41,13|29|93,2,13,93,,,2,3,5,-1→F|+1→F,True
2022-08-03,42,37,5|10|42,3,10,,5,,,,1,,True
2022-08-03,65,52,65|97,1,,97,,,,1,1,,True
2022-08-05,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,2,,6,-1→F,True
2022-08-07,14,39,9|14|30|41|46|62|78|94,2,9,30,,41,,,1,F→+2,True
2022-08-08,85,36,32|48|64|85,4,64,,48,,1,,4,-1→F,True
2022-08-09,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,1,F→+1,True
2022-08-10,56,40,8|19|51|56|67|72,4,51,67,19,72,,4,1,F→+1,True
2022-08-13,48,36,32|48|64|85,2,32,64,,85,1,1,5,-1→F|+1→F,True
2022-08-15,57,30,25|57,2,25,,,,,,6,,True
2022-08-17,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,2,F→+1,True
2022-08-17,79,47,4|36|68|79|84,4,68,84,36,,,,6,,True
2022-08-19,29,41,13|29|93,2,13,93,,,7,4,2,F→-1|F→+1,True
2022-08-23,5,37,5|10|42,1,,10,,42,,1,,,False
2022-08-23,42,37,5|10|42,3,10,,5,,1,,5,-1→F,True
2022-08-25,22,44,22|59|70|75|91,1,,59,,70,,4,3,F→+1,True
2022-08-25,70,44,22|59|70|75|91,3,59,75,22,91,4,2,,,False
2022-08-28,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,3,,True
2022-08-28,29,41,13|29|93,2,13,93,,,4,5,,,False
2022-08-28,71,42,7|18|23|50|55|66|71,7,66,,55,,3,,1,F→-1|F→-1→F,True
2022-08-28,89,48,73|89,2,73,,,,3,,7,-1→F,True
2022-08-28,93,41,13|29|93,3,29,,13,,,,5,,True
2022-08-30,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,4,7,+1→F,True
2022-08-30,25,30,25|57,1,,57,,,,7,3,F→+1,True
2022-08-30,42,37,5|10|42,3,10,,5,,3,,1,F→-1|F→-2|F→-1→-2|F→-1→F,True
2022-08-31,23,42,7|18|23|50|55|66|71,3,18,50,7,55,3,,,,False
2022-09-02,22,44,22|59|70|75|91,1,,59,,70,,5,1,F→+1,True
2022-09-02,35,49,35|40|83,1,,40,,83,,6,4,F→+1|F→+2,True
2022-09-02,70,44,22|59|70|75|91,3,59,75,22,91,5,3,,,False
2022-09-03,35,49,35|40|83,1,,40,,83,,5,3,F→+1|F→+2,True
2022-09-08,23,42,7|18|23|50|55|66|71,3,18,50,7,55,2,7,,,False
2022-09-08,53,28,21|26|53,3,26,,21,,,,1,,True
2022-09-09,14,39,9|14|30|41|46|62|78|94,2,9,30,,41,1,3,7,-1→F|+1→F,True
2022-09-09,94,39,9|14|30|41|46|62|78|94,8,78,,62,,1,,5,-1→F,True
2022-09-10,89,48,73|89,2,73,,,,3,,6,-1→F,True
2022-09-10,93,41,13|29|93,3,29,,13,,3,,1,F→-1|F→-2|F→-1→F,True
2022-09-11,56,40,8|19|51|56|67|72,4,51,67,19,72,1,7,2,-1→F|F→+1,True
2022-09-12,34,51,34|98,1,,98,,,,,4,,True
2022-09-15,7,42,7|18|23|50|55|66|71,1,,18,,23,,,2,,True
2022-09-15,23,42,7|18|23|50|55|66|71,3,18,50,7,55,,3,2,F→+1|F→+2|F→+1→+2,True
2022-09-15,53,28,21|26|53,3,26,,21,,4,,5,-1→F,True
2022-09-17,52,38,20|31|47|52|63|100,4,47,63,31,100,2,3,,,False
2022-09-17,63,38,20|31|47|52|63|100,5,52,100,47,,,,3,,True
2022-09-18,39,33,2|39|82|87,2,2,82,,87,2,4,4,-1→F,True
2022-09-22,67,40,8|19|51|56|67|72,5,56,72,51,,,,5,,True
2022-09-22,89,48,73|89,2,73,,,,3,,6,-1→F,True
2022-09-27,12,43,12|28|44|60|81|92,1,,28,,44,,1,1,,True
2022-09-27,28,43,12|28|44|60|81|92,2,12,44,,60,1,1,1,F→+2,True
2022-09-27,92,43,12|28|44|60|81|92,6,81,,60,,5,,3,F→-1|F→-1→F,True
2022-09-29,92,43,12|28|44|60|81|92,6,81,,60,,3,,1,F→-1|F→-1→F,True
2022-10-02,53,28,21|26|53,3,26,,21,,4,,4,,True
2022-10-06,27,26,27|38,1,,38,,,,4,,,False
2022-10-09,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,3,+1→F,True
2022-10-09,48,36,32|48|64|85,2,32,64,,85,7,4,4,F→-1|F→+2,True
2022-10-11,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,1,F→+1|F→+2|F→+1→+2,True
2022-10-11,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,7,,4,F→-1|F→-1→-2→F_partial,True
2022-10-11,71,42,7|18|23|50|55|66|71,7,66,,55,,5,,7,-1→F,True
2022-10-12,63,38,20|31|47|52|63|100,5,52,100,47,,2,,4,-1→F,True
2022-10-12,100,38,20|31|47|52|63|100,6,63,,52,,4,,,,False
2022-10-13,39,33,2|39|82|87,2,2,82,,87,1,3,,,False
2022-10-14,65,52,65|97,1,,97,,,,1,5,+1→F,True
2022-10-14,82,33,2|39|82|87,3,39,87,2,,7,4,2,F→-1|F→+1|F→-1→-2→F_partial,True
2022-10-14,87,33,2|39|82|87,4,82,,39,,2,,4,-1→F|F→-2,True
2022-10-14,97,52,65|97,2,65,,,,5,,1,F→-1,True
2022-10-16,28,43,12|28|44|60|81|92,2,12,44,,60,2,,1,F→-1|F→+2,True
2022-10-16,44,43,12|28|44|60|81|92,3,28,60,12,81,1,3,,,False
2022-10-17,5,37,5|10|42,1,,10,,42,,1,4,+1→F,True
2022-10-18,56,40,8|19|51|56|67|72,4,51,67,19,72,,7,7,,True
2022-10-22,63,38,20|31|47|52|63|100,5,52,100,47,,7,,6,F→-1|F→-1→-2→F_partial,True
2022-10-23,42,37,5|10|42,3,10,,5,,1,,3,-1→F|F→-2,True
2022-10-26,44,43,12|28|44|60|81|92,3,28,60,12,81,,7,3,F→+1|F→+2,True
2022-10-26,69,45,69|80,1,,80,,,,,1,,True
2022-10-27,23,42,7|18|23|50|55|66|71,3,18,50,7,55,,,3,F→+2,True
2022-10-27,71,42,7|18|23|50|55|66|71,7,66,,55,,6,,,,False
2022-10-27,89,48,73|89,2,73,,,,7,,2,F→-1,True
2022-10-27,90,46,37|58|74|90,4,74,,58,,,,3,,True
2022-10-28,51,40,8|19|51|56|67|72,3,19,56,8,67,1,4,3,-1→F|F→+1,True
2022-10-29,63,38,20|31|47|52|63|100,5,52,100,47,,,,7,,True
2022-10-29,75,44,22|59|70|75|91,4,70,91,59,,2,,3,-1→F|F→-2,True
2022-10-30,80,45,69|80,2,69,,,,5,,7,-1→F,True
2022-10-30,84,47,4|36|68|79|84,5,79,,68,,5,,,,False
2022-10-31,44,43,12|28|44|60|81|92,3,28,60,12,81,4,2,3,F→-1|+1→F|F→-2|F→+2,True
2022-11-02,20,38,20|31|47|52|63|100,1,,31,,47,,,4,,True
2022-11-02,63,38,20|31|47|52|63|100,5,52,100,47,,,,3,,True
2022-11-03,29,41,13|29|93,2,13,93,,,6,7,,,False
2022-11-03,79,47,4|36|68|79|84,4,68,84,36,,5,,1,F→-1|F→-1→F,True
2022-11-10,89,48,73|89,2,73,,,,,,,,False
2022-11-16,45,50,45,1,,,,,,,1,,True
2022-11-17,92,43,12|28|44|60|81|92,6,81,,60,,1,,3,-1→F,True
2022-11-19,73,48,73|89,1,,89,,,,,7,,True
2022-11-20,35,49,35|40|83,1,,40,,83,,2,,,False
2022-11-20,44,43,12|28|44|60|81|92,3,28,60,12,81,3,,,,False
2022-11-21,87,33,2|39|82|87,4,82,,39,,1,,1,F→-2,True
2022-11-24,90,46,37|58|74|90,4,74,,58,,,,,,False
2022-11-25,53,28,21|26|53,3,26,,21,,7,,2,F→-1,True
2022-11-28,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,3,2,F→+1|F→+2|F→+1→+2,True
2022-11-28,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,4,4,7,-1→F|+1→F,True
2022-11-30,22,44,22|59|70|75|91,1,,59,,70,,3,,,False
2022-11-30,70,44,22|59|70|75|91,3,59,75,22,91,3,3,6,-1→F|+1→F,True
2022-12-01,42,37,5|10|42,3,10,,5,,,,2,,True
2022-12-02,90,46,37|58|74|90,4,74,,58,,1,,,,False
2022-12-03,3,31,3|24|88|99,1,,24,,88,,1,2,+1→F|F→+2,True
2022-12-03,83,49,35|40|83,3,40,,35,,2,,2,F→-2,True
2022-12-06,63,38,20|31|47|52|63|100,5,52,100,47,,3,,6,-1→F,True
2022-12-07,3,31,3|24|88|99,1,,24,,88,,,,,False
