case_date,fuerte,t1_code,t1_group,t1_pos,num_-1,num_+1,num_-2,num_+2,day_-1,day_+1,day_fuerte,sequences,fuerte_appeared
2020-10-18,63,38,20|31|47|52|63|100,5,52,100,47,,1,,,,False
2020-10-20,44,43,12|28|44|60|81|92,3,28,60,12,81,3,1,7,-1→F|+1→F,True
2020-10-20,79,47,4|36|68|79|84,4,68,84,36,,,,3,F→-2,True
2020-10-24,20,38,20|31|47|52|63|100,1,,31,,47,,1,5,+1→F,True
2020-10-24,23,42,7|18|23|50|55|66|71,3,18,50,7,55,3,,3,F→+2,True
2020-10-24,63,38,20|31|47|52|63|100,5,52,100,47,,,,6,,True
2020-10-24,71,42,7|18|23|50|55|66|71,7,66,,55,,2,,,,False
2020-10-29,58,46,37|58|74|90,2,37,74,,90,,4,5,+1→F,True
2020-10-31,91,44,22|59|70|75|91,5,75,,70,,3,,1,F→-1|F→-2|F→-1→F,True
2020-11-01,68,47,4|36|68|79|84,3,36,79,4,84,,3,,,False
2020-11-02,19,40,8|19|51|56|67|72,2,8,51,,56,,,1,F→+2,True
2020-11-03,56,40,8|19|51|56|67|72,4,51,67,19,72,,,4,,True
2020-11-06,53,28,21|26|53,3,26,,21,,,,,,False
2020-11-10,65,52,65|97,1,,97,,,,,2,,True
2020-11-12,42,37,5|10|42,3,10,,5,,2,,6,-1→F,True
2020-11-13,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,5,+1→F,True
2020-11-13,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,2,1,7,-1→F|+1→F,True
2020-11-15,29,41,13|29|93,2,13,93,,,,3,,,False
2020-11-17,65,52,65|97,1,,97,,,,1,7,+1→F,True
2020-11-17,85,36,32|48|64|85,4,64,,48,,4,,2,F→-1,True
2020-11-18,63,38,20|31|47|52|63|100,5,52,100,47,,3,,2,F→-1|F→-2|F→-1→-2|F→-1→F,True
2020-11-19,48,36,32|48|64|85,2,32,64,,85,,2,3,+1→F|F→+2,True
2020-11-20,86,35,6|11|43|54|86,5,54,,43,,7,,2,F→-1|F→-2,True
2020-11-20,90,46,37|58|74|90,4,74,,58,,6,,3,F→-1|F→-1→-2→F_partial,True
2020-11-22,7,42,7|18|23|50|55|66|71,1,,18,,23,,4,,,False
2020-11-23,92,43,12|28|44|60|81|92,6,81,,60,,3,,1,F→-1,True
2020-11-25,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,2,3,2,F→+1|F→-2,True
2020-11-25,73,48,73|89,1,,89,,,,,,,False
2020-11-25,89,48,73|89,2,73,,,,,,,,False
2020-11-28,72,40,8|19|51|56|67|72,6,67,,56,,4,,3,F→-1|F→-2|F→-1→-2,True
2020-11-30,5,37,5|10|42,1,,10,,42,,3,3,,True
2020-12-02,3,31,3|24|88|99,1,,24,,88,,,,,False
2020-12-07,28,43,12|28|44|60|81|92,2,12,44,,60,5,,1,F→-1|F→+2,True
2020-12-07,44,43,12|28|44|60|81|92,3,28,60,12,81,1,6,,,False
2020-12-07,81,43,12|28|44|60|81|92,5,60,92,44,,6,,1,F→-1,True
2020-12-11,82,33,2|39|82|87,3,39,87,2,,7,2,1,F→-1|F→+1,True
2020-12-13,12,43,12|28|44|60|81|92,1,,28,,44,,3,,,False
2020-12-13,28,43,12|28|44|60|81|92,2,12,44,,60,,6,3,F→+1,True
2020-12-14,8,40,8|19|51|56|67|72,1,,19,,51,,2,5,+1→F,True
2020-12-14,72,40,8|19|51|56|67|72,6,67,,56,,3,,,,False
2020-12-15,27,26,27|38,1,,38,,,,2,5,+1→F,True
2020-12-15,72,40,8|19|51|56|67|72,6,67,,56,,2,,,,False
2020-12-15,76,34,1|17|33|49|76,5,49,,33,,3,,6,-1→F,True
2020-12-18,35,49,35|40|83,1,,40,,83,,4,6,+1→F,True
2020-12-18,73,48,73|89,1,,89,,,,1,4,+1→F,True
2020-12-19,35,49,35|40|83,1,,40,,83,,3,5,+1→F,True
2020-12-20,79,47,4|36|68|79|84,4,68,84,36,,6,1,4,F→-1|+1→F|F→-2|F→-1→F,True
2020-12-22,77,32,77,1,,,,,,,,,False
2020-12-23,23,42,7|18|23|50|55|66|71,3,18,50,7,55,2,4,4,-1→F,True
2020-12-23,71,42,7|18|23|50|55|66|71,7,66,,55,,3,,3,,True
2020-12-28,3,31,3|24|88|99,1,,24,,88,,,,,False
2021-01-03,57,30,25|57,2,25,,,,1,,4,-1→F,True
2021-01-05,3,31,3|24|88|99,1,,24,,88,,4,,,False
2021-01-06,22,44,22|59|70|75|91,1,,59,,70,,6,,,False
2021-01-06,70,44,22|59|70|75|91,3,59,75,22,91,6,5,1,F→-1|F→+1|F→+2|F→-1→F,True
2021-01-07,5,37,5|10|42,1,,10,,42,,7,1,F→+1,True
2021-01-09,35,49,35|40|83,1,,40,,83,,,5,,True
2021-01-11,27,26,27|38,1,,38,,,,3,,,False
2021-01-11,73,48,73|89,1,,89,,,,3,2,F→+1,True
2021-01-13,68,47,4|36|68|79|84,3,36,79,4,84,4,1,,,False
2021-01-13,79,47,4|36|68|79|84,4,68,84,36,,,3,1,F→+1|F→-2,True
2021-01-15,26,28,21|26|53,2,21,53,,,7,,,,False
2021-01-15,53,28,21|26|53,3,26,,21,,,,,,False
2021-01-16,63,38,20|31|47|52|63|100,5,52,100,47,,,,3,,True
2021-01-16,86,35,6|11|43|54|86,5,54,,43,,4,,,,False
2021-01-16,90,46,37|58|74|90,4,74,,58,,3,,1,F→-1|F→-2|F→-1→-2,True
2021-01-17,60,43,12|28|44|60|81|92,4,44,81,28,92,1,1,6,-1→F|+1→F,True
2021-01-18,75,44,22|59|70|75|91,4,70,91,59,,4,1,1,F→-1|F→-2,True
2021-01-20,73,48,73|89,1,,89,,,,1,5,+1→F,True
2021-01-22,58,46,37|58|74|90,2,37,74,,90,1,1,1,,True
2021-01-22,74,46,37|58|74|90,3,58,90,37,,1,,1,,True
2021-01-22,90,46,37|58|74|90,4,74,,58,,1,,,,False
2021-01-24,27,26,27|38,1,,38,,,,,3,,True
2021-01-25,59,44,22|59|70|75|91,2,22,70,,75,1,2,4,-1→F|+1→F,True
2021-01-26,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,2,1,3,-1→F|+1→F,True
2021-01-31,42,37,5|10|42,3,10,,5,,1,,1,F→-2,True
2021-02-04,44,43,12|28|44|60|81|92,3,28,60,12,81,2,5,,,False
2021-02-06,74,46,37|58|74|90,3,58,90,37,,,3,,,False
2021-02-08,11,35,6|11|43|54|86,2,6,43,,54,,7,2,F→+1,True
2021-02-08,29,41,13|29|93,2,13,93,,,,3,1,F→+1,True
2021-02-08,57,30,25|57,2,25,,,,,,3,,True
2021-02-08,93,41,13|29|93,3,29,,13,,1,,3,-1→F,True
2021-02-09,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,,,False
2021-02-09,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,3,2,2,F→-1|F→+2,True
2021-02-09,50,42,7|18|23|50|55|66|71,4,23,55,18,66,4,2,6,-1→F|+1→F,True
2021-02-09,62,39,9|14|30|41|46|62|78|94,6,46,78,41,94,2,4,3,-1→F|F→+1|F→+2,True
2021-02-09,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,2,-1→F,True
2021-02-10,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,,,False
2021-02-10,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,2,1,1,F→-1|F→+2,True
2021-02-10,69,45,69|80,1,,80,,,,1,,,False
2021-02-12,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,6,,True
2021-02-12,14,39,9|14|30|41|46|62|78|94,2,9,30,,41,6,,,,False
2021-02-13,27,26,27|38,1,,38,,,,1,5,+1→F,True
2021-02-15,44,43,12|28|44|60|81|92,3,28,60,12,81,5,1,,,False
2021-02-15,81,43,12|28|44|60|81|92,5,60,92,44,,1,2,1,F→+1,True
2021-02-15,90,46,37|58|74|90,4,74,,58,,,,6,,True
2021-02-16,58,46,37|58|74|90,2,37,74,,90,,7,,,False
2021-02-16,73,48,73|89,1,,89,,,,1,,,False
2021-02-17,88,31,3|24|88|99,3,24,99,3,,3,,5,-1→F,True
2021-02-18,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,3,,True
2021-02-18,32,36,32|48|64|85,1,,48,,64,,2,,,False
2021-02-18,48,36,32|48|64|85,2,32,64,,85,,1,2,+1→F,True
2021-02-19,20,38,20|31|47|52|63|100,1,,31,,47,,6,4,F→+1,True
2021-02-20,53,28,21|26|53,3,26,,21,,2,,4,-1→F,True
2021-02-20,63,38,20|31|47|52|63|100,5,52,100,47,,2,,3,-1→F,True
2021-02-22,27,26,27|38,1,,38,,,,,,,False
2021-02-22,34,51,34|98,1,,98,,,,2,2,,True
2021-02-22,51,40,8|19|51|56|67|72,3,19,56,8,67,,6,3,F→+1,True
2021-02-22,72,40,8|19|51|56|67|72,6,67,,56,,1,,3,-1→F|F→-2,True
2021-02-27,65,52,65|97,1,,97,,,,4,4,,True
2021-03-03,37,46,37|58|74|90,1,,58,,74,,6,,,False
2021-03-04,22,44,22|59|70|75|91,1,,59,,70,,2,4,+1→F,True
2021-03-07,67,40,8|19|51|56|67|72,5,56,72,51,,1,7,1,F→+1,True
2021-03-09,72,40,8|19|51|56|67|72,6,67,,56,,,,5,,True
2021-03-09,76,34,1|17|33|49|76,5,49,,33,,7,,,,False
2021-03-12,23,42,7|18|23|50|55|66|71,3,18,50,7,55,3,1,,,False
2021-03-12,37,46,37|58|74|90,1,,58,,74,,5,3,F→+1|F→+2,True
2021-03-12,71,42,7|18|23|50|55|66|71,7,66,,55,,,,1,F→-2,True
2021-03-12,90,46,37|58|74|90,4,74,,58,,4,,,,False
2021-03-13,32,36,32|48|64|85,1,,48,,64,,1,,,False
2021-03-13,48,36,32|48|64|85,2,32,64,,85,,,1,,True
2021-03-14,22,44,22|59|70|75|91,1,,59,,70,,2,1,F→+1,True
2021-03-14,70,44,22|59|70|75|91,3,59,75,22,91,2,5,,,False
2021-03-14,90,46,37|58|74|90,4,74,,58,,2,,7,-1→F,True
2021-03-14,91,44,22|59|70|75|91,5,75,,70,,5,,1,F→-1,True
2021-03-15,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,5,+1→F,True
2021-03-15,32,36,32|48|64|85,1,,48,,64,,3,,,False
2021-03-18,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,,,False
2021-03-18,29,41,13|29|93,2,13,93,,,1,6,7,-1→F|+1→F,True
2021-03-18,71,42,7|18|23|50|55|66|71,7,66,,55,,3,,1,F→-1,True
2021-03-19,42,37,5|10|42,3,10,,5,,3,,,,False
2021-03-20,13,41,13|29|93,1,,29,,93,,5,3,F→+1|F→+2,True
2021-03-21,44,43,12|28|44|60|81|92,3,28,60,12,81,1,2,1,F→+1|F→+2,True
2021-03-21,92,43,12|28|44|60|81|92,6,81,,60,,2,,2,,True
2021-03-22,29,41,13|29|93,2,13,93,,,1,2,3,-1→F|+1→F,True
2021-03-22,53,28,21|26|53,3,26,,21,,,,2,F→-2,True
2021-03-22,73,48,73|89,1,,89,,,,6,1,F→+1,True
2021-03-22,89,48,73|89,2,73,,,,1,,6,-1→F,True
2021-03-22,93,41,13|29|93,3,29,,13,,3,,2,F→-1|F→-1→-2→F_partial,True
2021-03-23,53,28,21|26|53,3,26,,21,,,,1,F→-2,True
2021-03-23,73,48,73|89,1,,89,,,,5,3,F→+1,True
2021-03-24,48,36,32|48|64|85,2,32,64,,85,,6,,,False
2021-03-25,35,49,35|40|83,1,,40,,83,,,4,,True
2021-03-27,44,43,12|28|44|60|81|92,3,28,60,12,81,,1,5,+1→F,True
2021-03-31,100,38,20|31|47|52|63|100,6,63,,52,,5,,,,False
2021-04-01,90,46,37|58|74|90,4,74,,58,,3,,,,False
2021-04-02,51,40,8|19|51|56|67|72,3,19,56,8,67,2,6,,,False
2021-04-03,1,34,1|17|33|49|76,1,,17,,33,,2,,,False
2021-04-04,28,43,12|28|44|60|81|92,2,12,44,,60,1,,6,-1→F,True
2021-04-04,77,32,77,1,,,,,,,,,False
2021-04-05,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,6,6,F→+2,True
2021-04-06,77,32,77,1,,,,,,,,,False
2021-04-12,70,44,22|59|70|75|91,3,59,75,22,91,2,,7,-1→F,True
2021-04-13,3,31,3|24|88|99,1,,24,,88,,5,6,+1→F,True
2021-04-13,56,40,8|19|51|56|67|72,4,51,67,19,72,1,1,4,-1→F|+1→F,True
2021-04-14,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,,,False
2021-04-17,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,5,+1→F,True
2021-04-17,23,42,7|18|23|50|55|66|71,3,18,50,7,55,2,1,3,-1→F|+1→F|F→-2,True
2021-04-17,26,28,21|26|53,2,21,53,,,,6,4,F→+1,True
2021-04-17,53,28,21|26|53,3,26,,21,,4,,6,-1→F,True
2021-04-17,90,46,37|58|74|90,4,74,,58,,5,,1,F→-1|F→-2|F→-1→F,True
2021-04-20,6,35,6|11|43|54|86,1,,11,,43,,5,7,+1→F,True
2021-04-20,22,44,22|59|70|75|91,1,,59,,70,,1,4,+1→F|F→+2,True
2021-04-20,29,41,13|29|93,2,13,93,,,5,2,2,F→-1|F→-1→F,True
2021-04-20,70,44,22|59|70|75|91,3,59,75,22,91,1,,5,-1→F,True
2021-04-20,89,48,73|89,2,73,,,,1,,4,-1→F,True
2021-04-20,93,41,13|29|93,3,29,,13,,2,,2,F→-2,True
2021-04-23,12,43,12|28|44|60|81|92,1,,28,,44,,,,,False
2021-04-23,44,43,12|28|44|60|81|92,3,28,60,12,81,,4,,,False
2021-04-23,63,38,20|31|47|52|63|100,5,52,100,47,,4,,6,-1→F,True
2021-04-24,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,2,+1→F|F→+2,True
2021-04-24,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,7,,,,False
2021-04-28,44,43,12|28|44|60|81|92,3,28,60,12,81,,4,5,+1→F,True
2021-04-29,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,4,+1→F,True
2021-04-29,20,38,20|31|47|52|63|100,1,,31,,47,,,1,F→+2,True
2021-04-29,63,38,20|31|47|52|63|100,5,52,100,47,,1,,2,-1→F|F→-2,True
2021-04-30,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,3,,True
2021-04-30,42,37,5|10|42,3,10,,5,,4,,6,-1→F,True
2021-04-30,82,33,2|39|82|87,3,39,87,2,,4,,,,False
2021-05-01,27,26,27|38,1,,38,,,,,4,,True
2021-05-03,35,49,35|40|83,1,,40,,83,,6,,,False
2021-05-03,56,40,8|19|51|56|67|72,4,51,67,19,72,2,2,,,False
2021-05-03,69,45,69|80,1,,80,,,,4,2,F→+1,True
2021-05-07,34,51,34|98,1,,98,,,,1,3,+1→F,True
2021-05-08,35,49,35|40|83,1,,40,,83,,1,3,+1→F,True
2021-05-10,31,38,20|31|47|52|63|100,2,20,47,,52,,,4,,True
2021-05-10,76,34,1|17|33|49|76,5,49,,33,,5,,,,False
2021-05-11,12,43,12|28|44|60|81|92,1,,28,,44,,4,5,+1→F,True
2021-05-11,29,41,13|29|93,2,13,93,,,,7,6,F→+1,True
2021-05-11,44,43,12|28|44|60|81|92,3,28,60,12,81,4,6,4,F→+1|F→-2,True
2021-05-11,81,43,12|28|44|60|81|92,5,60,92,44,,6,1,1,F→-1|F→-2,True
2021-05-12,82,33,2|39|82|87,3,39,87,2,,,,4,,True
2021-05-13,1,34,1|17|33|49|76,1,,17,,33,,,5,,True
2021-05-13,76,34,1|17|33|49|76,5,49,,33,,2,,5,-1→F,True
2021-05-14,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,2,+1→F|F→+2,True
2021-05-15,35,49,35|40|83,1,,40,,83,,3,1,F→+1|F→+2,True
2021-05-15,53,28,21|26|53,3,26,,21,,1,,,,False
2021-05-21,25,30,25|57,1,,57,,,,,1,,True
2021-05-21,35,49,35|40|83,1,,40,,83,,6,5,F→+1,True
2021-05-21,83,49,35|40|83,3,40,,35,,6,,2,F→-1|F→-2,True
2021-05-23,34,51,34|98,1,,98,,,,5,1,F→+1,True
2021-05-25,17,34,1|17|33|49|76,2,1,33,,49,7,5,4,F→-1|F→+1,True
2021-05-25,26,28,21|26|53,2,21,53,,,2,6,7,-1→F|+1→F,True
2021-05-25,53,28,21|26|53,3,26,,21,,7,,6,F→-1|F→-1→-2→F_partial,True
2021-05-25,76,34,1|17|33|49|76,5,49,,33,,2,,3,-1→F|F→-2,True
2021-05-27,4,47,4|36|68|79|84,1,,36,,68,,1,4,+1→F,True
2021-05-28,35,49,35|40|83,1,,40,,83,,7,3,F→+1|F→+2,True
2021-05-29,28,43,12|28|44|60|81|92,2,12,44,,60,5,6,6,-1→F,True
2021-06-02,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,5,,True
2021-06-02,62,39,9|14|30|41|46|62|78|94,6,46,78,41,94,,,,,False
2021-06-03,88,31,3|24|88|99,3,24,99,3,,1,3,4,-1→F|+1→F,True
2021-06-04,22,44,22|59|70|75|91,1,,59,,70,,6,,,False
2021-06-04,70,44,22|59|70|75|91,3,59,75,22,91,6,6,,,False
2021-06-07,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,7,,,False
2021-06-07,42,37,5|10|42,3,10,,5,,5,,3,F→-1|F→-1→-2→F_partial|F→-1→F,True
2021-06-07,65,52,65|97,1,,97,,,,,1,,True
2021-06-08,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,6,1,,,False
2021-06-10,35,49,35|40|83,1,,40,,83,,,3,F→+2,True
2021-06-10,89,48,73|89,2,73,,,,2,,5,-1→F,True
2021-06-12,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,,,False
2021-06-13,35,49,35|40|83,1,,40,,83,,5,1,F→+1|F→+2,True
2021-06-16,52,38,20|31|47|52|63|100,4,47,63,31,100,,,3,,True
2021-06-19,69,45,69|80,1,,80,,,,1,,,False
2021-06-21,52,38,20|31|47|52|63|100,4,47,63,31,100,,,1,,True
2021-06-21,100,38,20|31|47|52|63|100,6,63,,52,,,,,,False
2021-06-25,7,42,7|18|23|50|55|66|71,1,,18,,23,,5,2,F→+1|F→+2,True
2021-06-25,44,43,12|28|44|60|81|92,3,28,60,12,81,4,,2,F→-1|F→-2|F→+2|F→-1→-2|F→-1→F,True
2021-06-27,91,44,22|59|70|75|91,5,75,,70,,,,1,F→-2,True
2021-06-29,42,37,5|10|42,3,10,,5,,1,,,,False
2021-06-29,53,28,21|26|53,3,26,,21,,4,,,,False
2021-06-30,68,47,4|36|68|79|84,3,36,79,4,84,6,4,5,F→-1|+1→F|F→-1→-2→F_partial,True
2021-06-30,91,44,22|59|70|75|91,5,75,,70,,5,,4,F→-1|F→-1→-2→F_partial,True
2021-07-01,35,49,35|40|83,1,,40,,83,,1,,,False
2021-07-02,53,28,21|26|53,3,26,,21,,1,,,,False
2021-07-03,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,3,+1→F|F→+2,True
2021-07-03,42,37,5|10|42,3,10,,5,,4,,4,,True
2021-07-03,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,2,,2,F→-2,True
2021-07-07,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,2,F→+1|F→+2|F→+1→+2,True
2021-07-07,29,41,13|29|93,2,13,93,,,,7,5,F→+1,True
2021-07-07,68,47,4|36|68|79|84,3,36,79,4,84,,5,,,False
2021-07-07,71,42,7|18|23|50|55|66|71,7,66,,55,,,,2,,True
2021-07-08,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,3,,,False
2021-07-12,63,38,20|31|47|52|63|100,5,52,100,47,,4,,,,False
2021-07-12,90,46,37|58|74|90,4,74,,58,,6,,6,F→-2,True
2021-07-13,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,5,+1→F,True
2021-07-14,29,41,13|29|93,2,13,93,,,2,,3,-1→F,True
2021-07-16,23,42,7|18|23|50|55|66|71,3,18,50,7,55,4,7,,,False
2021-07-17,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,1,F→+1|F→+2|F→+1→+2,True
2021-07-17,50,42,7|18|23|50|55|66|71,4,23,55,18,66,7,,6,F→-1|F→+2|F→-1→-2→F_partial,True
2021-07-18,69,45,69|80,1,,80,,,,3,2,F→+1,True
2021-07-19,92,43,12|28|44|60|81|92,6,81,,60,,5,,6,-1→F,True
2021-07-20,52,38,20|31|47|52|63|100,4,47,63,31,100,,1,,,False
2021-07-22,58,46,37|58|74|90,2,37,74,,90,6,,,,False
2021-07-27,90,46,37|58|74|90,4,74,,58,,3,,7,-1→F,True
2021-07-30,35,49,35|40|83,1,,40,,83,,7,3,F→+1,True
2021-07-30,90,46,37|58|74|90,4,74,,58,,1,,4,-1→F,True
2021-08-03,90,46,37|58|74|90,4,74,,58,,1,,4,-1→F,True
2021-08-04,35,49,35|40|83,1,,40,,83,,2,2,,True
2021-08-08,76,34,1|17|33|49|76,5,49,,33,,3,,7,-1→F,True
2021-08-09,84,47,4|36|68|79|84,5,79,,68,,4,,,,False
2021-08-10,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,1,F→+2,True
2021-08-10,23,42,7|18|23|50|55|66|71,3,18,50,7,55,1,,6,-1→F,True
2021-08-10,29,41,13|29|93,2,13,93,,,3,3,,,False
2021-08-10,53,28,21|26|53,3,26,,21,,5,,6,-1→F,True
2021-08-10,71,42,7|18|23|50|55|66|71,7,66,,55,,2,,1,F→-1|F→-2,True
2021-08-11,35,49,35|40|83,1,,40,,83,,7,5,F→+1,True
2021-08-13,32,36,32|48|64|85,1,,48,,64,,1,1,,True
2021-08-13,44,43,12|28|44|60|81|92,3,28,60,12,81,,7,,,False
2021-08-16,76,34,1|17|33|49|76,5,49,,33,,2,,4,-1→F,True
2021-08-17,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,3,4,+1→F,True
2021-08-22,29,41,13|29|93,2,13,93,,,1,4,4,-1→F,True
2021-08-23,89,48,73|89,2,73,,,,3,,1,F→-1|F→-1→F,True
2021-08-23,93,41,13|29|93,3,29,,13,,3,,3,F→-2,True
2021-08-24,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,,1,,,False
2021-08-26,8,40,8|19|51|56|67|72,1,,19,,51,,4,2,F→+1,True
2021-08-26,42,37,5|10|42,3,10,,5,,,,,,False
2021-08-26,72,40,8|19|51|56|67|72,6,67,,56,,,,1,F→-2,True
2021-08-27,89,48,73|89,2,73,,,,,,1,,True
2021-08-28,26,28,21|26|53,2,21,53,,,2,6,5,-1→F|F→+1,True
2021-08-28,73,48,73|89,1,,89,,,,3,7,+1→F,True
2021-08-29,79,47,4|36|68|79|84,4,68,84,36,,3,2,2,F→-1|F→-1→F,True
2021-08-30,34,51,34|98,1,,98,,,,2,2,,True
2021-08-31,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,1,F→+2,True
2021-08-31,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,,,7,,True
2021-09-06,22,44,22|59|70|75|91,1,,59,,70,,2,,,False
2021-09-06,35,49,35|40|83,1,,40,,83,,3,1,F→+1|F→+2|F→+1→+2,True
2021-09-06,59,44,22|59|70|75|91,2,22,70,,75,,1,2,+1→F,True
2021-09-06,70,44,22|59|70|75|91,3,59,75,22,91,2,1,1,F→-1|F→+2,True
2021-09-08,44,43,12|28|44|60|81|92,3,28,60,12,81,,3,,,False
2021-09-08,92,43,12|28|44|60|81|92,6,81,,60,,7,,,,False
2021-09-12,7,42,7|18|23|50|55|66|71,1,,18,,23,,7,6,F→+1,True
2021-09-12,23,42,7|18|23|50|55|66|71,3,18,50,7,55,7,4,6,F→-1|+1→F,True
2021-09-12,73,48,73|89,1,,89,,,,,,,False
2021-09-15,29,41,13|29|93,2,13,93,,,,3,1,F→+1,True
2021-09-15,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,2,-1→F,True
2021-09-18,63,38,20|31|47|52|63|100,5,52,100,47,,7,,4,F→-1|F→-1→-2→F_partial,True
2021-09-18,97,52,65|97,2,65,,,,3,,,,False
2021-09-18,100,38,20|31|47|52|63|100,6,63,,52,,4,,,,False
2021-09-19,13,41,13|29|93,1,,29,,93,,6,,,False
2021-09-19,29,41,13|29|93,2,13,93,,,,3,6,+1→F,True
2021-09-21,27,26,27|38,1,,38,,,,6,2,F→+1,True
2021-09-23,53,28,21|26|53,3,26,,21,,5,,5,,True
2021-09-23,84,47,4|36|68|79|84,5,79,,68,,2,,3,-1→F,True
2021-09-25,90,46,37|58|74|90,4,74,,58,,2,,,,False
2021-09-26,35,49,35|40|83,1,,40,,83,,2,,,False
2021-09-28,8,40,8|19|51|56|67|72,1,,19,,51,,3,1,F→+1|F→+2|F→+1→+2,True
2021-09-28,67,40,8|19|51|56|67|72,5,56,72,51,,3,,1,F→-1|F→-2|F→-1→-2,True
2021-09-29,29,41,13|29|93,2,13,93,,,1,4,,,False
2021-09-30,56,40,8|19|51|56|67|72,4,51,67,19,72,2,,1,F→-1,True
2021-10-01,28,43,12|28|44|60|81|92,2,12,44,,60,,5,3,F→+1,True
2021-10-01,44,43,12|28|44|60|81|92,3,28,60,12,81,3,2,5,-1→F|+1→F|F→+2,True
2021-10-02,29,41,13|29|93,2,13,93,,,5,1,5,+1→F,True
2021-10-02,35,49,35|40|83,1,,40,,83,,1,2,+1→F,True
2021-10-02,63,38,20|31|47|52|63|100,5,52,100,47,,1,,2,-1→F|F→-2,True
2021-10-03,97,52,65|97,2,65,,,,4,,3,F→-1,True
2021-10-04,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,2,,True
2021-10-04,11,35,6|11|43|54|86,2,6,43,,54,2,,7,-1→F,True
2021-10-10,65,52,65|97,1,,97,,,,6,,,False
2021-10-13,63,38,20|31|47|52|63|100,5,52,100,47,,,,2,F→-2,True
2021-10-14,6,35,6|11|43|54|86,1,,11,,43,,,,,False
2021-10-15,94,39,9|14|30|41|46|62|78|94,8,78,,62,,3,,4,-1→F,True
2021-10-16,26,28,21|26|53,2,21,53,,,3,6,1,F→-1|F→+1|F→-1→F,True
2021-10-16,53,28,21|26|53,3,26,,21,,1,,6,-1→F,True
2021-10-16,69,45,69|80,1,,80,,,,,4,,True
2021-10-16,77,32,77,1,,,,,,,6,,True
2021-10-17,21,28,21|26|53,1,,26,,53,,1,2,+1→F|F→+2,True
2021-10-17,34,51,34|98,1,,98,,,,1,5,+1→F,True
2021-10-17,37,46,37|58|74|90,1,,58,,74,,6,,,False
2021-10-18,12,43,12|28|44|60|81|92,1,,28,,44,,6,3,F→+1,True
2021-10-18,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,5,3,,,False
2021-10-18,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,,1,3,+1→F|F→-2|F→+2,True
2021-10-18,94,39,9|14|30|41|46|62|78|94,8,78,,62,,1,,1,F→-2,True
2021-10-20,67,40,8|19|51|56|67|72,5,56,72,51,,4,5,5,-1→F,True
2021-10-21,68,47,4|36|68|79|84,3,36,79,4,84,4,,2,F→-1|F→-2|F→-1→-2|F→-1→F,True
2021-10-25,71,42,7|18|23|50|55|66|71,7,66,,55,,3,,1,F→-1|F→-2|F→-1→-2|F→-1→F,True
2021-10-28,51,40,8|19|51|56|67|72,3,19,56,8,67,,4,5,+1→F,True
2021-10-28,87,33,2|39|82|87,4,82,,39,,7,,2,F→-1,True
2021-10-29,12,43,12|28|44|60|81|92,1,,28,,44,,2,,,False
2021-10-29,91,44,22|59|70|75|91,5,75,,70,,1,,1,F→-2,True
2021-10-31,44,43,12|28|44|60|81|92,3,28,60,12,81,,3,1,F→+1|F→+2,True
